time,uwind
01/01,-6.408506
01/02,-6.032549
01/03,-5.8172035
01/04,-5.909103
01/05,-5.9641213
01/06,-6.4987006
01/07,-6.305891
01/08,-6.096889
01/09,-6.572086
01/10,-6.58843
01/11,-6.7774796
01/12,-6.4032974
01/13,-6.506338
01/14,-6.308166
01/15,-6.254237
01/16,-6.390163
01/17,-6.4276466
01/18,-6.454125
01/19,-6.155234
01/20,-6.3494563
01/21,-6.070421
01/22,-5.9587765
01/23,-6.1923475
01/24,-6.242718
01/25,-6.192205
01/26,-6.2385464
01/27,-6.3009415
01/28,-6.744235
01/29,-6.7603254
01/30,-6.786344
01/31,-6.705408
02/01,-6.674103
02/02,-6.6386595
02/03,-6.717362
02/04,-6.363181
02/05,-6.5537653
02/06,-6.5694685
02/07,-6.7147665
02/08,-5.9594617
02/09,-5.960629
02/10,-5.780195
02/11,-5.7308393
02/12,-6.181595
02/13,-6.202212
02/14,-6.659689
02/15,-6.4247713
02/16,-6.2566056
02/17,-6.4081984
02/18,-6.6210656
02/19,-6.5179048
02/20,-6.6443315
02/21,-6.5229516
02/22,-6.5150533
02/23,-6.367096
02/24,-5.954298
02/25,-6.4479275
02/26,-6.795722
02/27,-6.3271966
02/28,-6.564283
02/29,-7.2707872
03/01,-6.5219426
03/02,-6.8278766
03/03,-6.7725654
03/04,-6.583771
03/05,-6.4420485
03/06,-6.572253
03/07,-6.658279
03/08,-6.862514
03/09,-6.604553
03/10,-6.3283143
03/11,-6.299133
03/12,-6.2880244
03/13,-6.2237444
03/14,-6.2723308
03/15,-6.1198115
03/16,-6.181373
03/17,-5.909347
03/18,-5.910203
03/19,-6.0213246
03/20,-6.030816
03/21,-6.036664
03/22,-6.2977824
03/23,-6.6054287
03/24,-6.3783193
03/25,-6.5008345
03/26,-6.4881163
03/27,-6.325385
03/28,-6.285936
03/29,-6.5158515
03/30,-6.299338
03/31,-6.3341026
04/01,-6.4707336
04/02,-6.115916
04/03,-6.2486744
04/04,-6.1916804
04/05,-6.295054
04/06,-6.211126
04/07,-6.309376
04/08,-6.50031
04/09,-6.2185454
04/10,-6.350508
04/11,-6.3632
04/12,-6.241324
04/13,-6.196057
04/14,-6.175629
04/15,-6.156648
04/16,-5.809717
04/17,-6.1588526
04/18,-6.286503
04/19,-6.107152
04/20,-6.149488
04/21,-6.2486086
04/22,-6.341689
04/23,-6.342664
04/24,-6.326179
04/25,-6.095071
04/26,-6.289106
04/27,-6.060563
04/28,-6.155349
04/29,-6.5045424
04/30,-6.0041075
05/01,-5.8515196
05/02,-5.8488345
05/03,-5.920701
05/04,-5.7384343
05/05,-5.72275
05/06,-5.671456
05/07,-5.992919
05/08,-5.8596325
05/09,-5.8824525
05/10,-6.041935
05/11,-5.5351896
05/12,-5.8673744
05/13,-5.8095245
05/14,-5.2822275
05/15,-5.6671076
05/16,-5.4872794
05/17,-5.589451
05/18,-5.325858
05/19,-5.3414526
05/20,-5.322945
05/21,-5.280781
05/22,-4.741034
05/23,-4.7706504
05/24,-4.6095195
05/25,-4.659277
05/26,-4.5980706
05/27,-4.846409
05/28,-4.955226
05/29,-5.011876
05/30,-4.866631
05/31,-4.12251
06/01,-4.4560184
06/02,-4.607175
06/03,-4.404514
06/04,-4.6141157
06/05,-4.346808
06/06,-4.655436
06/07,-4.572471
06/08,-4.281705
06/09,-3.8632839
06/10,-3.9337094
06/11,-4.288559
06/12,-4.5625744
06/13,-4.516279
06/14,-4.325924
06/15,-4.4741235
06/16,-4.3500705
06/17,-4.3363304
06/18,-3.9068007
06/19,-4.1564612
06/20,-3.6725638
06/21,-3.3467832
06/22,-3.6679907
06/23,-3.1495748
06/24,-3.6231382
06/25,-3.273997
06/26,-2.9885583
06/27,-2.48627
06/28,-2.9560952
06/29,-2.8132753
06/30,-2.0854583
07/01,-2.5201752
07/02,-2.3445985
07/03,-1.7640293
07/04,-2.2011642
07/05,-2.1373339
07/06,-2.0677829
07/07,-2.3006363
07/08,-1.99309
07/09,-2.3855407
07/10,-2.104775
07/11,-2.2832067
07/12,-2.5195289
07/13,-2.054716
07/14,-2.1665113
07/15,-1.1657071
07/16,-1.8111005
07/17,-1.8043623
07/18,-0.8551763
07/19,-1.3665634
07/20,-1.9343665
07/21,-1.8730911
07/22,-2.1931562
07/23,-2.2037122
07/24,-1.9415643
07/25,-1.5136671
07/26,-0.929756
07/27,-1.3624345
07/28,-1.7785156
07/29,-1.5669712
07/30,-1.8042309
07/31,-1.6275057
08/01,-1.8897607
08/02,-1.3427837
08/03,-1.2061
08/04,-1.494881
08/05,-1.1183425
08/06,-0.83201844
08/07,-0.87832963
08/08,-0.1704094
08/09,-0.30565995
08/10,-0.4951868
08/11,-0.14558183
08/12,-0.7752139
08/13,-0.75896287
08/14,-0.2505042
08/15,-0.12663715
08/16,-0.75681037
08/17,-0.5282668
08/18,0.016824445
08/19,0.725128
08/20,0.21757369
08/21,0.201721
08/22,-0.16486582
08/23,-0.11050271
08/24,0.5071968
08/25,0.9859759
08/26,1.189908
08/27,0.9346685
08/28,0.70957464
08/29,0.4658801
08/30,0.27602524
08/31,0.31899843
09/01,0.079993375
09/02,0.2850573
09/03,0.13808289
09/04,-0.308694
09/05,-0.37504813
09/06,-0.24753031
09/07,-0.6026706
09/08,-0.48255455
09/09,-1.1714286
09/10,-0.54220384
09/11,0.041610967
09/12,-0.040900435
09/13,0.48538667
09/14,-0.14014329
09/15,0.4250784
09/16,0.5163028
09/17,0.66573596
09/18,0.6476066
09/19,0.57202846
09/20,0.44278577
09/21,0.198431
09/22,0.24942929
09/23,-0.428542
09/24,-0.8898007
09/25,-0.27020648
09/26,0.37614304
09/27,-0.095770694
09/28,-0.5671948
09/29,-0.6408952
09/30,-0.9137364
10/01,-0.5682278
10/02,-0.23462583
10/03,0.116912596
10/04,-0.10076301
10/05,-0.6208368
10/06,-1.2916254
10/07,-1.2553331
10/08,-1.2031288
10/09,-0.6559385
10/10,-0.88290066
10/11,-1.1383636
10/12,-1.0411907
10/13,-0.74186134
10/14,-0.78384197
10/15,-1.0017054
10/16,-1.2130582
10/17,-0.7725908
10/18,-0.6542019
10/19,-1.626234
10/20,-2.0355594
10/21,-1.5157624
10/22,-1.242791
10/23,-0.8853657
10/24,-1.4900585
10/25,-2.2656639
10/26,-1.8788769
10/27,-2.0984466
10/28,-2.135538
10/29,-1.3838089
