time,uwind
01/01,-5.452003
01/02,-5.803812
01/03,-5.5214176
01/04,-5.9319134
01/05,-6.4118385
01/06,-6.4442506
01/07,-6.935964
01/08,-6.344175
01/09,-6.1441073
01/10,-6.087261
01/11,-6.0017567
01/12,-6.1377997
01/13,-6.5885277
01/14,-6.53396
01/15,-6.2702336
01/16,-6.3729577
01/17,-6.668844
01/18,-6.827535
01/19,-6.6901975
01/20,-6.3079476
01/21,-6.437898
01/22,-6.207783
01/23,-6.077179
01/24,-6.045347
01/25,-6.1304474
01/26,-6.085331
01/27,-5.7487965
01/28,-5.78253
01/29,-5.7767205
01/30,-6.1310554
01/31,-6.242887
02/01,-6.7436275
02/02,-6.31588
02/03,-5.7669487
02/04,-6.26142
02/05,-6.323028
02/06,-6.1678987
02/07,-6.654419
02/08,-6.6076937
02/09,-6.736509
02/10,-6.5102572
02/11,-6.600742
02/12,-6.2423587
02/13,-5.972817
02/14,-5.771652
02/15,-6.1859093
02/16,-6.418593
02/17,-6.278377
02/18,-6.160185
02/19,-6.59677
02/20,-6.2550693
02/21,-6.270348
02/22,-5.982389
02/23,-6.3579235
02/24,-6.6319013
02/25,-6.776304
02/26,-6.9163156
02/27,-6.474893
02/28,-6.675386
02/29,-6.2
03/01,-6.828348
03/02,-6.488155
03/03,-6.390474
03/04,-5.8053207
03/05,-5.957382
03/06,-6.128327
03/07,-5.978973
03/08,-6.1158338
03/09,-6.2888417
03/10,-6.4524035
03/11,-6.253069
03/12,-6.049048
03/13,-6.3568788
03/14,-6.3283033
03/15,-6.328383
03/16,-6.3828816
03/17,-6.7317986
03/18,-6.7378135
03/19,-6.445953
03/20,-6.426371
03/21,-6.166347
03/22,-6.4624977
03/23,-6.6598163
03/24,-6.386951
03/25,-5.993164
03/26,-6.507487
03/27,-6.3237514
03/28,-6.437577
03/29,-6.8213634
03/30,-6.572102
03/31,-6.0175786
04/01,-6.4222784
04/02,-6.7161016
04/03,-6.776649
04/04,-7.129722
04/05,-6.5498996
04/06,-6.085198
