time,uwind
01/01,2.152941
01/02,2.6470587
01/03,2.1411765
01/04,1.6705883
01/05,1.3588235
01/06,1.3470588
01/07,1.3470588
01/08,1.1058824
01/09,0.9941176
01/10,1.617647
01/11,1.7941177
01/12,2.3117647
01/13,2.264706
01/14,1.464706
01/15,1.4294118
01/16,0.72352934
01/17,0.59411764
01/18,1.2294117
01/19,1.3352941
01/20,1.5470588
01/21,1.675
01/22,2.1125
01/23,2.5625
01/24,2.98125
01/25,2.9375
01/26,2.9875
01/27,2.8
01/28,2.55
01/29,1.8625001
01/30,1.9250001
01/31,2.35625
02/01,1.80625
02/02,1.65
02/03,1.65
02/04,1.56875
02/05,1.2647059
02/06,1.1117647
02/07,1.5823529
02/08,1.9
02/09,1.9529412
02/10,1.7882353
02/11,0.9705882
02/12,1.2941177
02/13,1.0882353
02/14,1.3529412
02/15,2.0588236
02/16,1.7176471
02/17,1.7529411
02/18,2.1294117
02/19,2.8117647
02/20,3.052941
02/21,3.4705882
02/22,3.7235293
02/23,3.652941
02/24,2.3999999
02/25,2.7588236
02/26,3.2117646
02/27,1.8588234
02/28,2.0058825
02/29,0.56666666
03/01,1.617647
03/02,1.4117647
03/03,2.2
03/04,2.464706
03/05,3.0375001
03/06,2.59375
03/07,2.7749999
03/08,2.675
03/09,3.15
03/10,2.65625
03/11,2.9875
03/12,2.275
03/13,1.8625001
03/14,1.6937501
03/15,1.00625
03/16,0.91249996
03/17,0.52500004
03/18,0.85625
03/19,0.3
03/20,-0.031249978
03/21,0.64375
03/22,0.1625
03/23,0.81250006
03/24,0.48125
03/25,0.29375
03/26,0.64375
03/27,-0.39375
03/28,-0.07647056
03/29,-0.24117647
03/30,-0.21764708
03/31,0.88823533
04/01,-0.100000046
04/02,-0.1823529
04/03,0.05294121
04/04,0.1352941
04/05,0.5117647
04/06,1.0588236
04/07,0.91764706
04/08,0.14705881
04/09,-0.15294114
04/10,0.38235295
04/11,-0.43124998
04/12,0.33125004
04/13,0.65
04/14,0.39999998
04/15,0.5749999
04/16,0.7062501
04/17,-0.14375
04/18,-0.21875
04/19,-0.10624997
04/20,0.29375002
04/21,-0.6625
04/22,-0.34375
04/23,-0.09375003
04/24,0.34374997
04/25,-0.44375
04/26,-1.275
04/27,-1.0875
04/28,-0.59375
04/29,-0.53125
04/30,-0.76875
05/01,-1.11875
05/02,-1.5875
05/03,-1.9125
05/04,-1.88125
05/05,-1.85
05/06,-1.0625
05/07,-1.4625001
05/08,-1.34375
05/09,-1.2875
05/10,-1.25
05/11,-1.0125
05/12,-1.18125
05/13,-1.00625
05/14,-1.00625
05/15,-1.43125
05/16,-1.79375
05/17,-1.29375
05/18,-0.8
05/19,0.375
05/20,-0.01250001
05/21,-0.88124996
05/22,-1.1133333
05/23,-1.1133333
05/24,-1.0066667
05/25,-1.1066667
05/26,-0.8866666
05/27,-1.14
05/28,-1.2866666
05/29,-1.34
05/30,-1.2533333
05/31,-1.6133333
06/01,-2.0666666
06/02,-2.0133333
06/03,-1.4666667
06/04,-2.0
06/05,-2.46
06/06,-2.4733331
06/07,-3.05
06/08,-2.78
06/09,-1.9466666
06/10,-2.6533332
06/11,-2.2133334
06/12,-2.5800002
06/13,-2.9733331
06/14,-2.4666667
06/15,-2.1733332
06/16,-2.0133333
06/17,-1.7933333
06/18,-1.4066666
06/19,-1.7199999
06/20,-1.2066667
06/21,-1.3666667
06/22,-1.5866666
06/23,-0.96875
06/24,-0.92499995
06/25,-0.95625
06/26,-1.2312499
06/27,-1.6
06/28,-1.6500001
06/29,-1.7466667
06/30,-0.94375
07/01,-1.40625
07/02,-1.775
07/03,-2.5249999
07/04,-2.25625
07/05,-2.11875
07/06,-1.4599999
07/07,-2.22
07/08,-1.9333333
07/09,-1.8
07/10,-1.5285714
07/11,-1.3642857
07/12,-1.7266667
07/13,-1.8333334
07/14,-2.5666666
07/15,-3.28
07/16,-3.4875
07/17,-3.09375
07/18,-2.7875001
07/19,-2.95625
07/20,-2.23125
07/21,-2.34375
07/22,-2.825
07/23,-1.9375
07/24,-2.2375
07/25,-1.6928571
07/26,-1.6857144
07/27,-2.2533333
07/28,-2.22
07/29,-2.2266667
07/30,-1.9333333
07/31,-2.4266667
08/01,-3.5133333
08/02,-3.5666666
08/03,-3.3066666
08/04,-2.05625
08/05,-1.6875
08/06,-2.775
08/07,-2.34375
08/08,-2.51875
08/09,-2.30625
08/10,-2.6375
08/11,-2.79375
08/12,-2.6000001
08/13,-2.7235293
08/14,-2.7375
08/15,-2.09375
08/16,-2.7
08/17,-3.0625
08/18,-2.7625
08/19,-2.49375
08/20,-3.19375
08/21,-2.60625
08/22,-1.96875
08/23,-2.8375
08/24,-2.8875
08/25,-2.9235294
08/26,-2.8611112
08/27,-2.5555556
08/28,-2.6222222
08/29,-2.7722223
08/30,-3.1166666
08/31,-3.461111
09/01,-2.5944445
09/02,-2.7166667
09/03,-2.7333333
09/04,-2.9055555
09/05,-2.7388887
09/06,-2.7388887
09/07,-2.888235
09/08,-2.5
09/09,-2.2555554
09/10,-2.3176472
09/11,-2.0888891
09/12,-2.2833333
09/13,-2.2777777
09/14,-2.6777778
09/15,-2.211111
09/16,-1.7166667
09/17,-2.311111
09/18,-2.5444443
09/19,-2.5722222
09/20,-2.2722223
09/21,-1.938889
09/22,-2.3611112
09/23,-2.6777778
09/24,-2.8222222
09/25,-2.5777776
09/26,-2.3000002
09/27,-2.038889
09/28,-1.8611112
09/29,-2.0722222
09/30,-2.2833333
10/01,-2.4444444
10/02,-2.7277777
10/03,-2.2611113
10/04,-2.1222222
10/05,-0.93888885
10/06,-0.96666664
10/07,-0.67222226
10/08,-1.1555556
10/09,-1.0388889
10/10,-2.288889
10/11,-2.2444444
10/12,-2.0222223
10/13,-2.0500002
10/14,-1.811111
10/15,-1.6722223
10/16,-1.7222222
10/17,-1.5611111
10/18,-1.5999999
10/19,-1.7111111
10/20,-2.022222
10/21,-1.1500001
10/22,-1.7705883
10/23,-1.6235294
10/24,-1.0058824
10/25,-1.4117647
10/26,-2.4705882
10/27,-1.9529412
10/28,-1.5235294
10/29,-1.3941177
10/30,-1.8764706
10/31,-1.3411764
11/01,-1.5764705
11/02,-1.6235294
11/03,-1.5941176
11/04,-2.3823528
11/05,-1.6117647
11/06,-1.7882353
11/07,-1.4882352
11/08,-0.9764706
11/09,-1.2588235
11/10,-1.0647058
11/11,-0.76470584
11/12,-1.5823529
11/13,-1.4705882
11/14,-1.4705882
11/15,-0.88235295
11/16,-1.0625
11/17,-0.9125
11/18,-1.31875
11/19,-1.35
11/20,-1.03125
11/21,-0.36874998
11/22,-0.61875
11/23,-1.3058825
11/24,-0.7411765
11/25,-0.12941176
11/26,0.20588237
11/27,0.6882353
11/28,1.1117647
11/29,0.5529412
11/30,-0.31176472
12/01,-0.8352941
12/02,-0.117647
12/03,-0.2
12/04,-0.30588233
12/05,0.5058824
12/06,-0.05294121
12/07,0.17058824
12/08,0.37058824
12/09,1.2352941
12/10,0.87058824
12/11,1.3352941
12/12,1.3117647
12/13,1.2529411
12/14,1.4941176
12/15,0.8352941
12/16,0.13888891
12/17,0.65
