time,uwind
01/01,-3.6581097
01/02,-3.3686736
01/03,-2.6979513
01/04,-3.148962
01/05,-3.7759037
01/06,-3.8486428
01/07,-3.7542994
01/08,-3.7518759
01/09,-3.3352423
01/10,-3.4209266
01/11,-3.4987156
01/12,-3.5351238
01/13,-3.7496123
01/14,-3.5782244
01/15,-3.3079522
01/16,-3.5992658
01/17,-3.6469343
01/18,-4.14911
01/19,-4.0585604
01/20,-4.1518216
01/21,-4.395928
01/22,-4.085181
01/23,-4.148911
01/24,-3.8080096
01/25,-4.494276
01/26,-4.2910304
01/27,-4.4851317
01/28,-4.1111445
01/29,-4.1372466
01/30,-4.037196
01/31,-3.5577767
02/01,-3.5430868
02/02,-3.3523765
02/03,-3.4210525
02/04,-3.5980158
02/05,-3.8706124
02/06,-3.4169304
02/07,-3.4540386
02/08,-4.056575
02/09,-3.6679034
02/10,-3.7150269
02/11,-3.7678306
02/12,-4.0485177
02/13,-4.3292828
02/14,-4.616508
02/15,-4.7481537
02/16,-4.9036145
02/17,-4.9526544
02/18,-4.6144624
02/19,-4.643076
02/20,-4.473738
02/21,-4.767233
02/22,-4.641146
02/23,-4.058877
02/24,-4.2321095
02/25,-4.331327
02/26,-4.153328
02/27,-4.41045
02/28,-4.2078667
02/29,-5.6934166
03/01,-4.810589
03/02,-4.7829776
03/03,-4.798002
03/04,-4.458219
03/05,-4.536039
03/06,-4.698191
03/07,-4.6341515
03/08,-4.674199
03/09,-4.9999022
03/10,-4.835909
03/11,-4.55918
03/12,-4.6145005
03/13,-4.170906
03/14,-4.498559
03/15,-4.1755357
03/16,-4.044832
03/17,-3.8461916
03/18,-3.9466054
03/19,-3.9103107
03/20,-4.0870366
03/21,-4.0387874
03/22,-4.441989
03/23,-4.335556
03/24,-3.8951693
03/25,-4.711121
03/26,-4.6188874
03/27,-4.3479824
03/28,-4.2799764
03/29,-3.6758099
03/30,-3.8537176
03/31,-3.9426289
04/01,-3.838331
04/02,-4.127265
04/03,-4.0948057
04/04,-3.8077917
04/05,-4.1216145
04/06,-4.1110888
04/07,-4.134404
04/08,-3.6456556
04/09,-3.4929976
04/10,-3.6381834
04/11,-3.2842453
04/12,-3.422757
04/13,-3.1813061
04/14,-3.1014478
04/15,-2.759609
04/16,-3.427983
04/17,-3.6734908
04/18,-3.2836869
04/19,-2.9930139
04/20,-2.9446542
04/21,-3.022528
04/22,-2.7322922
04/23,-2.8746924
04/24,-3.2189662
04/25,-2.660151
04/26,-2.3085597
04/27,-2.8045762
04/28,-3.0211315
04/29,-2.6973326
04/30,-2.6948452
05/01,-2.7627947
05/02,-3.3186915
05/03,-2.7029514
05/04,-2.8610146
05/05,-2.681188
05/06,-2.616412
05/07,-2.6995258
05/08,-2.8565083
05/09,-3.0460062
05/10,-2.6023974
05/11,-2.5566642
05/12,-2.7547364
05/13,-2.7336988
05/14,-1.943743
05/15,-1.6003686
05/16,-1.7729259
05/17,-1.7479774
05/18,-1.9476289
05/19,-1.8116844
05/20,-1.4769149
05/21,-1.1872123
05/22,-0.87476784
05/23,-1.1943507
05/24,-1.3394265
05/25,-1.287148
05/26,-1.2728662
05/27,-1.2401307
05/28,-1.1559465
05/29,-1.3726449
05/30,-1.1748817
05/31,-1.4118936
06/01,-1.1615294
06/02,-1.4170728
06/03,-1.6832644
06/04,-1.4759101
06/05,-1.6232283
06/06,-1.8859679
06/07,-1.7710617
06/08,-1.3699837
06/09,-1.6094267
06/10,-2.4559085
06/11,-2.2329612
06/12,-1.8126739
06/13,-1.9487886
06/14,-1.7991226
06/15,-1.5753686
06/16,-1.7026751
06/17,-1.868681
06/18,-1.8099777
06/19,-1.8474061
06/20,-1.3600303
06/21,-0.9221235
06/22,-1.5972329
06/23,-1.8770839
06/24,-2.2203166
06/25,-1.8203961
06/26,-1.8260138
06/27,-1.8818359
06/28,-1.8504832
06/29,-2.2875519
06/30,-2.3736277
07/01,-1.7516818
07/02,-1.3408068
07/03,-1.509803
07/04,-1.5605457
07/05,-1.2902193
07/06,-2.213549
07/07,-2.792225
07/08,-2.8925393
07/09,-2.600246
07/10,-2.3958826
07/11,-1.6564147
07/12,-1.7259617
07/13,-2.2571392
07/14,-2.4770172
07/15,-2.4546926
07/16,-2.4997773
07/17,-2.1904583
07/18,-2.504598
07/19,-3.0469446
07/20,-2.9161334
07/21,-2.599273
07/22,-3.1229808
07/23,-3.3141367
07/24,-3.3145998
07/25,-2.5851958
07/26,-2.5023854
07/27,-2.84153
07/28,-2.8225217
07/29,-2.1538415
07/30,-2.9817605
07/31,-3.849678
08/01,-3.838033
08/02,-3.7025175
08/03,-3.5313294
08/04,-3.4054396
08/05,-3.511939
08/06,-3.3383856
08/07,-3.152389
08/08,-3.182103
08/09,-2.7394707
08/10,-2.6701944
08/11,-3.1540978
08/12,-3.0913458
08/13,-2.96916
08/14,-3.021841
08/15,-2.963782
08/16,-3.1003187
08/17,-3.3286319
08/18,-3.2824037
08/19,-3.130851
08/20,-2.744813
08/21,-2.8588028
08/22,-3.0914104
08/23,-2.710453
08/24,-2.5051486
08/25,-2.4866462
08/26,-2.442817
08/27,-2.6708276
08/28,-2.6033401
08/29,-2.993185
08/30,-2.407189
08/31,-2.418529
09/01,-2.0141034
09/02,-2.3707778
09/03,-2.690204
09/04,-2.5539021
09/05,-2.3148649
09/06,-2.3745224
09/07,-2.324066
09/08,-2.4663336
09/09,-2.419414
09/10,-2.573181
09/11,-2.7139683
09/12,-2.3776124
09/13,-2.1768143
09/14,-1.7440794
09/15,-1.9035708
09/16,-2.3299034
09/17,-2.7508314
09/18,-2.1958625
09/19,-1.9999549
09/20,-2.2315185
09/21,-2.1634634
09/22,-1.6656171
09/23,-2.2225242
09/24,-2.63708
09/25,-2.3408246
09/26,-1.8831625
09/27,-1.7001973
09/28,-2.1920965
09/29,-2.6987934
09/30,-2.3062458
10/01,-2.2496917
10/02,-1.993617
10/03,-1.8724226
10/04,-1.8372072
10/05,-1.7805187
10/06,-2.1028998
10/07,-2.2091296
10/08,-2.4514089
10/09,-2.4082022
10/10,-2.4377184
10/11,-2.8212616
10/12,-2.690784
10/13,-2.404892
10/14,-2.4014792
10/15,-2.6217697
10/16,-2.7356346
10/17,-2.5223904
10/18,-1.7581086
10/19,-1.8090757
10/20,-2.6403406
10/21,-2.4638536
10/22,-1.9044703
10/23,-1.66841
10/24,-2.1611865
10/25,-2.5420408
10/26,-2.7091217
10/27,-2.5274248
10/28,-2.7348816
10/29,-2.646065
10/30,-2.6442678
10/31,-2.6695483
11/01,-2.7285497
11/02,-2.543878
11/03,-1.9808323
11/04,-2.3357778
11/05,-2.6261208
11/06,-2.3078191
11/07,-2.559908
11/08,-2.480361
11/09,-2.3527055
11/10,-2.6160061
11/11,-2.8624792
11/12,-2.7044919
11/13,-2.8496037
11/14,-3.0946648
11/15,-2.9708774
11/16,-2.585838
11/17,-3.0049324
11/18,-3.554883
11/19,-3.0641954
11/20,-3.0871637
11/21,-2.5705106
11/22,-2.964093
11/23,-2.8884938
11/24,-3.2488432
11/25,-3.5266886
11/26,-3.1315587
11/27,-2.74483
11/28,-2.5630715
11/29,-3.158632
11/30,-2.8932402
12/01,-2.9803998
12/02,-3.3069847
12/03,-3.1499903
12/04,-2.939685
12/05,-2.8418179
12/06,-3.0288866
12/07,-3.441211
12/08,-3.6982892
12/09,-4.02408
12/10,-3.8730843
12/11,-3.3540068
12/12,-3.2729807
12/13,-3.5372837
12/14,-3.501629
12/15,-3.5440748
12/16,-3.2951407
12/17,-3.7123187
12/18,-3.7815828
12/19,-3.5597944
12/20,-3.7303128
12/21,-3.8468375
12/22,-3.8764045
12/23,-2.870948
12/24,-2.9940796
12/25,-3.3371453
12/26,-3.4539607
12/27,-3.788623
12/28,-3.6266806
12/29,-3.6742449
12/30,-3.7851675
12/31,-3.3298743
