time,uwind
01/01,-6.719663
01/02,-6.3189898
01/03,-6.1974454
01/04,-6.408632
01/05,-6.3209653
01/06,-6.4264517
01/07,-6.3980813
01/08,-6.622861
01/09,-6.4022527
01/10,-6.556912
01/11,-6.5973244
01/12,-6.3955956
01/13,-6.4725986
01/14,-6.430186
01/15,-6.226109
01/16,-6.1431017
01/17,-6.2385516
01/18,-6.4014053
01/19,-6.331907
01/20,-6.377559
01/21,-6.376493
01/22,-6.3707614
01/23,-6.481556
01/24,-6.2740455
01/25,-6.1844187
01/26,-6.2629538
01/27,-6.5855756
01/28,-6.432195
01/29,-6.3439016
01/30,-6.2942944
01/31,-6.1480527
02/01,-6.1624746
02/02,-6.0934477
02/03,-5.991547
02/04,-5.921548
02/05,-5.968445
02/06,-5.963579
02/07,-5.584419
02/08,-6.187889
02/09,-6.2011847
02/10,-5.7283845
02/11,-5.794296
02/12,-5.5041833
02/13,-5.786593
02/14,-5.8119636
02/15,-5.590365
02/16,-5.504913
02/17,-5.5725436
02/18,-5.291564
02/19,-5.5459766
02/20,-5.3580904
02/21,-5.3714695
02/22,-5.3849134
02/23,-5.2076435
02/24,-5.1810713
02/25,-5.326329
02/26,-5.5575604
02/27,-5.422788
02/28,-5.500617
02/29,-5.5323224
03/01,-5.3646474
03/02,-5.4177966
03/03,-4.943925
03/04,-4.869359
03/05,-5.2166386
03/06,-5.61541
03/07,-5.540576
03/08,-5.450124
03/09,-5.0947437
03/10,-5.15108
03/11,-4.6067743
03/12,-4.6965737
03/13,-4.4643397
03/14,-4.079459
03/15,-4.3854766
03/16,-4.449676
03/17,-4.4296103
03/18,-4.6649985
03/19,-4.4616566
03/20,-4.6533055
03/21,-4.6863565
03/22,-4.5373974
03/23,-4.8319063
03/24,-4.4366307
03/25,-3.9141757
03/26,-4.130318
03/27,-4.4012446
03/28,-4.7196364
03/29,-4.678874
03/30,-5.292714
03/31,-4.704577
04/01,-4.7450547
04/02,-5.1867805
04/03,-5.4444203
04/04,-5.572073
04/05,-5.243525
04/06,-4.7586937
04/07,-4.899796
04/08,-5.313261
04/09,-5.031322
04/10,-4.6123724
04/11,-4.9821467
04/12,-5.0967965
04/13,-5.73368
04/14,-5.4399385
04/15,-5.5541406
04/16,-5.138744
04/17,-5.422654
04/18,-5.531506
04/19,-5.460884
04/20,-5.428584
04/21,-5.5156374
04/22,-5.9916906
04/23,-6.1617
04/24,-6.2221575
04/25,-6.00631
04/26,-5.88364
04/27,-6.282135
04/28,-6.021931
04/29,-5.5735726
04/30,-5.794439
05/01,-5.82015
05/02,-6.0783544
05/03,-6.3029504
05/04,-6.3933086
05/05,-6.2475986
05/06,-6.4021215
05/07,-6.3618755
05/08,-6.604093
05/09,-6.781313
05/10,-6.4550486
05/11,-6.443061
05/12,-6.7986364
05/13,-6.817246
05/14,-6.5599313
05/15,-6.2943397
05/16,-6.000484
05/17,-5.988168
05/18,-6.1985726
05/19,-6.2051806
05/20,-6.178182
05/21,-6.0346303
05/22,-6.026368
05/23,-6.1430655
05/24,-6.1097236
05/25,-6.087316
05/26,-6.190232
05/27,-6.163292
05/28,-6.3038874
05/29,-5.9807496
05/30,-6.229656
05/31,-6.4745317
06/01,-6.696586
06/02,-6.521789
06/03,-6.426995
06/04,-6.6506166
06/05,-6.7797494
06/06,-6.730063
06/07,-6.9359145
06/08,-6.6426797
06/09,-6.6990256
06/10,-6.6791263
06/11,-6.254697
06/12,-6.4704347
06/13,-6.590995
06/14,-6.6702776
06/15,-6.680558
06/16,-6.850677
06/17,-6.946611
06/18,-7.1252637
06/19,-6.948147
06/20,-6.9170227
06/21,-6.9817805
06/22,-6.7894573
06/23,-6.5419436
06/24,-6.769111
06/25,-6.951229
06/26,-6.7492704
06/27,-6.994423
06/28,-6.834712
06/29,-6.987178
06/30,-6.9113717
07/01,-7.065122
07/02,-6.788691
07/03,-6.7965817
07/04,-6.72009
07/05,-6.846097
07/06,-7.1173377
07/07,-7.1630845
07/08,-6.9977875
07/09,-6.906754
07/10,-6.7036753
07/11,-6.7706323
07/12,-6.432953
07/13,-6.7358313
07/14,-6.878194
07/15,-6.9700165
07/16,-7.0062537
07/17,-6.95017
07/18,-7.2898912
07/19,-7.2236786
07/20,-7.1558266
07/21,-7.0759463
07/22,-7.3455243
07/23,-7.3408465
07/24,-7.278871
07/25,-7.1592927
07/26,-6.9192443
07/27,-7.012503
07/28,-7.182983
07/29,-7.325307
07/30,-7.341827
07/31,-7.598133
08/01,-7.559887
08/02,-7.5675592
08/03,-7.383588
08/04,-7.4331183
08/05,-7.5816545
08/06,-7.3946366
08/07,-7.120212
08/08,-6.8412123
08/09,-7.0554576
08/10,-6.988771
08/11,-7.0849557
08/12,-7.035207
08/13,-6.913059
08/14,-6.715915
08/15,-6.6180344
08/16,-6.701757
08/17,-6.8784227
08/18,-6.9474115
08/19,-6.9736695
08/20,-7.0630097
