time,uwind
01/01,-6.585587
01/02,-6.3537693
01/03,-6.204109
01/04,-6.0714064
01/05,-6.672399
01/06,-6.4002533
01/07,-6.297538
01/08,-6.7392783
01/09,-6.766308
01/10,-6.4154167
01/11,-6.556383
01/12,-6.4026747
01/13,-6.135617
01/14,-6.365167
01/15,-6.339672
01/16,-6.396964
01/17,-6.4062195
01/18,-6.486542
01/19,-6.825476
01/20,-6.5740285
01/21,-6.1318026
01/22,-6.5914655
01/23,-7.286966
01/24,-7.021756
01/25,-7.0787425
01/26,-6.8408933
01/27,-7.0563126
01/28,-6.474957
01/29,-6.464767
01/30,-6.5535045
01/31,-6.4082975
02/01,-6.584545
02/02,-6.9455047
02/03,-6.788095
02/04,-6.632265
02/05,-6.4767528
02/06,-6.48385
02/07,-6.3051033
02/08,-6.289951
02/09,-6.4453773
02/10,-6.614678
02/11,-6.071014
02/12,-6.094089
02/13,-6.55042
02/14,-6.570077
02/15,-6.25062
02/16,-6.4004197
02/17,-6.123153
02/18,-6.1204343
02/19,-6.3275943
02/20,-6.313475
02/21,-6.5190363
02/22,-6.5688863
02/23,-6.0634303
02/24,-6.3768764
02/25,-6.5904155
02/26,-6.310181
02/27,-6.322262
02/28,-6.4436646
02/29,-6.8363066
03/01,-6.3948255
03/02,-6.534503
03/03,-6.370324
03/04,-6.0357575
03/05,-6.132566
03/06,-5.773749
03/07,-5.4888015
03/08,-6.12874
03/09,-6.2441278
03/10,-6.470726
03/11,-6.563748
03/12,-6.46067
03/13,-6.0581555
03/14,-6.1483397
03/15,-6.1483917
03/16,-6.2301307
03/17,-5.8541446
03/18,-5.820278
03/19,-5.6997857
03/20,-5.298452
03/21,-5.7516513
03/22,-5.689873
03/23,-5.3560166
03/24,-5.4391704
03/25,-5.7706294
03/26,-5.977574
03/27,-5.9510016
03/28,-6.2897406
03/29,-6.6323686
03/30,-6.3348002
03/31,-6.357167
04/01,-6.082513
04/02,-6.2103186
04/03,-5.986948
04/04,-5.8332405
04/05,-5.8511353
04/06,-5.3874445
04/07,-5.749974
04/08,-5.456547
04/09,-5.5375104
04/10,-5.726332
04/11,-5.7020044
04/12,-5.750008
04/13,-6.0729847
04/14,-6.2426605
04/15,-6.5877075
04/16,-6.792134
04/17,-6.691324
04/18,-6.564526
04/19,-6.7494335
04/20,-6.259814
04/21,-6.0939755
04/22,-5.4344525
04/23,-5.8592315
04/24,-5.5663548
04/25,-5.860713
04/26,-5.6199617
04/27,-5.7844777
04/28,-5.936297
04/29,-6.1601443
04/30,-6.219436
05/01,-6.2718186
05/02,-6.442357
05/03,-6.227547
05/04,-6.0226607
05/05,-6.5675664
05/06,-6.4513125
05/07,-6.145882
05/08,-5.7082896
05/09,-5.7434783
05/10,-5.7739735
05/11,-5.4094534
05/12,-5.5447884
05/13,-5.962936
05/14,-5.423645
05/15,-5.275817
05/16,-5.2514086
05/17,-5.2049384
05/18,-5.353703
05/19,-5.193322
05/20,-5.21158
05/21,-4.864685
05/22,-5.376801
05/23,-5.683274
05/24,-5.31292
05/25,-5.4778337
05/26,-5.3814087
05/27,-5.006137
05/28,-5.145661
05/29,-5.349714
05/30,-5.405286
05/31,-5.561755
06/01,-5.581162
06/02,-5.5768523
06/03,-5.8525343
06/04,-5.3187475
06/05,-5.6166635
06/06,-5.950951
06/07,-6.0376678
06/08,-6.2222095
06/09,-5.851086
06/10,-5.2559414
06/11,-5.4181437
06/12,-5.6059422
06/13,-5.5137935
06/14,-5.2462964
06/15,-5.312781
06/16,-5.5370746
06/17,-4.7912726
06/18,-5.0039797
06/19,-4.7063994
06/20,-4.171614
06/21,-3.5221484
06/22,-4.3755245
06/23,-4.991672
06/24,-5.1090555
06/25,-4.244602
06/26,-4.07954
06/27,-4.4886985
06/28,-4.206106
06/29,-3.7030573
06/30,-3.5534093
07/01,-3.4285777
07/02,-3.6201994
07/03,-3.1808305
07/04,-2.8799798
07/05,-3.5782144
07/06,-4.1286983
07/07,-3.8230474
07/08,-2.8406725
07/09,-3.597885
07/10,-3.0218186
07/11,-3.5743623
07/12,-3.1519578
07/13,-3.0370805
07/14,-3.7121658
07/15,-3.3744316
07/16,-3.540161
07/17,-3.519937
07/18,-3.211477
07/19,-3.30618
07/20,-2.827536
07/21,-3.2388358
07/22,-3.5513217
07/23,-3.4650786
07/24,-3.152733
07/25,-2.7703135
07/26,-3.1878762
07/27,-3.0935144
07/28,-3.26012
07/29,-2.5805871
07/30,-3.2573445
07/31,-2.3046668
08/01,-3.042269
08/02,-2.7714207
08/03,-2.9306881
08/04,-2.3743312
08/05,-1.633553
08/06,-2.1252673
08/07,-2.8913944
08/08,-1.5457324
08/09,-1.5059676
08/10,-1.2872496
08/11,-1.1779699
08/12,-1.4878376
08/13,-1.5802982
08/14,-1.3535953
08/15,-1.2148618
08/16,-1.6323102
08/17,-2.0500047
08/18,-2.4227877
08/19,-1.8310808
08/20,-1.2452598
08/21,-1.7058105
08/22,-2.0994058
08/23,-1.593204
08/24,-0.8376078
08/25,-1.0739715
08/26,-0.59845984
08/27,-1.2616737
08/28,-0.9408551
08/29,-0.7998574
08/30,-0.6826719
08/31,-0.738167
09/01,-1.6813087
09/02,-0.9389524
09/03,-0.7305395
09/04,-1.0089108
09/05,-0.8608148
09/06,-0.44116282
09/07,-0.19089852
09/08,-0.7069915
09/09,-0.73496526
09/10,-0.6666835
09/11,-0.42105183
09/12,-0.61670923
09/13,-0.7670767
09/14,-0.74288815
09/15,-0.6226797
09/16,-0.2207409
09/17,-0.30129007
09/18,-1.249531
09/19,-0.9259099
09/20,-1.220117
09/21,-0.7625522
09/22,-1.0730981
09/23,-0.6689594
09/24,-1.547963
09/25,-1.8957299
09/26,-2.1042855
09/27,-1.1928952
09/28,-1.3862108
09/29,-0.60503316
09/30,-1.1031605
10/01,-1.0412781
10/02,-1.0500218
10/03,-0.6238682
10/04,-0.6796467
10/05,-0.6954116
10/06,-0.54314697
10/07,-0.6651438
10/08,-0.35019317
10/09,-1.1429366
10/10,-1.5213673
10/11,-0.6858506
10/12,-0.79366213
10/13,-0.75537276
10/14,-0.4175087
10/15,-0.58447057
10/16,-0.9845646
10/17,-1.0806297
10/18,-1.3426971
10/19,-1.7898248
10/20,-2.369782
10/21,-2.8083785
10/22,-2.562401
10/23,-2.6313136
10/24,-2.840418
10/25,-2.360902
10/26,-2.2853792
10/27,-2.129165
10/28,-2.6636622
10/29,-2.825185
10/30,-2.5666707
10/31,-3.438019
11/01,-2.7727315
11/02,-2.7714202
11/03,-3.3713014
11/04,-3.5335293
11/05,-3.8757095
11/06,-3.2893543
11/07,-3.7025864
11/08,-3.4275546
11/09,-3.3862906
11/10,-3.3308353
11/11,-3.4052677
11/12,-3.766537
11/13,-3.614514
11/14,-4.0208774
11/15,-4.0271535
