time,uwind
01/01,-6.3949757
01/02,-5.916406
01/03,-6.063267
01/04,-6.1905556
01/05,-6.2973504
01/06,-6.641167
01/07,-6.43964
01/08,-6.468743
01/09,-6.5370502
01/10,-6.5037994
01/11,-6.4243126
01/12,-6.2522874
01/13,-6.155783
01/14,-6.08616
01/15,-6.3156996
01/16,-6.351941
01/17,-6.333721
01/18,-6.360191
01/19,-6.3704667
01/20,-6.449997
01/21,-6.135812
01/22,-5.878687
01/23,-6.185553
01/24,-6.2406774
01/25,-6.2557178
01/26,-5.971111
01/27,-6.2135124
01/28,-6.52107
01/29,-6.324466
01/30,-6.0314665
01/31,-6.1183653
02/01,-5.9404235
02/02,-6.0514374
02/03,-6.205625
02/04,-5.9696455
02/05,-5.967458
02/06,-5.7292423
02/07,-5.9274364
02/08,-6.166672
02/09,-6.015036
02/10,-6.030529
02/11,-5.7839932
02/12,-5.8522353
02/13,-6.082664
02/14,-5.8612976
02/15,-5.693889
02/16,-5.674063
02/17,-5.754263
02/18,-5.421453
02/19,-5.1397347
02/20,-5.2732787
02/21,-5.2453322
02/22,-5.282724
02/23,-5.166921
02/24,-5.1473756
02/25,-5.427765
02/26,-5.3488173
02/27,-5.274763
02/28,-5.327375
02/29,-5.661921
03/01,-5.578751
03/02,-5.127746
03/03,-5.171231
03/04,-5.1109133
03/05,-5.003713
03/06,-4.970413
03/07,-5.0232034
03/08,-4.72539
03/09,-4.6440406
03/10,-4.082335
03/11,-3.7549953
03/12,-3.7058754
03/13,-3.9543943
03/14,-4.190994
03/15,-4.281012
03/16,-4.195441
03/17,-4.062845
03/18,-3.908575
03/19,-4.810389
03/20,-4.8015656
03/21,-4.7473197
03/22,-4.0827785
03/23,-4.2031918
03/24,-4.128704
03/25,-4.3867598
03/26,-4.502966
03/27,-3.7126527
03/28,-3.7078452
03/29,-3.913134
03/30,-4.166344
03/31,-4.2453766
04/01,-4.1911306
04/02,-4.242899
04/03,-4.2446623
04/04,-4.424564
04/05,-4.458622
04/06,-4.4655957
04/07,-4.252789
04/08,-3.9943173
04/09,-3.858695
04/10,-3.8712945
04/11,-3.4822423
04/12,-3.5176277
04/13,-3.9950256
04/14,-4.2090683
04/15,-3.7547848
04/16,-3.6637785
04/17,-3.926099
04/18,-4.479133
04/19,-4.2001004
04/20,-4.423838
04/21,-4.512199
04/22,-4.610934
04/23,-4.427545
04/24,-4.3990455
04/25,-4.627826
04/26,-4.8651204
04/27,-4.325391
04/28,-4.15343
04/29,-4.6427107
04/30,-4.839946
05/01,-4.833174
05/02,-4.980699
05/03,-5.059272
05/04,-5.2380495
05/05,-5.010221
05/06,-4.932999
05/07,-5.2801967
05/08,-5.5502443
05/09,-5.2371364
05/10,-4.97439
05/11,-5.3622394
05/12,-5.6113405
05/13,-5.369123
05/14,-5.1750054
05/15,-5.0264125
05/16,-4.824937
05/17,-4.7948446
05/18,-4.743556
05/19,-4.664401
05/20,-4.4860287
05/21,-4.655654
05/22,-4.375237
05/23,-4.3443484
05/24,-4.599587
05/25,-5.162583
05/26,-5.0566735
05/27,-5.2448893
05/28,-5.0424876
05/29,-5.0303946
05/30,-5.299598
05/31,-5.4968452
06/01,-5.333486
