time,uwind
01/01,-4.779294
01/02,-4.712453
01/03,-4.601214
01/04,-4.3364215
01/05,-4.398968
01/06,-4.313423
01/07,-4.4463987
01/08,-4.375685
01/09,-4.3501534
01/10,-4.4878902
01/11,-4.672852
01/12,-4.357877
01/13,-4.174727
01/14,-3.9432535
01/15,-3.9213715
01/16,-3.9720948
01/17,-4.048399
01/18,-3.9349318
01/19,-3.8958678
01/20,-3.9388065
01/21,-4.3168583
01/22,-4.448102
01/23,-4.1927943
01/24,-4.3182406
01/25,-4.2497845
01/26,-3.7737143
01/27,-3.6415696
01/28,-3.6435077
01/29,-3.5135229
01/30,-3.6802492
01/31,-3.7106984
02/01,-3.3279972
02/02,-3.5599997
02/03,-3.680497
02/04,-3.426894
02/05,-3.3393626
02/06,-3.5607271
02/07,-3.4695013
02/08,-3.5138633
02/09,-3.6938095
02/10,-3.736356
02/11,-3.5712514
02/12,-3.535662
02/13,-3.4025857
02/14,-3.4934394
02/15,-3.3609107
02/16,-3.299931
02/17,-3.6222672
02/18,-3.5410824
02/19,-3.3804667
02/20,-3.251847
02/21,-3.0836625
02/22,-3.1751127
02/23,-3.0763996
02/24,-2.7618425
02/25,-3.1404202
02/26,-3.316079
02/27,-3.3248618
02/28,-3.101416
02/29,-2.7906642
03/01,-3.0206807
03/02,-3.0545154
03/03,-3.1133547
03/04,-3.178061
03/05,-3.1388035
03/06,-2.652232
03/07,-2.164333
03/08,-2.5715735
03/09,-2.4738882
03/10,-2.5591202
03/11,-2.2665362
03/12,-2.5423667
03/13,-2.8330019
03/14,-2.1757758
03/15,-1.570162
03/16,-1.76157
03/17,-2.2115097
03/18,-1.8948001
03/19,-2.3367558
03/20,-2.6660717
03/21,-2.187933
03/22,-2.1991382
03/23,-2.2123547
03/24,-2.6654372
03/25,-2.4990878
03/26,-2.7023923
03/27,-2.0779219
03/28,-2.2324924
03/29,-2.4601567
03/30,-2.2721968
03/31,-2.699494
04/01,-3.6264496
04/02,-3.456431
04/03,-3.0767512
04/04,-3.1924176
04/05,-3.3791668
04/06,-3.3303702
04/07,-3.1297863
04/08,-3.3676252
04/09,-3.1276433
04/10,-2.8618104
04/11,-2.3687224
04/12,-2.3419943
04/13,-3.173405
04/14,-3.2531586
04/15,-3.2919462
04/16,-3.7660108
04/17,-3.8878088
04/18,-4.0018353
04/19,-4.1107397
04/20,-3.6747568
04/21,-3.662733
04/22,-3.766211
04/23,-3.7361407
04/24,-3.6534448
04/25,-3.3882554
04/26,-3.523218
04/27,-3.9063644
04/28,-4.1581907
04/29,-4.2728887
04/30,-3.7438395
05/01,-3.868006
05/02,-4.1833797
05/03,-4.115072
05/04,-3.9119742
05/05,-3.8166268
05/06,-3.9735794
05/07,-4.2497954
05/08,-4.1303506
05/09,-4.4464617
05/10,-4.778625
05/11,-4.805241
05/12,-4.711623
05/13,-4.8834248
05/14,-4.727574
05/15,-4.986063
05/16,-4.253962
05/17,-4.384572
05/18,-4.647623
05/19,-4.5140715
05/20,-4.403813
05/21,-4.6245723
05/22,-4.7297297
05/23,-4.467895
05/24,-4.4621944
05/25,-4.60462
05/26,-4.7496023
05/27,-4.6985517
05/28,-4.515204
05/29,-4.4846983
05/30,-4.6920147
05/31,-4.6226273
06/01,-4.8697367
06/02,-4.940967
06/03,-4.7402515
06/04,-4.6239414
06/05,-4.8038244
06/06,-4.9839425
06/07,-5.002021
06/08,-4.7817693
06/09,-4.8462253
06/10,-4.78101
06/11,-4.603236
06/12,-4.849102
06/13,-4.802756
06/14,-4.7646174
06/15,-4.9171066
06/16,-4.799729
06/17,-4.936491
06/18,-5.054186
06/19,-5.2141623
06/20,-5.3599997
06/21,-5.129188
06/22,-5.017093
06/23,-4.832959
06/24,-5.113757
06/25,-4.8886576
06/26,-4.675212
06/27,-4.846349
06/28,-4.7148275
06/29,-4.939169
06/30,-5.1998043
07/01,-5.1085014
07/02,-5.059477
07/03,-5.0185833
07/04,-4.723352
07/05,-4.7873454
07/06,-5.160124
07/07,-5.3583455
07/08,-5.4975824
07/09,-5.5640497
07/10,-5.479602
07/11,-5.002378
07/12,-5.2313333
07/13,-5.376297
07/14,-5.4150057
07/15,-5.3261323
07/16,-5.244462
07/17,-5.445149
07/18,-5.7844815
07/19,-5.3172255
07/20,-5.0773473
07/21,-4.8508286
07/22,-5.3251104
07/23,-5.5743823
07/24,-5.4416547
07/25,-5.3225527
07/26,-5.173714
07/27,-5.0280166
07/28,-5.120939
07/29,-5.2129884
07/30,-5.0105734
07/31,-4.9515185
08/01,-4.874766
08/02,-4.8326306
08/03,-5.087182
08/04,-5.053136
08/05,-5.088458
08/06,-5.0394683
08/07,-4.7532144
08/08,-4.5936847
08/09,-4.719378
08/10,-5.036819
08/11,-4.887557
08/12,-5.0213513
08/13,-4.9034357
08/14,-4.896341
08/15,-4.617349
08/16,-4.8076835
08/17,-5.142275
08/18,-5.0581455
08/19,-4.9336042
08/20,-4.692294
08/21,-4.8962846
08/22,-4.869004
08/23,-4.687636
08/24,-4.780932
08/25,-4.944935
08/26,-4.9966435
08/27,-5.0979567
08/28,-4.8030586
08/29,-4.7767797
08/30,-4.5376368
08/31,-4.8048835
09/01,-5.0406685
09/02,-4.8427353
09/03,-4.768283
09/04,-4.793003
09/05,-4.842495
09/06,-5.122011
09/07,-4.9659142
09/08,-4.874532
09/09,-4.8951497
09/10,-4.871713
09/11,-4.8237114
09/12,-4.9608355
09/13,-4.925871
09/14,-4.9668765
09/15,-4.849902
09/16,-5.1281238
09/17,-5.275305
09/18,-4.8615346
09/19,-4.5994735
09/20,-4.8150673
09/21,-4.8773565
09/22,-4.6498585
09/23,-4.540127
09/24,-4.778613
09/25,-4.9413753
09/26,-4.899956
09/27,-5.0870304
09/28,-5.1255617
09/29,-4.754708
09/30,-4.861994
10/01,-4.959026
10/02,-4.88286
10/03,-4.822043
10/04,-4.8602543
10/05,-4.86713
10/06,-4.8409934
10/07,-4.951611
10/08,-4.9998245
10/09,-5.1574206
10/10,-4.9801955
10/11,-4.940205
10/12,-5.1151857
10/13,-5.1212335
10/14,-5.0998864
10/15,-5.0764484
10/16,-4.838318
10/17,-4.982885
10/18,-5.101976
10/19,-4.7899094
10/20,-4.687623
10/21,-4.636384
10/22,-4.8402305
10/23,-5.069295
10/24,-5.0704446
10/25,-4.9468985
10/26,-4.8070436
10/27,-4.775574
10/28,-5.178448
10/29,-4.9552298
10/30,-4.853983
10/31,-4.8904405
11/01,-4.7633367
11/02,-4.6478615
11/03,-5.0226254
11/04,-5.0150466
11/05,-5.196575
11/06,-5.230389
11/07,-5.261159
11/08,-5.309967
11/09,-5.221055
11/10,-5.15043
11/11,-5.429554
11/12,-5.3780518
11/13,-5.007397
11/14,-5.1598396
11/15,-5.090053
11/16,-4.8573937
11/17,-5.003361
11/18,-5.086219
11/19,-5.2458396
11/20,-4.701566
11/21,-4.8034563
11/22,-4.9180317
11/23,-5.067465
11/24,-4.9781
11/25,-5.144039
11/26,-5.298425
11/27,-4.830155
11/28,-4.5764885
11/29,-4.9449134
11/30,-4.8812675
12/01,-4.978617
12/02,-4.9622893
12/03,-4.7808986
12/04,-5.15237
12/05,-5.14836
12/06,-4.686909
12/07,-4.484321
12/08,-4.764503
12/09,-4.9572983
12/10,-4.8259478
12/11,-4.6959395
12/12,-4.7003713
12/13,-4.706606
12/14,-4.7471046
12/15,-4.6682286
12/16,-4.4508986
12/17,-4.7589836
12/18,-4.808606
12/19,-4.624118
12/20,-4.543065
12/21,-4.811166
12/22,-4.9944816
12/23,-4.461822
12/24,-4.2994137
12/25,-4.4453034
12/26,-4.499059
12/27,-4.7512426
12/28,-4.60556
12/29,-4.6702905
12/30,-4.7417173
12/31,-4.589079
