time,uwind
01/01,-5.9692307
01/02,-5.8615384
01/03,-5.707692
01/04,-5.446154
01/05,-5.6153846
01/06,-5.4923077
01/07,-5.353846
01/08,-5.1916666
01/09,-4.646154
01/10,-4.8
01/11,-4.8615384
01/12,-5.4692307
01/13,-5.476923
01/14,-5.1769233
01/15,-4.866667
01/16,-5.1538463
01/17,-4.792857
01/18,-5.2214284
01/19,-5.164286
01/20,-5.2357144
01/21,-5.246154
01/22,-5.476923
01/23,-5.484616
01/24,-5.715385
01/25,-5.869231
01/26,-5.553846
01/27,-5.215385
01/28,-5.423077
01/29,-5.146154
01/30,-5.369231
01/31,-4.730769
02/01,-4.423077
02/02,-4.769231
02/03,-4.476923
02/04,-5.1846156
02/05,-4.8615384
02/06,-4.746154
02/07,-4.976923
02/08,-4.5461535
02/09,-4.2
02/10,-3.6714284
02/11,-4.707143
02/12,-5.357143
02/13,-5.9
02/14,-5.571429
02/15,-6.1285715
02/16,-5.7785716
02/17,-6.107143
02/18,-5.7785716
02/19,-5.785714
02/20,-6.0285716
02/21,-6.4071426
02/22,-5.9071426
02/23,-5.35
02/24,-5.3785715
02/25,-5.464286
02/26,-5.035714
02/27,-5.2357144
02/28,-4.9928575
02/29,-6.7
03/01,-5.714286
03/02,-4.221429
03/03,-3.7142856
03/04,-4.823077
03/05,-5.9714284
03/06,-5.6857142
03/07,-4.6357145
03/08,-4.0923076
03/09,-4.3285713
03/10,-4.6
03/11,-4.7428575
03/12,-4.9928575
03/13,-4.792857
03/14,-4.6857142
03/15,-4.542857
03/16,-4.4785714
03/17,-3.8785713
03/18,-4.2785716
03/19,-4.7214284
03/20,-4.407143
03/21,-4.785714
03/22,-4.9857144
03/23,-4.821429
03/24,-5.0
03/25,-5.2
03/26,-4.6846156
03/27,-4.857143
03/28,-4.157143
03/29,-3.9285715
03/30,-3.9928572
03/31,-3.4285715
04/01,-2.8500001
04/02,-3.3500001
04/03,-3.257143
04/04,-3.2642858
04/05,-3.2571428
04/06,-3.6499999
04/07,-4.1357145
04/08,-4.2357144
04/09,-4.2642856
04/10,-4.142857
04/11,-5.0285716
04/12,-4.964286
04/13,-4.6714287
04/14,-4.285714
04/15,-4.4466662
04/16,-4.7357144
04/17,-4.5466666
04/18,-4.4066668
04/19,-4.64
04/20,-4.4666667
04/21,-4.713333
04/22,-4.64
04/23,-4.8466663
04/24,-4.96
04/25,-4.733333
04/26,-4.5133333
04/27,-3.3
04/28,-3.0
04/29,-2.5933335
04/30,-3.0
05/01,-2.6866667
05/02,-2.3
05/03,-1.0666667
05/04,-1.7466666
05/05,-1.5066667
05/06,-1.9266666
05/07,-1.7142857
05/08,-1.7357142
05/09,-2.2461538
05/10,-2.2285714
05/11,-2.7785716
05/12,-3.4214287
05/13,-3.5071428
05/14,-3.857143
05/15,-3.5714285
05/16,-2.0714285
05/17,-0.071428604
05/18,-0.69285715
05/19,-0.64285713
05/20,0.2357143
05/21,-0.17857148
05/22,-0.58571434
05/23,-0.70714283
05/24,-0.61428565
05/25,-1.4142858
05/26,-2.0461538
05/27,-1.6692307
05/28,-2.4153848
05/29,-1.7
05/30,-1.4307692
05/31,-1.5153847
06/01,-0.8000001
06/02,-1.1615385
06/03,-2.1285715
06/04,-2.1214287
06/05,-1.9285715
06/06,-1.4428571
06/07,-1.9142858
06/08,-2.5214286
06/09,-1.9785715
06/10,-2.707143
06/11,-2.5571427
06/12,-2.676923
06/13,-2.4230769
06/14,-2.4333334
06/15,-2.2153845
06/16,-2.2615385
06/17,-1.6307693
06/18,-1.4461538
06/19,-1.4000001
06/20,-1.5384616
06/21,-1.246154
06/22,-1.6615385
06/23,-1.8461539
06/24,-0.66923076
06/25,-0.6615385
06/26,0.42307693
06/27,0.6846154
06/28,0.33076924
06/29,0.26153845
06/30,0.29999998
07/01,0.17692307
07/02,-0.625
07/03,0.3846154
07/04,0.8000001
07/05,1.4538461
07/06,1.2846154
07/07,1.7714285
07/08,2.5571427
07/09,2.0928571
07/10,1.7785714
07/11,1.2076923
07/12,0.6928572
07/13,0.37857136
07/14,0.90000004
07/15,0.46153837
07/16,0.5230769
07/17,-0.37692308
07/18,0.46923083
07/19,1.1
07/20,1.1615384
07/21,1.5692308
07/22,2.6615386
07/23,2.3428571
07/24,1.6928571
07/25,1.8000001
07/26,3.0285714
07/27,3.107143
07/28,3.3999999
07/29,2.9214284
07/30,3.1571429
07/31,3.142857
08/01,2.542857
08/02,1.8714286
08/03,2.5
08/04,2.8714287
08/05,3.2857144
08/06,3.2
08/07,2.75
08/08,2.7214284
08/09,2.3
08/10,2.392857
08/11,2.3285713
08/12,2.1714287
08/13,2.0642858
08/14,2.0357144
08/15,1.8
08/16,1.8285713
08/17,2.0285714
08/18,2.0615385
08/19,2.6714287
08/20,2.7076924
08/21,2.2714286
08/22,2.057143
08/23,2.375
08/24,2.876923
08/25,2.1846154
08/26,2.0214286
08/27,2.3142858
08/28,2.5153847
08/29,2.5769231
08/30,2.7384615
08/31,2.0769231
09/01,2.0153847
09/02,2.5538461
09/03,2.5615385
09/04,1.9846154
09/05,1.9230769
09/06,2.4384615
09/07,2.2538462
09/08,2.0076923
09/09,2.2461538
09/10,2.776923
09/11,3.1357143
09/12,1.5642859
09/13,2.0428572
09/14,1.6928571
09/15,2.1
09/16,2.4357145
09/17,2.3285713
09/18,2.9285715
09/19,3.1142857
09/20,2.8
09/21,2.7285714
09/22,3.0142858
09/23,3.507143
09/24,3.2357142
09/25,2.5642858
09/26,2.9769232
09/27,3.1571429
09/28,3.3214285
09/29,3.7533333
09/30,3.84
10/01,3.2599998
10/02,2.5600002
10/03,2.5333333
10/04,1.9666667
10/05,1.7533333
10/06,1.7466667
10/07,2.3066666
10/08,2.88
10/09,2.6266665
10/10,2.7666667
10/11,3.2285714
10/12,1.5928571
10/13,0.58571434
10/14,0.09285712
10/15,1.6214285
10/16,1.3142856
10/17,2.142857
10/18,1.1928571
10/19,0.72857136
10/20,1.05
10/21,1.2307693
10/22,1.2230769
10/23,0.75
10/24,-0.057142902
10/25,0.22142859
10/26,0.85
10/27,0.06428573
10/28,0.25
10/29,-0.51428574
10/30,-1.4071429
10/31,-1.5999999
11/01,-1.5733334
11/02,-1.7214286
11/03,-1.1666666
11/04,-1.6933333
11/05,-2.18
11/06,-2.0071428
11/07,-1.0
11/08,-1.5500001
11/09,-1.4923077
11/10,-2.1
11/11,-2.2153845
11/12,-2.853846
11/13,-3.1
11/14,-2.8384616
11/15,-3.2692308
11/16,-3.4769232
11/17,-3.5461538
11/18,-3.0769231
11/19,-2.8
11/20,-2.3833334
11/21,-2.7307692
11/22,-1.746154
11/23,-1.9769231
11/24,-2.723077
11/25,-3.2538462
11/26,-2.353846
11/27,-1.2083334
11/28,-1.8000001
11/29,-2.1583333
11/30,-3.0833333
12/01,-3.3083334
12/02,-3.55
12/03,-3.6083333
12/04,-4.3166666
12/05,-3.6928573
12/06,-4.123077
