time,uwind
01/01,-4.2992687
01/02,-4.0927644
01/03,-4.3993444
01/04,-4.376653
01/05,-4.4324226
01/06,-5.085587
01/07,-5.006874
01/08,-4.8700824
01/09,-4.9555025
01/10,-4.805987
01/11,-4.9355645
01/12,-4.594163
01/13,-4.8046536
01/14,-4.8891525
01/15,-5.1047063
01/16,-5.3506026
01/17,-4.9453177
01/18,-5.1102304
01/19,-5.509472
01/20,-5.6554484
01/21,-5.6213613
01/22,-5.8177032
01/23,-5.578074
01/24,-5.3102403
01/25,-4.8564677
01/26,-4.9253116
01/27,-5.165986
01/28,-5.477687
01/29,-5.5499954
01/30,-5.218737
01/31,-5.487775
02/01,-4.991538
02/02,-5.1066437
02/03,-5.19147
02/04,-5.0640078
02/05,-5.174333
02/06,-5.6212754
02/07,-5.562462
02/08,-5.12832
02/09,-5.0107865
02/10,-5.0796595
02/11,-5.1105647
02/12,-4.937678
02/13,-5.348782
02/14,-5.3016443
02/15,-5.6939225
02/16,-5.934902
02/17,-5.8292503
02/18,-5.485448
02/19,-5.4312057
02/20,-5.5988774
02/21,-5.4337716
02/22,-5.543157
02/23,-5.3639994
02/24,-5.569057
02/25,-5.6572337
02/26,-5.174334
02/27,-5.1490464
02/28,-5.3402247
02/29,-6.2412753
03/01,-5.757295
03/02,-5.9844065
03/03,-5.9284577
03/04,-5.4822373
03/05,-4.966881
03/06,-5.622996
03/07,-5.7989845
03/08,-5.6622252
03/09,-5.7893753
03/10,-5.333996
03/11,-5.2710576
03/12,-5.5081496
03/13,-5.875661
03/14,-5.5232973
03/15,-5.323562
03/16,-5.4048953
03/17,-5.5818615
03/18,-5.453447
03/19,-5.346048
03/20,-5.3976035
03/21,-5.299927
03/22,-5.5669074
03/23,-5.6691685
03/24,-5.8227673
03/25,-5.757578
03/26,-5.272205
03/27,-5.101839
03/28,-5.0532694
03/29,-4.992181
03/30,-5.2237496
03/31,-5.4687433
04/01,-5.072821
04/02,-5.31438
04/03,-5.2933164
04/04,-5.4167185
04/05,-5.4259057
04/06,-5.1704397
04/07,-5.2677255
04/08,-5.4407454
04/09,-5.3537493
04/10,-5.247539
04/11,-5.216828
04/12,-5.25222
04/13,-5.082371
04/14,-4.927833
04/15,-4.936669
04/16,-4.8897605
04/17,-5.135971
04/18,-5.3301578
04/19,-5.4000163
04/20,-5.3684216
04/21,-4.5705786
04/22,-4.632034
04/23,-4.0361443
04/24,-4.8509607
04/25,-4.610621
04/26,-4.5287304
04/27,-4.674434
04/28,-4.294442
04/29,-4.4601536
04/30,-4.4701424
05/01,-4.5005426
05/02,-4.452584
05/03,-4.1305375
05/04,-4.383407
05/05,-4.4876814
05/06,-4.4252024
05/07,-4.4071856
05/08,-4.192157
05/09,-4.220574
05/10,-3.699251
05/11,-3.9777062
05/12,-4.1257796
05/13,-3.8351743
05/14,-3.7106404
05/15,-3.4703288
05/16,-3.1692042
05/17,-3.204908
05/18,-3.59281
05/19,-3.3942642
05/20,-3.3124442
05/21,-2.8088777
05/22,-2.656055
05/23,-2.4970267
05/24,-2.2652893
05/25,-3.1287856
05/26,-3.1260784
05/27,-2.4981542
05/28,-2.2991498
05/29,-2.6096606
05/30,-3.3564298
05/31,-3.245424
06/01,-2.7227135
06/02,-2.6656156
06/03,-2.601998
06/04,-3.279442
06/05,-3.1807976
06/06,-2.9590943
06/07,-3.1520917
06/08,-3.4225147
06/09,-3.5671344
06/10,-2.991882
06/11,-2.9036717
06/12,-2.8179321
06/13,-3.409
06/14,-3.1517193
06/15,-2.707527
06/16,-3.1666481
06/17,-3.507791
06/18,-3.6041203
06/19,-3.5527983
06/20,-3.1445262
06/21,-2.6466944
06/22,-2.9403934
06/23,-2.838623
06/24,-3.2022436
06/25,-3.491567
06/26,-3.5944917
06/27,-3.3937664
06/28,-3.4347372
06/29,-3.5358145
06/30,-3.532857
07/01,-3.0800493
07/02,-2.928134
07/03,-2.9620755
07/04,-2.7829762
07/05,-2.729192
07/06,-3.0355089
07/07,-2.6923378
07/08,-2.690755
07/09,-3.3788235
07/10,-3.551624
07/11,-3.4234002
07/12,-3.0650272
07/13,-2.510544
07/14,-2.665056
07/15,-2.1594236
07/16,-2.1726534
07/17,-3.0598202
07/18,-3.426008
07/19,-3.7725847
07/20,-4.08092
07/21,-4.4901295
07/22,-4.2401533
07/23,-3.9260828
07/24,-3.5508578
07/25,-3.4905002
07/26,-3.852328
07/27,-4.051951
07/28,-4.029884
07/29,-4.483919
07/30,-4.4511075
07/31,-4.06638
08/01,-4.3262887
08/02,-4.5695114
08/03,-4.295958
08/04,-3.892678
08/05,-3.9471598
08/06,-4.0852876
08/07,-3.8795826
08/08,-3.4815338
08/09,-3.8617287
08/10,-3.8558142
08/11,-3.7483568
08/12,-3.7337978
08/13,-3.232135
08/14,-2.8960817
08/15,-3.3030674
08/16,-3.717317
08/17,-3.5701156
08/18,-2.980229
08/19,-3.3082082
08/20,-3.0754054
08/21,-3.832806
08/22,-4.0053973
08/23,-3.398714
08/24,-3.383872
08/25,-2.9100313
08/26,-2.844301
08/27,-3.369406
08/28,-3.698746
08/29,-3.9215622
08/30,-3.5318596
08/31,-3.1919525
09/01,-3.025428
09/02,-3.0449696
09/03,-3.200806
09/04,-3.2067783
09/05,-2.7895098
09/06,-2.5543962
09/07,-2.8762374
09/08,-3.243368
09/09,-3.1819668
09/10,-3.0376759
09/11,-3.0934534
09/12,-3.169938
09/13,-3.015908
09/14,-2.6358962
09/15,-2.266089
09/16,-2.4874914
09/17,-2.2459402
09/18,-2.7602007
09/19,-2.9583092
09/20,-2.9187155
09/21,-2.9510462
09/22,-2.8811746
09/23,-3.3022518
09/24,-3.549404
09/25,-3.7949038
09/26,-3.2234168
09/27,-3.6184123
09/28,-3.4859872
09/29,-3.2554314
09/30,-3.0581117
10/01,-3.1937113
10/02,-3.0971544
10/03,-2.7573016
10/04,-2.8469052
10/05,-2.9628108
10/06,-3.2566035
10/07,-2.8216078
10/08,-2.6737168
10/09,-3.2980568
10/10,-3.438557
10/11,-3.2876248
10/12,-3.5456715
10/13,-3.2426832
10/14,-3.262218
10/15,-3.126299
10/16,-3.3790524
10/17,-2.9929872
10/18,-3.0518384
10/19,-3.4454978
10/20,-3.2361236
10/21,-3.0485952
10/22,-3.0972621
10/23,-3.2190776
10/24,-3.2477574
10/25,-3.1315043
10/26,-3.1527607
10/27,-3.1659036
10/28,-3.3696358
10/29,-3.3685446
10/30,-3.0575528
10/31,-2.5659215
11/01,-2.9368954
11/02,-3.3973253
11/03,-3.5067246
11/04,-3.470348
11/05,-3.1820042
11/06,-3.3038971
11/07,-3.7436824
11/08,-4.007755
11/09,-3.478551
11/10,-3.2146947
11/11,-2.7516685
11/12,-3.0879083
11/13,-3.151502
11/14,-3.5355272
11/15,-3.5146027
11/16,-3.8321176
11/17,-4.144717
11/18,-4.3779817
11/19,-4.337673
11/20,-3.9770553
11/21,-3.7309287
11/22,-3.8466713
11/23,-3.9904687
11/24,-4.3587837
11/25,-3.9171631
11/26,-3.90179
11/27,-4.114297
11/28,-3.7445357
11/29,-3.510702
11/30,-3.4041739
12/01,-3.9837487
12/02,-4.0969048
12/03,-3.8838036
12/04,-3.9732852
12/05,-3.927591
12/06,-4.543965
12/07,-5.0001087
12/08,-4.6580663
12/09,-4.1699657
12/10,-4.312
12/11,-4.6017113
12/12,-4.8412957
12/13,-5.1934624
12/14,-5.0388403
12/15,-4.545155
12/16,-4.5245633
12/17,-4.672995
12/18,-4.7104125
12/19,-5.0621705
12/20,-4.8065877
12/21,-4.8272095
12/22,-4.6377854
12/23,-4.731128
12/24,-4.544646
12/25,-4.392991
12/26,-4.758241
12/27,-4.6746144
12/28,-5.0377707
12/29,-5.0659666
12/30,-5.203049
12/31,-4.7847733
