time,uwind
01/01,-1.3632245
01/02,-1.2327815
01/03,-0.79145426
01/04,-0.41304365
01/05,-0.94784033
01/06,-0.909211
01/07,-1.3861976
01/08,-1.8048799
01/09,-1.2133384
01/10,-1.2161986
01/11,-2.1462522
01/12,-1.5417315
01/13,-1.2876908
01/14,-1.3768387
01/15,-1.7212343
01/16,-2.121002
01/17,-2.1572118
01/18,-1.8137821
01/19,-2.4811432
01/20,-2.6863515
01/21,-2.6712933
01/22,-1.9147264
01/23,-1.8133708
01/24,-1.5869521
01/25,-2.2678075
01/26,-1.7553688
01/27,-1.7636415
01/28,-2.467868
01/29,-2.7166646
01/30,-2.1895764
01/31,-2.2202084
02/01,-2.4416375
02/02,-2.734782
02/03,-2.3314533
02/04,-2.267081
02/05,-2.272533
02/06,-3.349773
02/07,-2.6625571
02/08,-3.353435
02/09,-2.9341316
02/10,-2.8741953
02/11,-2.607108
02/12,-2.5016286
02/13,-2.4102278
02/14,-2.3245513
02/15,-2.334115
02/16,-2.4192421
02/17,-2.2823012
02/18,-2.4783173
02/19,-2.835295
02/20,-2.96146
02/21,-2.9226265
02/22,-2.8184588
02/23,-2.164931
02/24,-2.2107058
02/25,-2.9616868
02/26,-2.740386
02/27,-2.8904574
02/28,-3.323101
02/29,-3.7487643
03/01,-2.823244
03/02,-2.675803
03/03,-2.8372748
03/04,-2.5209978
03/05,-2.1443608
03/06,-1.9108119
03/07,-2.6304643
03/08,-2.3038666
03/09,-2.137531
03/10,-2.0739849
03/11,-2.3245099
03/12,-3.6995113
03/13,-3.626591
03/14,-3.2936046
03/15,-3.5111125
03/16,-3.5712636
03/17,-3.68431
03/18,-3.4265733
03/19,-3.197231
03/20,-3.0479116
03/21,-3.1785645
03/22,-4.0243936
03/23,-3.2741904
03/24,-2.912234
03/25,-2.429305
03/26,-2.6093879
03/27,-2.4575036
03/28,-3.0232704
03/29,-2.9968612
03/30,-2.6344802
03/31,-2.6641734
04/01,-2.7007697
04/02,-2.7513037
04/03,-2.739233
04/04,-2.9183724
04/05,-2.3987958
04/06,-2.3685758
04/07,-2.8312132
04/08,-2.858999
04/09,-3.1270688
04/10,-2.5256765
04/11,-2.8824704
04/12,-2.8383958
04/13,-2.3833668
04/14,-2.6150768
04/15,-2.3819935
04/16,-2.7060568
04/17,-2.4453218
04/18,-2.6239417
04/19,-2.7592747
04/20,-2.34523
04/21,-2.8066251
04/22,-3.0311594
04/23,-2.6042817
04/24,-2.929156
04/25,-3.0003262
