time,uwind
01/01,-3.344583
01/02,-3.19162
01/03,-2.8042722
01/04,-2.6517804
01/05,-2.7291138
01/06,-1.8404524
01/07,-2.8490846
01/08,-3.148271
01/09,-3.0319097
01/10,-2.470132
01/11,-3.2020998
01/12,-2.8483794
01/13,-2.5698237
01/14,-2.985388
01/15,-3.418526
01/16,-3.4050748
01/17,-3.5515523
01/18,-3.2467468
01/19,-3.4944718
01/20,-3.0529466
01/21,-3.0247912
01/22,-3.055364
01/23,-3.0234637
01/24,-3.2246084
01/25,-3.1826696
01/26,-3.1752656
01/27,-3.1859524
01/28,-3.887537
01/29,-4.705163
01/30,-4.122006
01/31,-4.0258126
02/01,-4.131939
02/02,-4.280815
02/03,-4.1566005
02/04,-4.2923665
02/05,-4.1983094
02/06,-3.8810632
02/07,-3.8094997
02/08,-4.328167
02/09,-4.2822013
02/10,-3.679357
02/11,-3.6710343
02/12,-3.4489021
02/13,-3.4460614
02/14,-3.5261922
02/15,-3.6578712
02/16,-3.1607275
02/17,-2.837288
02/18,-3.5142024
02/19,-3.451433
02/20,-4.049275
02/21,-4.0425982
02/22,-3.7593155
02/23,-3.6060677
02/24,-3.9272375
02/25,-4.124299
02/26,-3.4324498
02/27,-3.4293497
02/28,-3.5529718
02/29,-3.3327527
03/01,-3.5654738
03/02,-3.4320917
03/03,-3.4117033
03/04,-3.7354555
03/05,-3.0526998
03/06,-3.4081569
03/07,-3.432
03/08,-3.1130219
03/09,-2.9890454
03/10,-2.690875
03/11,-3.2374728
03/12,-4.6553326
03/13,-3.8051648
03/14,-4.078418
03/15,-4.535811
03/16,-3.2080808
03/17,-3.4017074
03/18,-3.191201
03/19,-3.0124621
03/20,-3.0971115
03/21,-3.5190814
03/22,-3.216973
03/23,-3.1680079
03/24,-2.6124494
03/25,-2.7531002
03/26,-3.0534966
03/27,-2.643267
03/28,-2.914711
03/29,-3.5929387
03/30,-3.4606128
03/31,-3.5251296
04/01,-3.2354074
04/02,-2.800152
04/03,-3.1087205
04/04,-2.900333
04/05,-2.3502047
04/06,-2.7053945
04/07,-3.1137335
04/08,-3.1322305
04/09,-2.5519133
04/10,-2.1350102
04/11,-2.8219454
04/12,-3.216446
04/13,-2.3468401
04/14,-2.9875405
04/15,-2.2457025
04/16,-2.6697476
04/17,-2.160646
04/18,-2.2836442
04/19,-2.8026114
04/20,-2.6707659
04/21,-2.796767
04/22,-3.2082343
04/23,-3.285752
04/24,-3.1642528
04/25,-3.565904
04/26,-3.2947936
04/27,-3.0461416
04/28,-2.5482976
04/29,-2.5428293
04/30,-3.752335
05/01,-3.2675133
05/02,-2.88845
05/03,-3.1149566
05/04,-3.1045792
05/05,-3.2921271
05/06,-2.9817364
05/07,-2.406819
05/08,-2.6471004
05/09,-2.7256806
05/10,-3.0941305
05/11,-2.9353364
05/12,-2.775427
05/13,-2.665744
05/14,-2.6889439
05/15,-3.0746288
05/16,-3.229112
05/17,-3.1423032
05/18,-2.9370825
05/19,-2.4946826
05/20,-2.498544
05/21,-2.1138234
05/22,-1.9436624
05/23,-1.4836279
05/24,-1.3927482
05/25,-1.7111967
05/26,-1.8103011
05/27,-1.9166927
05/28,-2.3176782
05/29,-2.638588
05/30,-2.3296483
05/31,-2.998012
06/01,-3.0584452
06/02,-2.1570003
06/03,-2.0105646
06/04,-2.6784585
06/05,-2.436305
06/06,-2.147881
06/07,-2.3254058
06/08,-2.4297829
06/09,-2.1709943
06/10,-1.6705121
06/11,-2.4730358
06/12,-3.0181894
06/13,-3.1109061
06/14,-2.691412
06/15,-1.8181442
06/16,-1.738496
06/17,-1.2797832
06/18,-1.2241998
06/19,-0.74847156
06/20,-0.7994625
06/21,-1.2779269
06/22,-1.4681685
06/23,-1.8740277
06/24,-1.6042624
06/25,-1.156152
06/26,-0.6573706
06/27,-0.9360528
06/28,-1.1656029
06/29,-0.6948086
06/30,-0.7752371
07/01,-1.3037469
07/02,-1.4542922
07/03,-1.4608221
07/04,-2.065208
07/05,-2.4458826
07/06,-2.1025639
07/07,-1.4201082
07/08,-1.9495044
07/09,-2.3210213
07/10,-1.6581987
07/11,-1.4094249
07/12,-1.33055
07/13,-0.96544284
07/14,-1.585493
07/15,-1.633566
07/16,-1.869367
07/17,-2.036464
07/18,-2.0507696
07/19,-1.9386007
07/20,-1.6026005
07/21,-1.2230606
07/22,-0.8556387
07/23,-0.9894545
07/24,-1.1043359
07/25,-1.0264763
07/26,-0.8437807
07/27,-0.21420985
07/28,-0.09211025
07/29,-0.4794133
07/30,-1.1932453
07/31,-0.47968566
08/01,-1.1806263
08/02,-1.4068122
08/03,-1.3228613
08/04,-1.1327
08/05,-1.3401456
08/06,-1.0073005
08/07,-0.9047482
08/08,-0.60133713
08/09,-0.6575095
08/10,-1.085475
08/11,-1.3093579
08/12,-1.0743761
08/13,-0.5384239
08/14,-0.19398536
08/15,-0.4790142
08/16,-0.73548317
08/17,-0.983721
08/18,-0.8668709
08/19,-0.72789866
08/20,-0.63086206
08/21,-1.1326034
08/22,-2.2928557
08/23,-2.5377362
08/24,-2.0598736
08/25,-1.8668853
08/26,-1.3511529
08/27,-1.3745366
08/28,-1.487182
08/29,-1.3018576
08/30,-1.1210722
08/31,-1.0233487
09/01,-0.922776
09/02,-0.7775004
09/03,-0.5079781
09/04,-1.0533788
09/05,-1.2818601
09/06,-2.1426337
09/07,-1.9760658
09/08,-1.670869
09/09,-1.1051505
09/10,-0.86219305
09/11,-0.97012204
09/12,-1.5624976
09/13,-1.5555705
09/14,-1.9068826
09/15,-2.2757561
09/16,-2.031962
09/17,-2.0280218
09/18,-1.7856413
09/19,-1.4993918
09/20,-1.1703042
09/21,-1.0602372
09/22,-0.8364183
09/23,-1.3095628
09/24,-2.0320199
09/25,-1.8896306
09/26,-1.9215217
09/27,-1.3257707
09/28,-1.3491919
09/29,-1.5356045
09/30,-2.07663
10/01,-1.7057564
10/02,-1.3071097
10/03,-0.8131684
10/04,-0.81182915
10/05,-0.82738477
10/06,-1.1096262
10/07,-1.4599888
10/08,-0.8854461
10/09,-0.89065087
10/10,-1.7635775
10/11,-1.9296507
10/12,-1.6598972
10/13,-1.2999637
10/14,-0.8965804
10/15,-0.5047036
10/16,-0.9005515
10/17,-1.4581164
10/18,-1.3490578
10/19,-1.724253
10/20,-1.8719302
10/21,-1.8831104
10/22,-2.1734016
10/23,-2.1327305
10/24,-1.6546669
10/25,-1.4393029
10/26,-1.1252556
10/27,-1.3254079
10/28,-1.0987922
10/29,-1.1263543
10/30,-1.3143977
10/31,-1.7728388
11/01,-2.0441506
11/02,-2.3133454
11/03,-2.5175366
11/04,-2.4358053
11/05,-2.367212
11/06,-2.662645
11/07,-2.1549041
11/08,-1.5120131
11/09,-1.1875249
11/10,-0.6987329
11/11,-0.9833068
11/12,-1.2592093
11/13,-0.71696645
11/14,-0.83978534
11/15,-1.310183
11/16,-1.1815873
11/17,-1.8778296
11/18,-1.7554975
11/19,-1.5481807
11/20,-1.8243141
11/21,-2.2072046
11/22,-2.5551207
11/23,-2.146371
11/24,-2.1405213
11/25,-1.4813474
11/26,-1.4360987
11/27,-1.7022887
11/28,-1.5210506
11/29,-1.4951854
11/30,-1.740834
12/01,-1.6702816
12/02,-1.8637905
12/03,-1.2557571
12/04,-1.2365351
12/05,-1.7429075
12/06,-2.1331484
12/07,-1.707521
12/08,-1.6665368
12/09,-1.563124
12/10,-1.4600619
12/11,-0.884599
12/12,-1.23291
12/13,-2.413949
12/14,-2.0042164
12/15,-1.3276875
12/16,-1.6997021
12/17,-2.1522923
12/18,-2.0747087
12/19,-2.1615558
12/20,-2.5124419
12/21,-2.220221
12/22,-2.9606848
12/23,-2.9601405
12/24,-3.2251577
12/25,-3.4131088
12/26,-3.4081192
12/27,-3.2177439
12/28,-2.3628702
12/29,-2.916534
12/30,-2.43916
12/31,-2.982339
