time,iso20
01/01,206.38036
01/02,206.04497
01/03,204.90642
01/04,206.09406
01/05,207.55186
01/06,205.4077
01/07,203.78706
01/08,205.03494
01/09,204.44852
01/10,204.22354
01/11,205.05951
01/12,204.38467
01/13,206.22833
01/14,205.96451
01/15,204.92412
01/16,205.85513
01/17,207.39447
01/18,206.74196
01/19,207.05731
01/20,209.34686
01/21,209.56396
01/22,208.69095
01/23,209.07378
01/24,209.98811
01/25,210.92574
01/26,210.83595
01/27,211.4133
01/28,210.85493
01/29,212.28569
01/30,212.90431
01/31,213.03383
02/01,212.08025
02/02,212.6952
02/03,211.97118
02/04,212.2791
02/05,212.34608
02/06,212.78964
02/07,212.16151
02/08,212.08278
02/09,213.59361
02/10,211.60976
02/11,212.5123
02/12,212.67543
02/13,212.92174
02/14,212.19434
02/15,212.30011
02/16,212.19452
02/17,211.2652
02/18,210.2869
02/19,212.34303
02/20,212.56143
02/21,211.5242
02/22,213.40807
02/23,213.4337
02/24,213.63454
02/25,213.94633
02/26,214.38559
02/27,213.64835
02/28,215.34325
02/29,236.98407
03/01,214.15714
03/02,214.66286
03/03,217.439
03/04,216.98776
03/05,217.11603
03/06,217.71608
03/07,216.0166
03/08,217.39694
03/09,216.56659
03/10,216.66211
03/11,214.59982
03/12,215.99947
03/13,215.0317
03/14,219.35538
03/15,217.00558
03/16,218.35945
03/17,217.4019
03/18,218.26413
03/19,221.31941
03/20,219.27669
03/21,219.12077
03/22,218.43613
03/23,217.36183
03/24,219.68376
03/25,219.14523
03/26,219.52756
03/27,220.4545
03/28,219.8191
03/29,219.20215
03/30,220.17006
03/31,216.86674
04/01,216.39879
04/02,216.62207
04/03,216.81367
04/04,219.49117
04/05,215.4059
04/06,216.05424
04/07,215.90729
04/08,217.64227
04/09,217.34938
04/10,218.31311
04/11,218.0343
04/12,219.18045
04/13,218.65044
04/14,218.89462
04/15,217.36084
04/16,219.23584
04/17,216.11696
04/18,216.34013
04/19,214.96045
04/20,215.32683
04/21,215.0042
04/22,214.52985
04/23,215.15643
04/24,215.61304
04/25,215.57704
04/26,215.44957
04/27,216.45287
04/28,216.47606
04/29,216.78662
04/30,220.07054
05/01,221.68599
05/02,216.51808
05/03,215.61093
05/04,216.31578
05/05,215.82738
05/06,216.62143
05/07,216.45743
05/08,215.89828
05/09,215.57082
05/10,216.12447
05/11,215.6735
05/12,215.33023
05/13,215.98651
05/14,216.61612
05/15,216.1372
05/16,217.19034
05/17,216.50404
05/18,216.7778
05/19,215.9591
05/20,215.69655
05/21,218.6263
05/22,216.0531
05/23,216.22435
05/24,215.33817
05/25,216.44128
05/26,217.3334
05/27,216.4447
05/28,215.89151
05/29,217.46596
05/30,215.93037
05/31,215.94513
06/01,216.03362
06/02,214.96799
06/03,215.2627
06/04,215.44478
06/05,214.03934
06/06,212.90887
06/07,212.56685
06/08,212.21524
06/09,212.16695
06/10,212.90479
06/11,211.7793
06/12,210.45361
06/13,210.993
06/14,210.73561
06/15,210.47386
06/16,209.29045
06/17,209.23235
06/18,208.9997
