time,iso20
01/01,180.86946
01/02,180.2009
01/03,180.96298
01/04,179.06184
01/05,178.66238
01/06,179.7206
01/07,181.76808
01/08,180.99788
01/09,180.47957
01/10,179.06163
01/11,180.13066
01/12,181.51811
01/13,180.33556
01/14,179.3314
01/15,180.48643
01/16,180.55588
01/17,180.91391
01/18,180.82059
01/19,180.28554
01/20,180.48854
01/21,179.46123
01/22,183.48914
01/23,181.8653
01/24,181.98329
01/25,183.35468
01/26,183.64136
01/27,183.26204
01/28,185.10028
01/29,184.06453
01/30,184.8716
01/31,185.60115
02/01,186.76398
02/02,185.74223
02/03,185.86926
02/04,185.13496
02/05,187.60068
02/06,186.22887
02/07,187.32388
02/08,185.31514
02/09,186.09433
02/10,184.84796
02/11,185.46928
02/12,185.8689
02/13,187.23428
02/14,188.03514
02/15,188.91835
02/16,189.4084
02/17,189.74487
02/18,189.9565
02/19,186.25589
02/20,187.07959
02/21,186.16394
02/22,186.99892
02/23,189.93048
02/24,190.5248
02/25,189.97353
02/26,189.89816
02/27,190.29913
02/28,189.62865
02/29,194.46077
03/01,190.84358
03/02,191.04387
03/03,190.69313
03/04,191.34273
03/05,191.0626
03/06,190.73018
03/07,189.0241
03/08,190.73503
03/09,190.63568
03/10,191.58162
03/11,193.0368
03/12,192.96606
03/13,192.52892
03/14,191.8682
03/15,192.31055
03/16,194.21698
03/17,192.36244
03/18,194.60443
03/19,192.9064
03/20,193.38168
03/21,193.04936
03/22,194.42157
03/23,194.49754
03/24,194.2256
03/25,195.31566
03/26,193.90373
03/27,193.23654
03/28,195.14124
03/29,195.20901
03/30,192.87283
03/31,192.43027
04/01,192.59433
04/02,190.46008
04/03,189.32425
04/04,189.16878
04/05,190.8569
04/06,191.35428
04/07,191.41415
04/08,191.97249
04/09,191.52843
04/10,190.74629
04/11,189.90842
04/12,190.35754
04/13,191.428
04/14,192.7161
04/15,190.5686
04/16,190.9347
04/17,191.26102
04/18,191.9223
04/19,189.3387
04/20,188.14362
04/21,190.07298
04/22,189.85658
04/23,187.3867
04/24,188.76855
04/25,188.45535
04/26,187.9621
04/27,188.46806
04/28,188.24596
04/29,188.14038
04/30,188.60924
05/01,186.84169
05/02,187.84885
05/03,188.48833
05/04,187.70099
05/05,186.64659
05/06,186.90892
05/07,186.01414
05/08,186.37712
05/09,187.39862
05/10,185.57803
05/11,184.83223
05/12,184.18236
05/13,184.02278
05/14,183.40968
05/15,184.31046
05/16,183.44597
05/17,183.308
05/18,183.63489
05/19,186.07681
05/20,184.64598
05/21,184.36009
05/22,184.62231
05/23,182.51775
05/24,183.66467
05/25,183.27928
05/26,182.96631
05/27,184.43896
05/28,182.88165
05/29,182.42528
05/30,182.23677
05/31,183.57526
06/01,182.47372
06/02,181.92421
06/03,180.3798
06/04,179.77643
06/05,180.87688
06/06,177.48172
06/07,176.29625
06/08,176.65335
06/09,176.6909
06/10,175.65591
06/11,175.50716
06/12,176.28445
06/13,176.04976
06/14,176.1547
06/15,175.79155
06/16,176.03842
06/17,176.13884
06/18,176.41179
06/19,174.82889
06/20,177.31932
06/21,178.36136
06/22,176.07314
06/23,175.75484
06/24,177.12396
06/25,178.92703
06/26,179.57759
06/27,175.81975
06/28,177.41452
06/29,177.41054
06/30,180.56042
07/01,180.02864
07/02,181.48865
07/03,179.9571
07/04,178.52448
07/05,176.49567
07/06,176.84233
07/07,177.85461
07/08,178.28351
07/09,178.02559
07/10,177.72351
07/11,177.72375
07/12,177.57812
07/13,175.58502
07/14,175.14519
07/15,174.7276
07/16,176.3199
07/17,175.76003
07/18,175.64804
07/19,174.96053
07/20,175.1863
07/21,175.74701
07/22,174.83812
07/23,175.42206
07/24,175.08186
07/25,174.82683
07/26,175.29462
07/27,175.75655
07/28,174.60107
07/29,174.78503
07/30,175.82156
07/31,173.87143
08/01,172.77509
08/02,173.18153
08/03,173.93486
08/04,173.4799
08/05,173.48734
08/06,173.23483
08/07,173.65903
08/08,173.51006
08/09,175.18207
08/10,175.31598
08/11,174.27084
08/12,173.4696
08/13,174.18056
08/14,177.0477
08/15,176.96332
08/16,175.61995
08/17,175.42958
08/18,174.17955
08/19,173.46387
08/20,173.39009
08/21,173.96393
08/22,174.11578
08/23,174.37433
08/24,173.1851
08/25,174.25024
08/26,175.04927
08/27,173.47945
08/28,173.62326
08/29,173.97147
08/30,174.01208
08/31,175.42079
09/01,174.82176
09/02,175.77112
09/03,176.00536
09/04,175.83055
09/05,175.14546
09/06,175.8959
09/07,176.89001
09/08,177.28252
09/09,176.50981
09/10,176.41064
09/11,176.65285
09/12,177.28473
09/13,177.14786
09/14,176.55666
09/15,177.03624
09/16,177.35754
09/17,177.48186
09/18,178.36972
09/19,177.9544
09/20,178.20908
09/21,179.47197
09/22,180.34338
09/23,180.33882
09/24,180.24774
09/25,179.01947
09/26,179.39665
09/27,179.62909
09/28,179.63217
09/29,179.49184
09/30,178.6047
10/01,178.7876
10/02,178.64221
10/03,177.85976
10/04,178.58496
10/05,179.15923
10/06,179.34644
10/07,180.13354
10/08,179.33498
10/09,179.52989
10/10,180.20596
10/11,179.95941
10/12,180.41695
10/13,181.67677
10/14,181.64604
10/15,179.91435
10/16,182.22264
10/17,181.38686
10/18,181.9156
10/19,182.19579
10/20,180.48305
10/21,180.16545
10/22,181.0141
10/23,180.14148
10/24,179.67908
10/25,179.00893
10/26,179.33327
10/27,180.82668
10/28,180.76042
10/29,180.40837
10/30,182.06125
10/31,181.34157
11/01,180.17073
11/02,180.92555
11/03,180.63852
11/04,179.79666
11/05,179.4768
11/06,180.02763
11/07,178.7763
11/08,179.99524
11/09,179.8951
11/10,179.36356
11/11,179.51971
11/12,179.16974
11/13,180.21829
11/14,178.38588
11/15,180.22592
11/16,181.1153
11/17,181.2329
11/18,181.97845
11/19,181.87715
11/20,181.55826
11/21,180.84875
11/22,181.70183
11/23,181.30768
11/24,181.23015
11/25,180.43408
11/26,180.16563
11/27,180.72858
11/28,181.9207
11/29,181.19075
11/30,178.05177
12/01,178.14566
12/02,178.99132
12/03,180.86836
12/04,180.01508
12/05,182.07027
12/06,183.19003
12/07,183.47704
12/08,183.48537
12/09,183.3063
12/10,182.86829
12/11,181.94797
12/12,181.33638
12/13,181.70189
12/14,181.61736
12/15,181.0805
12/16,179.73682
12/17,179.24304
12/18,180.39207
12/19,179.26016
12/20,179.05809
12/21,179.2021
12/22,179.28932
12/23,179.99608
12/24,181.37148
12/25,181.60538
12/26,181.31944
12/27,181.15996
12/28,179.2899
12/29,180.0344
12/30,181.93654
12/31,181.41878
