time,iso20
01/01,121.32428
01/02,122.53356
01/03,122.24343
01/04,121.59063
01/05,122.460846
01/06,123.07383
01/07,122.742805
01/08,123.053276
01/09,123.70936
01/10,122.94878
01/11,124.54519
01/12,124.38254
01/13,124.28314
01/14,125.036674
01/15,125.1278
01/16,125.795135
01/17,125.64264
01/18,126.44671
01/19,126.79586
01/20,126.945045
01/21,126.30942
01/22,126.95831
01/23,126.86335
01/24,128.05719
01/25,127.184235
01/26,127.64831
01/27,128.86856
01/28,127.36363
01/29,128.92973
01/30,128.83386
01/31,129.40823
02/01,128.64394
02/02,129.64496
02/03,128.5774
02/04,129.5659
02/05,130.32637
02/06,130.19127
02/07,131.8137
02/08,131.43083
02/09,132.72194
02/10,131.18404
02/11,131.47046
02/12,132.3912
02/13,132.16304
02/14,132.14464
02/15,132.8795
02/16,133.70102
02/17,132.69896
02/18,133.41106
02/19,132.66086
02/20,133.3768
02/21,132.8847
02/22,132.7684
02/23,133.36201
02/24,133.55336
02/25,132.80496
02/26,134.04108
02/27,133.47775
02/28,133.75824
02/29,139.35417
03/01,135.23871
03/02,135.4738
03/03,135.42642
03/04,135.45796
03/05,136.4988
03/06,137.09462
03/07,136.77443
03/08,137.59418
03/09,137.58954
03/10,137.51561
03/11,138.55295
03/12,138.42421
03/13,139.12187
03/14,140.50172
03/15,139.68048
03/16,139.76459
03/17,141.23705
03/18,140.64818
03/19,140.88403
03/20,142.50015
03/21,140.83946
03/22,141.72014
03/23,140.85529
03/24,141.37573
03/25,142.12022
03/26,140.9825
03/27,142.18204
03/28,141.42719
03/29,142.39244
03/30,142.92125
03/31,141.68585
04/01,141.37749
04/02,141.54611
04/03,142.0112
04/04,140.65291
04/05,143.02922
04/06,141.99457
04/07,143.21838
04/08,142.02744
04/09,143.0082
04/10,142.93874
04/11,141.88835
04/12,142.68204
04/13,141.95364
04/14,142.50421
04/15,141.9467
04/16,143.72151
04/17,142.75291
04/18,143.09651
04/19,143.56671
04/20,143.39236
04/21,144.26956
04/22,143.9385
04/23,143.48466
04/24,144.61192
04/25,144.11267
04/26,144.04788
04/27,143.85301
04/28,144.34126
04/29,143.96307
04/30,143.6837
05/01,144.74252
05/02,143.90666
05/03,144.19478
05/04,144.55476
05/05,144.94803
05/06,143.13185
05/07,144.84727
05/08,145.12355
05/09,144.23688
05/10,145.28156
05/11,145.36092
05/12,144.61598
05/13,145.38908
05/14,145.21848
05/15,145.7757
05/16,145.63155
05/17,145.45425
05/18,145.45001
05/19,145.97702
05/20,145.35187
05/21,144.8436
05/22,145.97914
05/23,145.04355
05/24,145.76102
05/25,146.26167
05/26,145.70628
05/27,145.49487
05/28,146.77673
05/29,146.43185
05/30,146.2762
05/31,146.38438
06/01,146.54204
06/02,146.94186
06/03,148.157
06/04,147.46954
06/05,147.10783
06/06,146.82208
06/07,147.33015
06/08,146.54083
06/09,147.19371
06/10,146.23732
06/11,146.37656
06/12,145.70007
06/13,145.99472
06/14,145.7701
06/15,145.84465
06/16,145.335
06/17,145.7325
06/18,145.70184
06/19,145.37598
06/20,145.83023
06/21,145.05981
06/22,144.85477
06/23,144.73051
06/24,144.4415
06/25,143.7314
06/26,143.83418
06/27,143.3372
06/28,142.78802
06/29,144.01013
06/30,142.63042
07/01,141.73915
07/02,140.92091
07/03,140.48212
07/04,140.43712
07/05,139.82275
07/06,138.9378
07/07,140.27081
07/08,139.34543
07/09,138.71005
07/10,138.90733
07/11,138.3504
07/12,138.37628
07/13,138.82494
07/14,137.99545
07/15,138.54541
07/16,137.61426
07/17,138.0928
07/18,138.02783
07/19,137.39131
07/20,137.33667
07/21,136.84566
07/22,136.4803
07/23,135.5115
07/24,135.87082
07/25,135.31
07/26,135.13754
07/27,136.76956
07/28,134.99396
07/29,134.98581
07/30,135.27818
07/31,134.40144
08/01,134.28424
08/02,134.07356
08/03,134.5988
08/04,134.18379
08/05,137.65381
08/06,134.01253
08/07,133.71611
08/08,133.72958
08/09,132.65497
08/10,133.04428
08/11,132.551
08/12,132.01025
08/13,132.52774
08/14,132.51382
08/15,132.77087
08/16,131.8133
08/17,131.45847
08/18,132.27528
08/19,131.37492
08/20,129.75882
08/21,131.46419
08/22,131.2049
08/23,130.24738
08/24,131.0924
08/25,130.56184
08/26,130.46214
08/27,130.65524
08/28,130.6304
08/29,129.9112
08/30,130.18823
08/31,130.16562
09/01,130.05992
09/02,129.75438
09/03,129.39102
09/04,129.35052
09/05,129.28065
09/06,129.75867
09/07,129.7735
09/08,129.89714
09/09,129.84593
09/10,130.1239
09/11,128.58261
09/12,130.17596
09/13,129.92133
09/14,129.81897
09/15,130.54355
09/16,129.987
09/17,130.57597
09/18,130.10904
09/19,130.88023
09/20,130.42223
09/21,130.74336
09/22,131.11879
09/23,130.78992
09/24,130.39014
09/25,130.13095
09/26,130.16788
09/27,129.95354
09/28,129.88063
09/29,129.43341
09/30,130.27625
10/01,129.29527
10/02,130.24084
10/03,129.34256
10/04,129.05736
10/05,129.17517
10/06,127.73864
10/07,129.10777
10/08,128.07434
10/09,127.90555
10/10,127.38867
10/11,127.92489
10/12,127.60413
10/13,127.41488
10/14,127.946014
10/15,127.50638
10/16,127.03304
10/17,126.45696
10/18,127.276436
10/19,126.70772
10/20,125.80206
10/21,126.23854
10/22,125.51878
10/23,125.623146
10/24,125.124054
10/25,126.32103
10/26,125.58172
10/27,125.10567
10/28,125.70587
