time,iso20
01/01,211.15726
01/02,210.26576
01/03,211.06393
01/04,210.38196
01/05,211.22746
01/06,211.54129
01/07,211.93617
01/08,211.29333
01/09,212.37328
01/10,210.72452
01/11,212.03116
01/12,212.05074
01/13,211.89763
01/14,212.1951
01/15,212.74898
01/16,213.35165
01/17,212.3639
01/18,214.15123
01/19,213.22287
01/20,212.35587
01/21,213.42432
01/22,212.77483
01/23,213.2303
01/24,212.3244
01/25,212.29466
01/26,211.86658
01/27,211.85965
01/28,213.0877
01/29,212.32254
01/30,213.17508
01/31,213.77411
02/01,212.7749
02/02,213.95876
02/03,213.87224
02/04,215.18074
02/05,214.26132
02/06,215.29199
02/07,216.72556
02/08,214.93523
02/09,215.82693
02/10,215.80954
02/11,215.31134
02/12,216.25497
02/13,216.00117
02/14,215.08986
02/15,215.93988
02/16,215.30972
02/17,216.10748
02/18,215.98358
02/19,215.72665
02/20,215.5397
02/21,215.42227
02/22,215.2724
02/23,215.4208
02/24,214.94028
02/25,213.9691
02/26,214.08067
02/27,213.50293
02/28,213.0631
02/29,216.40971
03/01,213.94975
03/02,212.77785
03/03,212.00948
03/04,213.12216
03/05,212.4269
03/06,213.1349
03/07,211.88005
03/08,211.73547
03/09,212.78938
03/10,210.6123
03/11,210.45879
03/12,210.59758
03/13,209.88327
03/14,210.53423
03/15,210.04869
03/16,209.7813
03/17,209.83073
03/18,210.6486
03/19,208.9069
03/20,209.00066
03/21,208.04897
03/22,206.73218
03/23,207.60974
03/24,206.25124
03/25,205.48499
03/26,206.61151
03/27,206.55957
03/28,204.68108
03/29,206.40726
03/30,205.66916
03/31,205.46973
04/01,205.33598
04/02,205.34352
04/03,205.0764
04/04,205.0344
04/05,204.62083
04/06,204.21072
04/07,203.8777
04/08,203.54582
04/09,203.31854
04/10,202.74173
04/11,201.78416
04/12,201.85405
04/13,201.32932
04/14,200.50839
04/15,201.02278
04/16,200.37589
04/17,200.3733
04/18,199.94044
04/19,200.42857
04/20,199.02441
04/21,199.76695
04/22,199.38222
04/23,199.60815
04/24,199.4546
04/25,198.25136
04/26,199.73439
04/27,199.13457
04/28,198.63188
04/29,198.41817
04/30,200.18744
05/01,198.19078
05/02,198.3416
05/03,198.8736
05/04,198.58287
05/05,197.35316
05/06,197.2442
05/07,198.08237
05/08,198.61194
05/09,197.14848
05/10,198.23318
05/11,199.00772
05/12,198.2679
05/13,198.7843
05/14,198.91801
05/15,198.39107
05/16,198.07498
05/17,197.62997
05/18,197.83517
05/19,198.16568
05/20,198.27983
05/21,197.47485
05/22,197.61156
05/23,198.34499
05/24,197.0538
05/25,197.61218
05/26,197.96953
05/27,196.88829
05/28,196.8831
05/29,197.46715
05/30,196.96455
05/31,196.69246
06/01,196.79578
06/02,196.6002
06/03,195.33888
06/04,196.31364
06/05,194.66515
06/06,195.48238
06/07,195.23892
06/08,194.093
06/09,195.0658
06/10,194.53195
06/11,194.03185
06/12,194.6064
06/13,194.97575
06/14,194.1474
06/15,194.57298
06/16,195.36372
06/17,194.89503
06/18,194.73509
06/19,195.03215
06/20,194.60692
06/21,195.88776
06/22,195.63417
06/23,195.00992
06/24,195.42873
06/25,195.20923
06/26,196.43542
06/27,195.89467
06/28,196.19275
06/29,196.66968
06/30,195.89508
07/01,196.22475
07/02,197.57524
07/03,196.9551
07/04,196.9377
07/05,197.94244
07/06,198.09328
07/07,198.84444
07/08,198.68713
07/09,198.27657
07/10,199.79504
07/11,199.92029
07/12,199.65266
07/13,200.46631
07/14,200.0478
07/15,199.31242
07/16,199.51006
07/17,199.93639
07/18,199.65858
07/19,200.32356
07/20,199.53436
07/21,199.66133
07/22,200.29607
07/23,200.675
07/24,198.89172
07/25,200.40782
07/26,199.64424
07/27,199.98274
07/28,200.3427
07/29,199.9785
07/30,201.62273
07/31,200.73773
08/01,201.14012
08/02,201.01575
08/03,202.10753
08/04,201.9626
08/05,201.76244
08/06,202.53621
08/07,202.63612
08/08,202.59625
08/09,203.71748
08/10,202.96185
08/11,202.87706
08/12,204.35461
08/13,202.9652
08/14,204.06055
08/15,203.28131
08/16,203.41978
08/17,203.86626
08/18,204.34161
08/19,204.00783
08/20,205.60023
08/21,203.88914
08/22,204.7862
08/23,206.04062
08/24,204.53598
08/25,205.42111
08/26,206.18672
08/27,205.68315
08/28,205.27115
08/29,207.47713
08/30,206.22032
08/31,206.92256
09/01,206.84717
09/02,206.42987
09/03,206.94286
09/04,206.5818
09/05,207.07805
09/06,207.27922
09/07,207.13329
09/08,206.24457
09/09,206.59972
09/10,206.43282
09/11,206.48349
09/12,205.68153
09/13,207.19395
09/14,206.48671
09/15,205.35039
09/16,207.30383
09/17,205.9824
09/18,205.64671
09/19,205.84401
09/20,206.63336
09/21,205.42519
09/22,206.95763
09/23,207.49287
09/24,206.68422
09/25,206.17812
09/26,206.14073
09/27,206.0042
09/28,207.06256
09/29,206.8513
09/30,206.89815
