time,iso20
01/01,153.48007
01/02,153.07062
01/03,154.02155
01/04,153.92946
01/05,155.95813
01/06,154.64523
01/07,154.52568
01/08,154.42372
01/09,155.8302
01/10,155.79343
01/11,157.77484
01/12,155.68234
01/13,154.5623
01/14,156.02217
01/15,155.04247
01/16,155.66599
01/17,154.9962
01/18,154.929
01/19,155.09416
01/20,153.86006
01/21,153.48323
01/22,152.7302
01/23,153.15027
01/24,151.63623
01/25,151.69444
01/26,151.88239
01/27,151.9571
01/28,149.62769
01/29,151.28314
01/30,151.22993
01/31,152.25873
02/01,150.07718
02/02,151.82417
02/03,151.96288
02/04,153.0688
02/05,153.21542
02/06,151.93713
02/07,151.64201
02/08,151.39197
02/09,150.6716
02/10,152.08733
02/11,150.18881
02/12,150.18056
02/13,151.59515
02/14,150.12791
02/15,150.00745
02/16,151.53368
02/17,150.72166
02/18,148.68747
02/19,149.4228
02/20,150.68556
02/21,149.73277
02/22,146.01488
02/23,146.84413
02/24,148.26419
02/25,148.21573
02/26,146.86076
02/27,146.56921
02/28,148.35643
02/29,136.83772
03/01,147.27248
03/02,147.4435
03/03,147.57906
03/04,145.98851
03/05,144.07478
03/06,147.54773
03/07,148.55823
03/08,147.99179
03/09,147.42935
03/10,147.34412
03/11,146.71593
03/12,148.33995
03/13,148.86533
03/14,148.71529
03/15,148.28435
03/16,147.79686
03/17,148.35295
03/18,147.63548
03/19,147.97427
03/20,148.23883
03/21,147.62515
03/22,146.82265
03/23,146.76299
03/24,145.78271
03/25,144.85321
03/26,144.29613
03/27,144.46622
03/28,144.97472
03/29,146.03018
03/30,147.9225
03/31,146.93916
04/01,145.48662
04/02,145.63744
04/03,144.84366
04/04,142.38734
04/05,142.57285
04/06,142.72438
04/07,141.63579
04/08,140.18303
04/09,141.94792
04/10,141.93768
04/11,141.20216
04/12,141.3745
04/13,140.46219
04/14,141.25072
04/15,139.71796
04/16,139.61134
04/17,138.43486
04/18,138.61702
04/19,136.98033
04/20,138.59392
04/21,137.76949
04/22,138.22989
04/23,137.3564
04/24,137.34332
04/25,136.53085
04/26,136.58702
04/27,135.75705
04/28,138.4318
04/29,138.5055
04/30,137.17107
05/01,138.71657
05/02,139.11508
05/03,137.69432
05/04,136.27861
05/05,137.49599
05/06,137.91855
05/07,136.02827
05/08,135.1344
05/09,135.26631
05/10,135.44641
05/11,134.38371
05/12,134.01369
05/13,134.37965
05/14,132.7006
05/15,132.2366
05/16,131.92545
05/17,134.08003
05/18,134.55305
05/19,134.22386
05/20,133.52803
05/21,132.78496
05/22,134.51335
05/23,133.32466
05/24,132.72896
05/25,132.32562
05/26,132.80894
05/27,133.01219
05/28,132.97107
05/29,133.21161
05/30,132.62813
05/31,133.0078
06/01,134.61021
06/02,135.02997
06/03,134.23062
06/04,133.21005
06/05,134.09093
06/06,132.56013
06/07,133.46927
06/08,133.33676
06/09,134.75787
06/10,135.14398
06/11,134.95656
06/12,134.75633
