time,iso20
01/01,179.39363
01/02,180.95363
01/03,179.53972
01/04,178.6559
01/05,179.64552
01/06,179.0874
01/07,178.72974
01/08,177.64378
01/09,179.66339
01/10,177.57631
01/11,180.68248
01/12,180.97227
01/13,180.24702
01/14,181.74132
01/15,179.91933
01/16,177.89308
01/17,179.48363
01/18,180.08571
01/19,179.06622
01/20,180.02473
01/21,180.67001
01/22,180.44981
01/23,181.1093
01/24,181.02989
01/25,181.9794
01/26,181.02289
01/27,180.36935
01/28,181.07709
01/29,180.87712
01/30,182.33241
01/31,183.561
02/01,181.11082
02/02,181.14267
02/03,181.464
02/04,181.95563
02/05,180.64944
02/06,182.98859
02/07,182.92387
02/08,184.78665
02/09,183.88367
02/10,182.10568
02/11,182.24666
02/12,184.8026
02/13,185.44885
02/14,185.46718
02/15,187.19931
02/16,186.23442
02/17,184.61452
02/18,187.09027
02/19,189.6036
02/20,187.72374
02/21,187.36903
02/22,187.91592
02/23,190.19405
02/24,190.49754
02/25,189.63275
02/26,190.53755
02/27,191.04884
02/28,191.05519
02/29,195.67322
03/01,191.02272
03/02,190.86769
03/03,191.52206
03/04,190.79585
03/05,191.07103
03/06,190.14575
03/07,189.39801
03/08,189.43666
03/09,190.08864
03/10,190.46457
03/11,190.01715
03/12,189.23167
03/13,190.35757
03/14,191.24062
03/15,192.63882
03/16,190.58647
03/17,192.35751
03/18,193.7125
03/19,192.63092
03/20,192.66527
03/21,193.84607
03/22,194.40762
03/23,193.28821
03/24,192.8419
03/25,193.53935
03/26,192.71402
03/27,191.4883
03/28,191.637
03/29,192.64702
03/30,191.8082
03/31,190.95616
04/01,191.7226
04/02,193.00177
04/03,194.63525
04/04,192.72266
04/05,192.45697
04/06,194.542
04/07,194.2993
04/08,195.39761
04/09,193.83855
04/10,195.26059
04/11,194.9781
04/12,195.68149
04/13,195.6165
04/14,194.76122
04/15,194.87329
04/16,193.84532
04/17,194.25568
04/18,193.18495
04/19,195.67632
04/20,195.02585
04/21,193.35402
04/22,194.7835
04/23,194.70195
04/24,194.43257
04/25,193.84995
04/26,193.30789
04/27,193.8254
04/28,193.53242
04/29,192.56943
04/30,192.88365
05/01,193.45284
05/02,192.49356
05/03,191.2605
05/04,191.84409
05/05,192.08873
05/06,191.61061
05/07,192.01543
05/08,192.14311
05/09,191.97423
05/10,189.76743
05/11,191.40062
05/12,192.68443
05/13,191.16495
05/14,190.27599
05/15,190.64688
05/16,189.09464
05/17,190.4264
