time,iso20
01/01,160.87114
01/02,162.87657
01/03,162.73828
01/04,162.19814
01/05,160.0268
01/06,159.69386
01/07,159.59938
01/08,159.9155
01/09,158.4398
01/10,156.39319
01/11,157.08348
01/12,157.18036
01/13,161.25684
01/14,161.11392
01/15,159.36835
01/16,159.64899
01/17,159.87933
01/18,160.73528
01/19,159.97252
01/20,161.02586
01/21,160.51932
01/22,159.3467
01/23,159.31503
01/24,161.92226
01/25,161.16144
01/26,161.87273
01/27,161.22108
01/28,160.46475
01/29,161.99155
01/30,161.20216
01/31,161.73656
02/01,159.79538
02/02,161.12698
02/03,162.49168
02/04,162.20876
02/05,162.69824
02/06,164.05733
02/07,163.79445
02/08,164.37167
02/09,164.85573
02/10,163.0144
02/11,162.04077
02/12,162.66869
02/13,165.31337
02/14,167.79564
02/15,167.68622
02/16,167.41977
02/17,167.57118
02/18,167.34251
02/19,166.70593
02/20,168.90178
02/21,168.43628
02/22,168.26451
02/23,169.1666
02/24,169.05249
02/25,169.54564
02/26,169.7652
02/27,170.67088
02/28,171.93315
02/29,176.82019
03/01,172.87537
03/02,172.9419
03/03,172.84608
03/04,174.09068
03/05,175.24254
03/06,174.03087
03/07,174.5106
03/08,174.48598
03/09,175.41899
03/10,174.19638
03/11,176.32379
03/12,176.50977
03/13,176.98259
03/14,175.67021
03/15,173.29614
03/16,173.56738
03/17,177.71756
03/18,178.01044
03/19,177.33752
03/20,176.24208
03/21,175.67537
03/22,177.1063
03/23,176.86186
03/24,174.58443
03/25,174.66202
03/26,176.14507
03/27,176.26813
03/28,177.192
03/29,176.23848
03/30,177.9096
03/31,177.95786
04/01,176.34428
04/02,174.65233
04/03,174.47253
04/04,174.7675
04/05,174.38023
04/06,174.58833
04/07,173.37651
04/08,174.66594
04/09,175.40593
04/10,174.99644
04/11,175.20903
04/12,175.5244
04/13,174.70117
04/14,173.79716
04/15,174.85527
04/16,174.62096
04/17,172.49904
04/18,173.32373
04/19,171.9812
04/20,171.14848
04/21,171.19096
04/22,170.82214
04/23,169.97234
04/24,169.36807
04/25,171.05145
04/26,170.27837
04/27,172.15257
04/28,172.30179
04/29,172.42892
04/30,172.59602
05/01,174.26442
05/02,172.21342
05/03,171.03162
05/04,171.3144
05/05,170.50768
05/06,169.56319
05/07,170.1237
05/08,170.76843
05/09,171.16003
05/10,171.34473
05/11,171.69019
05/12,171.53229
05/13,172.15935
05/14,172.37093
05/15,171.87755
05/16,171.68022
05/17,171.98817
05/18,172.07446
05/19,170.68718
05/20,169.6353
05/21,170.75983
05/22,170.90973
05/23,171.55495
05/24,171.09502
05/25,171.98222
05/26,173.21594
05/27,172.42137
05/28,171.85493
05/29,171.83376
