time,iso20
01/01,105.36142
01/02,105.46855
01/03,101.541504
01/04,99.58777
01/05,100.72904
01/06,103.76602
01/07,98.44891
01/08,99.57817
01/09,102.43025
01/10,103.53885
01/11,101.77433
01/12,102.76158
01/13,102.898544
01/14,103.46126
01/15,101.662704
01/16,102.67438
01/17,102.1059
01/18,97.72769
01/19,103.03186
01/20,101.54303
01/21,100.42958
01/22,99.297134
01/23,67.84254
01/24,96.310776
01/25,97.8612
01/26,93.65134
01/27,100.23698
01/28,65.32664
01/29,100.138504
01/30,101.91834
01/31,65.355804
02/01,65.27218
02/02,64.78495
02/03,62.968166
02/04,61.72249
02/05,65.29536
02/06,64.683304
02/07,67.41936
02/08,62.08226
02/09,61.0101
02/10,64.94565
02/11,63.765827
02/12,63.18182
02/13,59.499996
02/14,63.09761
02/15,65.25187
02/16,61.54224
02/17,61.221947
02/18,66.165054
02/19,63.64942
02/20,64.31661
02/21,66.59708
02/22,66.20879
02/23,65.515656
02/24,66.85824
02/25,68.80435
02/26,65.09847
02/27,67.251465
02/28,69.00615
02/29,
03/01,69.54095
03/02,70.1232
03/03,67.671394
03/04,68.15589
03/05,69.49686
03/06,68.045105
03/07,70.0
03/08,67.03586
03/09,71.497375
03/10,71.68738
03/11,70.3668
03/12,70.6979
03/13,76.63755
03/14,70.47325
03/15,67.75899
03/16,74.2
03/17,69.24184
03/18,69.68504
03/19,72.12389
03/20,68.26722
03/21,70.0
03/22,69.93802
03/23,72.76265
03/24,74.659096
03/25,71.57795
03/26,78.31633
03/27,76.369865
03/28,77.78592
03/29,77.66853
03/30,80.26315
03/31,84.510086
04/01,86.99525
04/02,88.35443
04/03,86.70213
04/04,88.981964
04/05,90.91397
04/06,90.76763
04/07,90.850815
04/08,88.691925
04/09,88.765434
04/10,90.58679
04/11,92.49012
04/12,95.84079
04/13,97.53788
04/14,94.88637
04/15,94.3856
04/16,92.54564
04/17,96.132904
04/18,94.747086
04/19,98.64511
04/20,
04/21,102.12202
04/22,102.798515
04/23,105.5794
04/24,105.93576
04/25,105.6217
04/26,103.75355
04/27,108.49859
04/28,112.81755
04/29,116.36905
04/30,120.17276
05/01,125.74526
05/02,131.37376
05/03,134.8063
05/04,134.0379
05/05,141.44444
05/06,144.84306
05/07,144.56897
05/08,147.36842
05/09,153.10219
05/10,152.45901
05/11,152.2461
05/12,151.65048
05/13,153.35196
05/14,154.17476
05/15,152.88846
05/16,154.9133
05/17,149.7794
05/18,150.59999
05/19,149.44969
05/20,148.49397
05/21,146.36752
05/22,146.52174
05/23,146.59468
05/24,144.2897
05/25,145.02841
05/26,143.51852
05/27,142.72388
05/28,140.02078
05/29,135.77495
05/30,132.78894
05/31,135.65175
06/01,132.78442
06/02,133.21918
06/03,132.95181
06/04,131.36363
06/05,132.07965
06/06,131.30435
06/07,128.26602
06/08,126.871666
06/09,126.99999
06/10,128.26877
06/11,125.13477
06/12,125.26456
06/13,126.00236
06/14,122.774864
06/15,
06/16,123.9375
06/17,122.53012
06/18,121.79487
06/19,122.916664
06/20,123.18182
06/21,124.646225
06/22,124.69136
06/23,128.26797
06/24,127.82806
06/25,130.05263
06/26,129.329
06/27,128.19278
06/28,131.81818
06/29,125.68579
06/30,129.89822
07/01,132.7957
07/02,133.08026
07/03,132.65187
07/04,135.50229
07/05,135.83151
07/06,136.57289
07/07,134.07127
07/08,139.20825
07/09,121.07179
07/10,118.64405
07/11,119.876114
07/12,118.67477
07/13,118.53348
07/14,119.262634
07/15,118.42269
07/16,117.985916
07/17,116.607956
07/18,117.42752
07/19,116.822296
07/20,116.328514
07/21,118.594986
07/22,117.78712
07/23,120.293655
07/24,120.9403
07/25,121.59639
07/26,123.00747
07/27,124.18442
07/28,124.60625
07/29,123.01059
07/30,126.125946
07/31,124.7446
08/01,125.23239
08/02,126.96052
08/03,125.31935
08/04,123.20186
08/05,123.792015
08/06,120.36687
08/07,122.49858
08/08,119.81499
08/09,116.97146
08/10,117.288734
08/11,118.12741
08/12,117.6097
08/13,116.30182
08/14,116.4107
08/15,117.86822
08/16,117.28584
08/17,116.88706
08/18,118.74689
08/19,119.96225
08/20,120.48449
08/21,125.76583
08/22,129.6503
08/23,129.20462
08/24,131.13739
08/25,133.18094
08/26,133.6362
08/27,134.91557
08/28,136.0186
08/29,137.82211
08/30,138.48773
08/31,141.03912
09/01,142.05588
09/02,141.51263
09/03,142.04105
09/04,139.28702
09/05,138.37492
09/06,138.7353
09/07,138.08609
09/08,133.23215
09/09,130.03157
09/10,131.17395
09/11,128.26735
09/12,125.58978
09/13,124.06172
09/14,127.38095
09/15,126.50154
09/16,123.76129
09/17,124.232445
09/18,122.90196
09/19,123.14946
09/20,124.67476
09/21,126.171875
09/22,124.82655
09/23,123.839485
09/24,119.25103
09/25,132.17665
09/26,121.53263
09/27,120.776726
09/28,121.17868
09/29,121.64328
09/30,120.88986
10/01,122.58832
10/02,123.52909
10/03,125.60329
10/04,122.310875
10/05,122.78373
10/06,124.15838
10/07,122.131546
10/08,128.9557
10/09,122.616066
10/10,120.17215
10/11,121.62457
10/12,123.56879
10/13,122.09294
10/14,120.70863
10/15,123.216
10/16,122.58795
10/17,122.75325
10/18,120.54205
10/19,121.89829
10/20,120.82667
10/21,121.05025
10/22,124.05029
10/23,123.92233
10/24,125.44501
10/25,124.87388
10/26,124.908325
10/27,127.24202
10/28,127.38244
10/29,123.38083
10/30,127.935074
10/31,128.94418
11/01,129.76257
11/02,128.21533
11/03,131.16772
11/04,129.2589
11/05,130.3233
11/06,130.53433
11/07,130.29315
11/08,129.8239
11/09,130.85036
11/10,131.9861
11/11,130.28204
11/12,131.29178
11/13,126.17804
11/14,127.928795
11/15,119.64233
11/16,123.282394
11/17,121.452995
11/18,104.692825
11/19,118.74534
11/20,116.14602
11/21,119.76715
11/22,112.86882
11/23,98.57768
11/24,111.26317
11/25,114.15593
11/26,111.94701
11/27,108.869705
11/28,111.58633
11/29,110.126854
11/30,111.105545
12/01,108.56656
12/02,109.80058
12/03,108.263306
12/04,108.716965
12/05,106.539696
12/06,107.80878
12/07,102.03757
12/08,102.525475
12/09,100.80206
12/10,102.317444
12/11,105.24766
12/12,104.17228
12/13,104.08068
12/14,107.11132
12/15,107.01408
12/16,115.82024
12/17,107.098816
12/18,105.29635
12/19,105.468834
12/20,102.472206
12/21,104.35193
12/22,102.14817
12/23,106.15034
12/24,101.30633
12/25,103.49695
12/26,108.40605
12/27,106.66483
12/28,106.95685
12/29,105.003395
12/30,107.123375
12/31,105.74246
