time,iso20
01/01,164.07632
01/02,164.77994
01/03,165.94708
01/04,165.84268
01/05,165.4746
01/06,166.8549
01/07,167.10175
01/08,166.64545
01/09,164.30365
01/10,164.11606
01/11,163.26959
01/12,164.8728
01/13,163.45966
01/14,165.31058
01/15,165.09967
01/16,165.64313
01/17,164.39032
01/18,164.84137
01/19,164.46535
01/20,164.33073
01/21,164.37029
01/22,164.1894
01/23,165.53247
01/24,166.8901
01/25,166.63344
01/26,165.82602
01/27,165.334
01/28,167.16972
01/29,168.54552
01/30,168.18744
01/31,166.99792
02/01,167.7969
02/02,168.98648
02/03,169.53275
02/04,169.37881
02/05,170.37697
02/06,169.02873
02/07,170.01907
02/08,168.75125
02/09,168.84053
02/10,170.04997
02/11,166.38467
02/12,165.59885
02/13,168.89621
02/14,168.93327
02/15,171.13191
02/16,170.00204
02/17,171.2326
02/18,171.86209
02/19,169.9377
02/20,172.79222
02/21,170.62025
02/22,170.23953
02/23,171.41682
02/24,171.6824
02/25,171.6191
02/26,171.28488
02/27,173.08206
02/28,172.84517
02/29,184.97777
03/01,173.70985
03/02,174.85585
03/03,174.07175
03/04,174.48642
03/05,175.23259
03/06,175.34688
03/07,177.02614
03/08,175.62987
03/09,175.68454
03/10,175.55276
03/11,176.9622
03/12,177.98027
03/13,175.8893
03/14,174.60992
03/15,173.61984
03/16,174.11179
03/17,173.07578
03/18,170.79953
03/19,169.16818
03/20,170.61931
03/21,169.99843
03/22,171.24478
03/23,171.26842
03/24,172.07777
03/25,172.68698
03/26,172.75522
03/27,174.28932
03/28,174.11948
03/29,172.82133
03/30,173.91986
03/31,173.68721
04/01,174.06589
04/02,171.29143
04/03,169.65562
04/04,168.7614
04/05,166.46007
04/06,166.14046
04/07,167.12305
04/08,164.92998
04/09,167.11751
04/10,168.62987
04/11,167.7333
04/12,167.58191
04/13,166.00024
04/14,167.29884
04/15,167.08774
04/16,166.63112
04/17,167.52972
04/18,166.90865
04/19,166.96358
04/20,168.62968
04/21,168.17429
04/22,168.32385
04/23,167.66702
04/24,167.7407
04/25,168.30383
04/26,166.83258
04/27,166.98653
04/28,166.89267
04/29,165.69421
04/30,166.05493
05/01,166.82495
05/02,165.43494
05/03,163.81065
05/04,163.96027
05/05,164.01065
05/06,164.36887
05/07,165.08345
05/08,164.10599
05/09,164.51418
05/10,164.74759
05/11,164.89343
05/12,164.08975
05/13,163.32591
05/14,164.54932
05/15,164.12125
05/16,165.35204
05/17,165.55818
05/18,164.89545
05/19,164.75946
05/20,164.44208
05/21,164.31944
05/22,167.1317
05/23,167.51431
05/24,166.15265
05/25,165.97107
05/26,166.3816
05/27,165.76773
05/28,164.16026
05/29,164.4739
05/30,165.9563
05/31,165.42194
06/01,164.51306
06/02,164.33957
06/03,163.31404
06/04,162.96025
06/05,162.99661
06/06,162.90152
06/07,162.87495
06/08,161.31053
06/09,161.1394
06/10,160.3723
06/11,158.5246
06/12,160.4868
06/13,160.10933
06/14,157.8932
06/15,159.44539
06/16,160.35284
06/17,159.85753
06/18,158.1802
06/19,158.42279
06/20,157.7904
06/21,159.92776
06/22,159.07312
06/23,158.4299
06/24,159.70158
06/25,158.42622
06/26,161.2745
06/27,160.05762
06/28,159.90633
06/29,162.44777
06/30,163.02298
07/01,159.62665
07/02,163.56818
07/03,163.77368
07/04,162.84494
07/05,161.91254
07/06,160.98285
07/07,160.98431
07/08,159.80206
07/09,159.47784
07/10,158.93512
07/11,159.20692
07/12,159.42073
07/13,160.45343
07/14,160.66525
07/15,159.45155
07/16,159.97968
07/17,159.62819
07/18,158.3835
07/19,158.57378
07/20,158.27512
07/21,157.36458
07/22,158.84123
07/23,158.53836
07/24,158.92503
07/25,159.25769
07/26,159.2767
07/27,158.4811
07/28,159.2915
07/29,158.25168
07/30,158.58585
