time,iso20
01/01,107.75217
01/02,110.39271
01/03,111.82897
01/04,116.2762
01/05,118.56518
01/06,116.82835
01/07,116.2397
01/08,115.28096
01/09,116.84742
01/10,117.23827
01/11,115.66244
01/12,114.85641
01/13,112.569084
01/14,114.27195
01/15,113.15593
01/16,112.89105
01/17,114.69844
01/18,111.92239
01/19,113.17355
01/20,109.703094
01/21,112.43087
01/22,110.797386
01/23,109.00991
01/24,108.93017
01/25,109.5487
01/26,108.82066
01/27,107.15122
01/28,105.31339
01/29,107.271454
01/30,109.23586
01/31,110.7637
02/01,108.96314
02/02,104.105705
02/03,104.46808
02/04,105.096924
02/05,106.79413
02/06,105.778175
02/07,101.69821
02/08,104.01174
02/09,105.261505
02/10,104.469086
02/11,103.784
02/12,104.09757
02/13,105.99791
02/14,103.04569
02/15,103.03205
02/16,102.8022
02/17,106.579185
02/18,103.6799
02/19,102.599976
02/20,101.67374
02/21,102.09471
02/22,102.71284
02/23,103.353264
02/24,103.44259
02/25,104.41809
02/26,102.91291
02/27,103.08607
02/28,101.84687
02/29,97.88102
03/01,100.72111
03/02,101.16682
03/03,103.34034
03/04,100.84601
03/05,97.90836
03/06,98.99432
03/07,98.36556
03/08,99.10267
03/09,101.16661
03/10,99.94013
03/11,97.660286
03/12,97.404755
03/13,97.63945
03/14,98.7245
03/15,100.38862
03/16,101.00391
03/17,101.84688
03/18,102.90402
03/19,100.69451
03/20,98.101616
03/21,100.94638
03/22,100.50278
03/23,100.252235
03/24,100.30314
03/25,100.161896
03/26,102.37289
03/27,100.579575
03/28,102.26844
03/29,102.64014
03/30,101.39887
03/31,102.50092
04/01,100.36513
04/02,100.38919
04/03,100.386
04/04,99.72633
04/05,98.629
04/06,98.36466
04/07,100.862564
04/08,101.4712
04/09,101.155655
04/10,100.10301
04/11,100.32208
04/12,101.03594
04/13,102.89695
04/14,100.83887
04/15,99.98608
04/16,100.07696
04/17,101.43994
04/18,101.31533
04/19,103.29457
04/20,103.185905
04/21,102.10783
04/22,100.94762
04/23,101.28541
04/24,101.40824
04/25,102.19945
04/26,101.733986
04/27,103.131584
04/28,101.47382
04/29,101.423004
04/30,101.20981
05/01,101.255135
05/02,102.257774
05/03,104.39547
05/04,102.47075
05/05,101.41518
05/06,100.78944
05/07,99.94705
05/08,100.80542
05/09,101.86449
05/10,100.96538
05/11,99.75009
05/12,100.295074
05/13,99.70509
05/14,98.4963
05/15,99.90748
05/16,99.753296
05/17,99.88563
05/18,99.34689
05/19,99.12875
05/20,100.33979
05/21,101.32295
05/22,100.58611
05/23,101.39391
05/24,99.07098
05/25,100.572495
05/26,102.59794
05/27,103.5692
05/28,103.536446
05/29,103.30123
05/30,102.38708
05/31,102.02118
06/01,104.75337
06/02,105.43536
06/03,104.509544
06/04,105.660675
06/05,105.25086
06/06,105.82227
06/07,105.794174
06/08,105.044395
06/09,105.64368
06/10,106.009224
06/11,104.46699
06/12,106.419205
06/13,105.30803
06/14,103.37689
06/15,105.56715
06/16,105.75625
06/17,103.90047
06/18,103.07741
06/19,102.89064
06/20,101.72709
06/21,100.184135
06/22,100.02024
06/23,102.91902
06/24,102.80671
06/25,103.51273
06/26,103.638664
06/27,102.10236
06/28,100.71974
06/29,101.295235
06/30,101.79407
07/01,102.535065
07/02,102.35289
07/03,102.70473
07/04,101.97994
07/05,100.313736
07/06,102.489174
07/07,101.91626
07/08,98.784386
07/09,99.170204
07/10,99.49659
07/11,102.03044
07/12,99.20573
07/13,98.39082
07/14,98.12134
07/15,100.051865
07/16,101.50809
07/17,101.801285
07/18,102.19026
07/19,100.93464
07/20,100.15608
07/21,103.67426
07/22,102.1648
07/23,102.37207
07/24,102.80253
07/25,101.58549
07/26,101.163704
07/27,102.5274
07/28,103.63163
07/29,102.11222
07/30,101.27562
07/31,102.39316
08/01,101.508545
08/02,100.34063
08/03,99.58501
08/04,100.08185
08/05,97.983055
08/06,100.182
08/07,101.63626
08/08,98.7106
08/09,99.09836
08/10,97.54403
08/11,97.70197
08/12,100.52842
08/13,102.71504
08/14,101.067924
08/15,98.49106
08/16,99.047585
08/17,101.40135
08/18,103.237236
08/19,102.535225
08/20,101.495255
08/21,104.24769
08/22,102.68916
08/23,102.96168
08/24,102.24975
08/25,102.56851
08/26,102.42802
08/27,102.26245
08/28,104.89505
08/29,101.00309
08/30,99.14276
08/31,101.95607
09/01,104.348206
09/02,103.10725
09/03,104.561935
09/04,103.536446
09/05,104.9916
09/06,106.10174
09/07,106.640366
09/08,107.180084
09/09,107.9785
09/10,104.881134
09/11,105.90895
09/12,106.62599
09/13,102.62579
09/14,105.996574
09/15,105.20436
09/16,106.06279
09/17,107.69138
09/18,108.56644
09/19,107.11022
09/20,110.291504
09/21,106.538376
09/22,108.82293
09/23,111.09121
09/24,113.15828
09/25,113.8578
09/26,114.7017
09/27,111.53458
09/28,108.3616
09/29,108.98141
09/30,108.30673
10/01,108.064
10/02,107.653145
10/03,106.213715
10/04,106.00524
10/05,105.01607
10/06,105.47987
10/07,107.233635
10/08,108.43218
10/09,106.605034
10/10,105.23823
10/11,105.14654
10/12,107.47597
10/13,108.52533
10/14,108.94261
10/15,109.232185
10/16,107.37672
10/17,107.60245
10/18,108.5685
10/19,109.33967
10/20,109.105125
10/21,109.4014
10/22,109.59733
10/23,107.30861
10/24,106.13698
10/25,106.73857
10/26,107.86313
10/27,110.73042
10/28,109.45821
10/29,112.975136
10/30,111.73121
10/31,109.941864
11/01,113.54796
11/02,112.05871
11/03,113.28288
11/04,114.60377
11/05,115.75489
11/06,114.465126
11/07,114.37242
11/08,113.25494
11/09,113.674385
11/10,113.96004
11/11,113.53721
11/12,115.01904
11/13,117.47368
11/14,117.67972
11/15,118.51879
11/16,118.94478
11/17,120.13607
11/18,118.56446
11/19,119.27054
11/20,119.032394
11/21,119.29576
11/22,120.51461
11/23,118.74441
11/24,116.213264
11/25,118.62274
11/26,117.411224
11/27,116.38963
11/28,116.1462
11/29,116.4564
11/30,116.0984
12/01,119.305786
12/02,119.17338
12/03,118.85682
12/04,119.64294
12/05,117.52255
12/06,117.40163
12/07,116.54588
12/08,115.99651
12/09,116.73769
12/10,120.11049
12/11,115.695274
12/12,115.29282
12/13,114.90703
12/14,116.05755
12/15,118.82944
12/16,117.43099
12/17,117.36782
12/18,116.590706
12/19,117.55966
12/20,119.88193
12/21,117.52582
12/22,117.54727
12/23,115.767395
12/24,113.92622
12/25,114.59933
12/26,115.29116
12/27,117.910706
12/28,116.0012
12/29,116.27489
12/30,112.36193
12/31,110.20214
