time,iso20
01/01,163.77675
01/02,163.30435
01/03,164.1868
01/04,164.41455
01/05,164.3381
01/06,164.54858
01/07,163.83228
01/08,164.3204
01/09,163.74257
01/10,162.24089
01/11,162.37553
01/12,162.3855
01/13,163.92882
01/14,161.97328
01/15,162.63257
01/16,161.73253
01/17,162.59393
01/18,162.07932
01/19,162.1599
01/20,162.66162
01/21,162.8787
01/22,162.28186
01/23,161.06122
01/24,163.25986
01/25,162.40187
01/26,164.1714
01/27,164.37952
01/28,164.14009
01/29,163.92671
01/30,165.1758
01/31,164.75444
02/01,164.30702
02/02,167.07481
02/03,167.37085
02/04,166.44376
02/05,165.32846
02/06,166.88698
02/07,166.6625
02/08,166.73546
02/09,166.04561
02/10,166.66971
02/11,166.38152
02/12,165.6086
02/13,165.31561
02/14,165.76227
02/15,165.24838
02/16,165.08817
02/17,165.02353
02/18,164.55019
02/19,163.74998
02/20,163.91461
02/21,164.4483
02/22,164.97305
02/23,163.824
02/24,164.25519
02/25,163.82082
02/26,165.41154
02/27,164.62938
02/28,164.61446
02/29,153.05147
03/01,163.31967
03/02,163.7689
03/03,163.57915
03/04,163.25757
03/05,162.82697
03/06,163.09634
03/07,162.53568
03/08,162.58694
03/09,163.89265
03/10,161.78508
03/11,162.27933
03/12,162.58109
03/13,160.47305
03/14,159.37378
03/15,158.8276
03/16,159.95918
03/17,160.49011
03/18,160.44923
03/19,160.01538
03/20,159.86388
03/21,161.54222
03/22,160.6511
03/23,159.94011
03/24,161.16086
03/25,161.45105
03/26,160.6902
03/27,160.68962
03/28,161.86351
03/29,159.9239
03/30,160.27419
03/31,160.1992
04/01,160.51329
04/02,160.48132
04/03,159.36526
04/04,158.21207
04/05,158.04346
04/06,157.45445
04/07,156.95497
04/08,157.08696
04/09,157.22766
04/10,157.0128
04/11,156.22223
04/12,155.6141
04/13,156.22334
04/14,156.05177
04/15,154.95845
04/16,154.14258
04/17,153.79504
04/18,155.50424
04/19,154.72133
04/20,154.65764
04/21,155.0939
04/22,154.85019
04/23,153.55675
04/24,153.16985
04/25,153.85147
04/26,152.79276
04/27,152.81908
04/28,153.59372
04/29,153.41548
04/30,152.99995
05/01,152.64238
05/02,152.97458
05/03,152.39192
05/04,151.52628
05/05,152.53415
05/06,151.23541
05/07,149.95337
05/08,149.48897
05/09,148.26253
05/10,148.94556
05/11,148.05745
05/12,145.91727
05/13,145.20538
05/14,145.20686
05/15,144.34607
05/16,143.93742
05/17,143.1109
05/18,142.55882
05/19,142.17183
05/20,141.11472
05/21,141.29105
05/22,140.18266
05/23,140.62305
05/24,140.13129
05/25,139.94725
05/26,139.23271
05/27,139.9973
05/28,138.98857
05/29,137.77849
05/30,137.68532
05/31,138.53343
06/01,138.23665
06/02,136.11418
06/03,136.60588
06/04,136.98228
06/05,136.15802
06/06,134.6515
06/07,134.63406
06/08,135.18115
06/09,135.63165
06/10,135.39757
06/11,135.18839
06/12,135.74854
06/13,135.64757
06/14,135.18542
06/15,135.46268
06/16,136.5898
06/17,136.10995
06/18,135.72191
06/19,135.49971
06/20,135.14479
06/21,135.5345
06/22,135.78378
06/23,135.35301
06/24,135.07971
06/25,135.36159
06/26,134.41704
06/27,134.72995
06/28,134.95607
06/29,133.88637
06/30,134.17296
07/01,134.21107
07/02,132.62675
07/03,132.92824
07/04,133.51611
07/05,133.23697
07/06,132.44023
07/07,132.69986
07/08,131.82831
07/09,131.77077
07/10,131.3885
07/11,131.67004
07/12,130.55438
07/13,129.40688
07/14,130.3866
07/15,130.17712
07/16,129.19534
07/17,129.4601
07/18,129.80394
07/19,129.66116
07/20,130.01247
07/21,130.2502
07/22,131.19612
07/23,131.12279
07/24,129.52896
07/25,130.83966
07/26,132.80699
07/27,132.31705
07/28,131.61218
07/29,133.26154
07/30,133.69414
07/31,133.84462
08/01,134.79652
08/02,135.16998
08/03,136.0343
08/04,136.9967
08/05,137.10204
08/06,138.00862
08/07,138.80302
08/08,139.24854
08/09,139.08809
08/10,139.16812
08/11,141.27507
08/12,141.17982
08/13,140.90424
08/14,140.02768
08/15,140.58282
08/16,141.14328
08/17,141.14757
08/18,143.36731
08/19,143.17589
08/20,144.39526
08/21,145.11705
08/22,144.21553
08/23,143.90263
08/24,144.898
08/25,145.9419
08/26,145.26518
08/27,146.68195
08/28,148.19052
08/29,148.48538
08/30,147.6724
08/31,149.72256
09/01,150.83711
09/02,151.27301
09/03,151.5977
09/04,152.82822
09/05,153.03148
09/06,153.69519
09/07,156.01163
09/08,155.91397
09/09,157.17046
09/10,158.88461
09/11,160.29472
09/12,160.54544
09/13,162.13078
09/14,161.47261
09/15,162.88315
09/16,163.53705
09/17,165.0543
09/18,166.09988
09/19,166.47609
09/20,166.5149
09/21,167.1797
09/22,166.62198
09/23,165.94247
09/24,166.0547
09/25,166.72832
09/26,166.91202
09/27,165.76083
09/28,166.18608
09/29,165.52202
09/30,166.22966
10/01,165.6648
10/02,166.77411
10/03,165.8059
10/04,166.02614
10/05,167.07693
10/06,166.34592
10/07,165.85924
10/08,165.04855
10/09,165.6227
10/10,163.77052
10/11,163.66249
10/12,163.79639
10/13,162.72386
10/14,162.95595
10/15,163.26607
10/16,162.55704
10/17,162.82098
10/18,163.2434
10/19,162.55728
10/20,161.03102
10/21,160.11964
10/22,161.95047
10/23,162.25288
10/24,163.72046
10/25,164.13586
10/26,166.52055
10/27,167.33745
10/28,168.03696
10/29,166.49954
10/30,165.56294
10/31,166.53918
11/01,167.37828
11/02,167.76309
11/03,167.9217
11/04,168.09938
11/05,167.10014
11/06,166.18933
11/07,166.03102
11/08,165.64061
11/09,164.48317
11/10,163.66032
11/11,163.43811
11/12,161.16153
11/13,160.22134
11/14,162.38872
11/15,159.1146
11/16,160.07632
11/17,158.19824
11/18,158.54124
11/19,159.18794
11/20,160.80128
11/21,161.02893
11/22,161.88199
11/23,163.80716
11/24,163.22011
11/25,162.57033
11/26,161.444
11/27,160.18732
11/28,163.2567
11/29,164.12924
11/30,163.88266
12/01,164.01558
12/02,167.29605
12/03,164.41718
12/04,162.37062
12/05,163.20279
12/06,162.61314
12/07,161.30403
12/08,161.47017
12/09,161.94148
12/10,161.36777
12/11,160.65898
12/12,160.67273
12/13,159.99316
12/14,158.43192
12/15,159.03485
12/16,158.76102
12/17,158.2803
12/18,158.27757
12/19,159.8911
12/20,159.58598
12/21,161.32162
12/22,160.28072
12/23,159.68365
12/24,160.68694
12/25,161.40977
12/26,163.3926
12/27,161.86963
12/28,162.84235
