time,iso20
01/01,217.95396
01/02,217.2932
01/03,217.13927
01/04,217.73708
01/05,218.58319
01/06,216.84291
01/07,217.84865
01/08,218.71729
01/09,218.3618
01/10,218.98007
01/11,219.05756
01/12,218.94444
01/13,219.31068
01/14,220.70093
01/15,220.19986
01/16,220.04282
01/17,220.67271
01/18,219.771
01/19,220.80235
01/20,220.49742
01/21,220.22345
01/22,220.40363
01/23,220.4737
01/24,219.88763
01/25,219.58812
01/26,219.87494
01/27,219.38492
01/28,221.01488
01/29,220.21529
01/30,221.46877
01/31,220.308
02/01,220.79149
02/02,221.83711
02/03,221.39444
02/04,220.89915
02/05,220.76813
02/06,221.82619
02/07,220.56856
02/08,221.09438
02/09,221.08864
02/10,220.78163
02/11,221.89014
02/12,220.79262
02/13,220.41924
02/14,221.62097
02/15,221.23553
02/16,220.63382
02/17,221.04727
02/18,221.33759
02/19,220.55579
02/20,222.28955
02/21,222.6713
02/22,221.45947
02/23,222.80641
02/24,221.84686
02/25,222.57634
02/26,222.45247
02/27,222.07747
02/28,222.01686
02/29,226.4432
03/01,222.22043
03/02,222.96315
03/03,223.84587
03/04,223.80264
03/05,224.0257
03/06,224.13435
03/07,224.57405
03/08,222.43486
03/09,223.22952
03/10,224.17766
03/11,224.71745
03/12,226.86026
03/13,226.23265
03/14,226.10794
03/15,227.55815
03/16,227.16553
03/17,228.08118
03/18,227.98691
03/19,227.63525
03/20,225.97469
03/21,227.35506
03/22,228.97263
03/23,225.62782
03/24,227.86465
03/25,226.96117
03/26,225.50967
03/27,225.49101
03/28,225.62733
03/29,223.53813
03/30,222.18471
03/31,222.12907
04/01,222.75865
04/02,221.52829
04/03,221.96759
04/04,222.28618
04/05,222.19495
04/06,222.30132
04/07,221.92108
04/08,221.85005
04/09,222.62709
04/10,221.60393
04/11,222.67743
04/12,222.74551
04/13,222.47466
04/14,222.4886
04/15,222.15234
04/16,221.86919
04/17,221.44115
04/18,220.60335
04/19,219.83904
04/20,220.3757
04/21,220.64157
04/22,219.33633
04/23,219.48376
04/24,220.24144
04/25,219.50412
04/26,218.93297
04/27,219.69646
04/28,218.49774
04/29,218.36351
04/30,218.76994
05/01,219.00116
05/02,220.01228
05/03,219.46768
05/04,219.7939
05/05,219.34456
05/06,219.05241
05/07,219.26025
05/08,219.21991
05/09,218.30183
05/10,218.80443
05/11,217.8323
05/12,217.85059
05/13,217.79626
05/14,217.12997
05/15,216.95187
05/16,216.67001
05/17,216.87735
05/18,216.68417
05/19,215.99747
05/20,215.91397
05/21,216.84145
05/22,215.72675
05/23,216.6203
05/24,215.91086
05/25,215.76062
05/26,215.2715
05/27,215.25644
05/28,214.85516
05/29,214.77916
05/30,214.17445
05/31,213.98473
06/01,213.62198
06/02,213.02153
06/03,213.08878
06/04,212.30309
06/05,212.4383
06/06,212.70493
06/07,211.40932
06/08,211.61894
06/09,211.39853
06/10,210.69629
06/11,210.3747
06/12,209.80658
06/13,208.78232
06/14,209.36066
06/15,208.99223
06/16,208.10103
06/17,209.18124
06/18,208.64897
06/19,206.73897
06/20,208.03767
06/21,207.32259
06/22,207.04607
06/23,206.33266
06/24,206.59645
06/25,206.31133
06/26,206.87787
06/27,206.37425
06/28,206.2476
06/29,205.59825
06/30,205.56152
07/01,206.11139
07/02,204.95401
07/03,205.7207
07/04,205.89897
07/05,205.13335
07/06,205.52643
07/07,205.8
07/08,205.3033
07/09,206.38196
07/10,205.05405
07/11,205.05673
07/12,206.19357
07/13,205.18513
07/14,206.30696
07/15,205.6496
07/16,206.37505
07/17,206.37575
07/18,208.51596
07/19,207.0254
07/20,206.00694
07/21,206.22113
07/22,207.09248
07/23,206.42387
07/24,207.25568
07/25,207.2233
07/26,206.96045
07/27,208.08958
07/28,206.40506
07/29,206.99576
07/30,208.36066
07/31,208.4457
08/01,207.75737
08/02,208.29193
08/03,208.23882
08/04,208.39687
08/05,208.92047
08/06,208.42113
08/07,209.51085
08/08,208.86632
08/09,208.89609
08/10,208.86696
08/11,208.50684
08/12,208.52069
08/13,208.5757
08/14,208.04707
08/15,208.38725
08/16,207.7014
08/17,207.96255
