time,iso20
01/01,195.64362
01/02,195.337
01/03,197.96472
01/04,197.47516
01/05,196.34325
01/06,197.98921
01/07,199.85103
01/08,200.0088
01/09,200.97923
01/10,201.01065
01/11,201.43001
01/12,202.00777
01/13,202.09192
01/14,202.937
01/15,202.19527
01/16,203.2544
01/17,202.94147
01/18,203.15901
01/19,201.7218
01/20,201.91786
01/21,202.63171
01/22,201.81992
01/23,199.78053
01/24,200.2575
01/25,200.50183
01/26,199.83936
01/27,199.71996
01/28,201.24515
01/29,201.28125
01/30,200.03206
01/31,200.58511
02/01,199.46661
02/02,199.93102
02/03,202.19536
02/04,202.08305
02/05,202.23808
02/06,201.93169
02/07,203.47227
02/08,205.38776
02/09,205.46468
02/10,206.05804
02/11,206.17407
02/12,206.32582
02/13,204.5465
02/14,204.96243
02/15,205.60472
02/16,204.09528
02/17,204.09888
02/18,205.69194
02/19,202.65231
02/20,202.92888
02/21,202.27287
02/22,203.84651
02/23,203.22484
02/24,202.59073
02/25,201.0275
02/26,202.58522
02/27,203.81088
02/28,204.70409
02/29,207.85188
03/01,204.82799
03/02,203.56526
03/03,205.20172
03/04,203.71603
03/05,203.39107
03/06,202.98334
03/07,202.89659
03/08,204.17227
03/09,203.47592
03/10,202.30193
03/11,202.67079
03/12,203.40027
03/13,202.21468
03/14,200.90761
03/15,201.92105
03/16,200.6084
03/17,199.8672
03/18,200.53862
03/19,198.83746
03/20,198.73354
03/21,199.79932
03/22,197.7654
03/23,197.97025
03/24,197.96068
03/25,197.68152
03/26,199.0076
03/27,199.43338
03/28,197.1196
03/29,197.14941
03/30,198.31573
03/31,195.96034
04/01,195.35458
04/02,195.29698
04/03,192.51155
04/04,193.77211
04/05,192.03229
04/06,189.34209
04/07,189.01656
04/08,190.42346
04/09,188.53133
04/10,187.48093
04/11,188.62633
04/12,187.19821
04/13,187.24692
04/14,189.49422
04/15,189.38731
04/16,189.17984
04/17,188.0029
04/18,187.36516
04/19,187.52982
04/20,188.35246
04/21,187.43771
04/22,186.95549
04/23,188.30066
04/24,186.75928
04/25,186.42133
04/26,185.42184
04/27,185.39151
04/28,184.96605
04/29,184.51816
04/30,182.3747
05/01,184.16563
05/02,184.0258
05/03,182.18124
05/04,182.1793
05/05,182.31065
05/06,180.77133
05/07,181.1272
05/08,180.80814
05/09,179.05563
05/10,178.51292
05/11,180.79489
05/12,179.32675
05/13,179.27805
05/14,178.53609
05/15,178.0387
05/16,178.33072
