time,iso20
01/01,165.3192
01/02,165.25128
01/03,166.24266
01/04,165.98639
01/05,164.98943
01/06,164.63478
01/07,163.28781
01/08,165.19872
01/09,166.18152
01/10,167.06944
01/11,166.78333
01/12,165.67596
01/13,165.53918
01/14,165.18271
01/15,163.9286
01/16,164.62494
01/17,164.30643
01/18,164.90927
01/19,165.19998
01/20,165.74529
01/21,166.36615
01/22,166.41592
01/23,166.43932
01/24,167.0943
01/25,166.77992
01/26,165.27211
01/27,165.36513
01/28,163.36258
01/29,165.16257
01/30,165.57614
01/31,166.71603
02/01,168.054
02/02,166.47565
02/03,164.98924
02/04,166.48088
02/05,168.17047
02/06,166.39258
02/07,166.75252
02/08,166.37411
02/09,165.63573
02/10,166.67746
02/11,166.75243
02/12,167.37094
02/13,169.40869
02/14,170.58519
02/15,171.45004
02/16,169.65239
02/17,170.27306
02/18,171.13611
02/19,170.44417
02/20,171.27272
02/21,171.77379
02/22,172.31398
02/23,172.95242
02/24,173.47672
02/25,173.20988
02/26,174.09366
02/27,174.29517
02/28,174.67632
02/29,179.68568
03/01,175.89989
03/02,174.4352
03/03,173.23488
03/04,174.31595
03/05,174.32527
03/06,176.07327
03/07,174.8541
03/08,177.12914
03/09,176.84438
03/10,175.66074
03/11,175.5262
03/12,176.53323
03/13,176.69182
03/14,177.61276
03/15,178.2368
03/16,177.9305
03/17,177.6099
03/18,178.93515
03/19,177.36037
03/20,177.87758
03/21,179.49904
03/22,178.50122
03/23,177.80086
03/24,178.87764
03/25,178.62062
03/26,178.19974
03/27,180.21489
03/28,180.90125
03/29,179.31737
03/30,177.6017
03/31,178.10513
04/01,177.4863
04/02,178.5644
04/03,179.16393
04/04,178.1989
04/05,178.2653
04/06,178.5396
04/07,179.9825
04/08,179.01588
04/09,177.88026
04/10,178.4635
04/11,178.9718
04/12,177.82115
04/13,177.53452
04/14,177.89787
04/15,179.04868
04/16,176.66525
04/17,177.84251
04/18,178.5454
04/19,180.07144
04/20,177.65056
04/21,176.98857
04/22,177.68504
04/23,177.5671
04/24,177.78775
04/25,177.8196
04/26,177.2197
04/27,177.8615
04/28,177.75113
04/29,179.7327
04/30,179.29076
05/01,178.1703
05/02,179.17393
05/03,179.34619
05/04,179.30144
05/05,178.66983
05/06,177.442
05/07,176.76457
05/08,177.9202
05/09,178.63274
05/10,177.28644
05/11,177.52438
05/12,177.31424
05/13,178.42366
05/14,177.9662
05/15,177.2136
05/16,178.92609
05/17,178.18033
05/18,178.00461
05/19,177.8243
05/20,176.67616
05/21,175.9098
05/22,177.30804
05/23,177.14474
05/24,178.06543
05/25,177.7752
05/26,177.44016
05/27,177.13068
05/28,177.09468
05/29,175.77357
05/30,176.00558
05/31,174.95592
06/01,174.60663
06/02,175.16508
06/03,174.14314
06/04,173.98625
06/05,173.15068
06/06,172.86186
06/07,173.57759
06/08,173.775
06/09,173.34094
06/10,172.622
06/11,172.18694
06/12,171.87488
06/13,172.79692
06/14,173.41356
06/15,173.21965
06/16,173.7091
06/17,173.61946
06/18,173.40964
06/19,173.57655
06/20,173.66139
06/21,175.38446
06/22,174.95798
06/23,173.74118
06/24,174.42313
06/25,176.0191
06/26,176.04079
06/27,175.47243
06/28,176.21053
06/29,174.91449
06/30,175.3248
07/01,175.41805
07/02,174.34909
07/03,172.91966
07/04,174.93765
07/05,174.05177
07/06,174.16489
07/07,174.39133
07/08,173.61168
07/09,172.69246
07/10,173.41588
07/11,173.47746
07/12,170.76044
07/13,171.19696
07/14,171.7693
07/15,171.7733
07/16,171.06946
07/17,169.87096
07/18,170.8207
07/19,170.79285
07/20,170.39256
07/21,170.37897
07/22,170.29579
07/23,170.58015
07/24,170.90321
07/25,170.0976
07/26,169.78827
07/27,168.86111
07/28,169.19276
07/29,168.46115
07/30,168.5595
07/31,169.80997
08/01,168.90282
08/02,167.66225
08/03,168.01877
08/04,169.81415
08/05,169.89307
08/06,170.77408
08/07,170.71396
08/08,171.82239
08/09,170.74113
08/10,170.20413
08/11,170.25409
08/12,170.54854
08/13,169.27356
08/14,169.06943
08/15,169.5792
08/16,169.23889
08/17,168.99277
08/18,167.79265
08/19,168.26534
08/20,168.54088
08/21,168.5226
08/22,167.15149
08/23,166.38913
08/24,166.51918
08/25,166.81279
08/26,166.91711
08/27,167.02351
08/28,166.07967
08/29,166.49736
08/30,167.61601
08/31,167.1179
09/01,167.12334
09/02,166.14366
09/03,166.32011
09/04,167.56157
09/05,167.5953
09/06,167.57858
09/07,166.54756
09/08,167.00552
09/09,168.25772
09/10,166.85751
09/11,167.30461
09/12,167.71426
09/13,169.0604
09/14,167.57945
09/15,168.506
09/16,167.13968
09/17,167.18216
09/18,168.29709
09/19,168.99982
09/20,167.35281
09/21,166.70796
09/22,167.54604
09/23,168.3001
09/24,168.78665
09/25,168.36418
09/26,168.01314
09/27,168.69351
09/28,170.12285
09/29,169.73634
09/30,168.4478
10/01,168.85585
10/02,168.15816
10/03,170.93242
10/04,170.85815
10/05,168.74112
10/06,167.46135
10/07,169.20175
10/08,168.70155
10/09,169.04065
10/10,168.84753
10/11,169.04198
10/12,169.01044
10/13,167.79773
10/14,168.50835
10/15,169.6565
10/16,169.21039
10/17,169.41672
10/18,169.5046
10/19,171.63261
10/20,170.81966
10/21,171.18216
10/22,171.49635
10/23,170.70839
10/24,170.77112
10/25,169.7954
10/26,169.35944
10/27,170.87093
10/28,171.37045
10/29,170.52034
10/30,172.21614
10/31,172.70065
11/01,172.03728
11/02,171.45879
11/03,171.93172
11/04,170.31218
11/05,170.37727
11/06,172.11153
11/07,172.49196
11/08,173.45639
