time,1,5,10,15,25,35,50,60,75,100,125,150,200,250,300,470,500
05/06,29.627937,29.83015,29.822964,29.822762,29.475187,29.834179,29.400795,29.76006,28.946493,28.324812,27.103182,24.754032,17.966618,12.546508,11.289,8.79,8.443138
05/07,29.654673,29.828098,29.815443,29.813717,29.535326,29.821608,29.45516,29.737434,28.929419,28.374144,27.11642,24.741451,17.83324,12.424217,11.307357,8.84,8.534771
05/08,29.701004,29.871777,29.86176,29.855057,29.562332,29.853361,29.479563,29.74063,28.914175,28.39415,27.132132,24.787325,17.841913,12.395161,11.318135,8.92,8.471104
05/09,29.733557,29.90635,29.901735,29.897354,29.568098,29.858316,29.506388,29.794033,28.952559,28.403631,27.124254,24.854385,17.9978,12.360859,11.311361,9.26,8.500739
05/10,29.728806,29.894894,29.871605,29.87247,29.57354,29.832247,29.4797,29.796188,28.974817,28.345106,26.973906,24.644617,17.859856,12.385417,11.323857,9.19,8.470932
05/11,29.738356,29.806314,29.803638,29.810944,29.593643,29.789455,29.504318,29.656038,28.988794,28.353577,26.94444,24.610584,17.589834,12.29203,11.3066225,8.89,8.498947
05/12,29.714104,29.753395,29.727814,29.72174,29.604198,29.655113,29.490294,29.47453,29.002907,28.345564,27.0517,24.723759,17.500648,12.338042,11.271616,9.11,8.4634075
05/13,29.790003,29.762585,29.734005,29.719719,29.651562,29.724083,29.503403,29.38867,29.011736,28.344437,27.051182,24.710644,17.580074,12.28926,11.244956,9.11,8.434842
05/14,29.815744,29.769426,29.743963,29.732378,29.687893,29.682934,29.575918,29.299646,29.03256,28.286722,26.98158,24.652458,17.54866,12.385028,11.296866,9.02,8.45249
05/15,29.81185,29.813711,29.780655,29.773418,29.690498,29.719303,29.576748,29.370037,29.012148,28.252182,26.94717,24.628712,17.477816,12.397073,11.304014,9.01,8.478909
05/16,29.814695,29.852833,29.843437,29.837036,29.67999,29.817394,29.555092,29.511211,29.010422,28.235271,26.961702,24.50981,17.562458,12.348481,11.29354,8.84,8.446947
05/17,29.788017,29.93805,29.902729,29.890694,29.661646,29.858116,29.585293,29.637482,28.985302,28.230858,26.885319,24.328833,17.599163,12.355773,11.282027,8.88,8.449186
05/18,29.810678,29.966282,29.940445,29.929081,29.6717,29.884773,29.622305,29.818027,29.046186,28.261915,26.921253,24.47419,17.630795,12.404242,11.248825,8.95,8.460389
05/19,29.848873,29.97929,29.940218,29.92701,29.656637,29.888744,29.598162,29.732868,28.991894,28.280079,26.957336,24.559387,17.851715,12.372468,11.262858,9.13,8.464875
05/20,29.853498,29.987333,29.95266,29.947004,29.669724,29.903057,29.579044,29.720337,29.00424,28.309942,26.910534,24.583542,17.724117,12.309716,11.223097,9.16,8.423458
05/21,29.870398,29.932846,29.910816,29.910053,29.676048,29.91646,29.579826,29.849308,29.064947,28.313557,26.934996,24.668316,17.575933,12.315316,11.187117,9.07,8.39219
05/22,29.852913,29.916664,29.901632,29.899414,29.67321,29.88467,29.575794,29.840605,29.027367,28.356081,26.932287,24.568249,17.666536,12.316255,11.185725,8.79,8.442088
05/23,29.852327,29.893972,29.87762,29.876648,29.699625,29.869324,29.589964,29.74139,29.061602,28.366575,26.856966,24.412365,17.418316,12.279947,11.173028,8.64,8.410636
