time,1,2,25,50,75,100,125,150,200,250,300,500
01/01,28.442822,29.7,28.486765,28.284483,27.9937,27.696098,26.534073,23.922583,14.273789,11.6645565,11.104532,8.67919
01/02,28.430622,29.65,28.501299,28.310402,28.004221,27.724218,26.558046,24.001675,14.400216,11.684657,11.095093,8.692606
01/03,28.411957,29.6,28.49344,28.333961,28.030191,27.688261,26.534485,23.958303,14.139624,11.665538,11.057568,8.625673
01/04,28.392973,29.66,28.490618,28.319712,28.041838,27.814257,26.70688,24.031761,14.067893,11.6560135,11.073125,8.680028
01/05,28.38606,29.68,28.497046,28.343195,28.052534,27.786795,26.893875,24.20038,14.415453,11.702099,11.097039,8.644857
01/06,28.4008,29.73,28.529043,28.361305,28.10765,27.807673,27.001125,24.226303,14.395247,11.694954,11.111901,8.611486
01/07,28.420835,29.65,28.549911,28.397955,28.094418,27.827293,26.890915,24.03796,14.408168,11.700652,11.116963,8.619064
01/08,28.433592,29.61,28.549017,28.381304,28.081053,27.783548,26.578218,23.912336,14.152841,11.63692,11.044369,8.641641
01/09,28.412569,29.65,28.541862,28.37623,28.108578,27.7816,26.59036,23.951378,13.994798,11.597807,11.018392,8.593999
01/10,28.394386,29.58,28.508753,28.369274,28.056276,27.754335,26.769802,24.22,14.068157,11.640273,11.05727,8.671105
01/11,28.371243,29.54,28.483849,28.332298,28.044441,27.750032,26.71819,24.242834,14.133401,11.611431,11.033438,8.6695595
01/12,28.389067,29.58,28.48291,28.34647,28.068066,27.723917,26.627897,24.095055,14.08588,11.628471,11.041719,8.694993
01/13,28.398458,29.57,28.489225,28.374565,28.09026,27.702667,26.506687,23.825184,14.203138,11.659309,11.067028,8.705711
01/14,28.407907,29.59,28.515594,28.382973,28.154251,27.758673,26.394592,23.743965,14.203297,11.670898,11.083713,8.666975
01/15,28.403996,29.51,28.525965,28.389393,28.143875,27.760447,26.40317,23.681286,14.110244,11.651275,11.035783,8.698932
01/16,28.393147,29.45,28.518526,28.393887,28.085354,27.716873,26.39944,23.784668,14.216838,11.669258,11.04177,8.679501
01/17,28.411789,29.48,28.490881,28.378008,27.989023,27.640867,26.309368,23.703377,14.273326,11.691345,11.074101,8.644257
01/18,28.404325,29.63,28.48799,28.352573,27.984997,27.665232,26.38114,23.839046,14.2337055,11.659453,11.09087,8.650838
01/19,28.39706,29.9,28.455032,28.297344,27.895863,27.69246,26.377361,24.004402,14.275382,11.686234,11.092293,8.673242
01/20,28.371058,29.6,28.439102,28.258595,27.827772,27.69378,26.445473,23.880348,14.710914,11.722254,11.06781,8.645971
01/21,28.346724,29.55,28.414724,28.220121,27.829672,27.585615,26.600775,23.85928,14.643105,11.708559,11.050624,8.672869
01/22,28.333437,29.6,28.391762,28.17784,27.760303,27.525375,26.618488,24.067074,14.57422,11.6816635,11.049396,8.683043
01/23,28.284355,29.68,28.367498,28.174921,27.819397,27.451065,26.38126,23.51362,14.242012,11.665048,11.045754,8.655032
01/24,28.238108,29.52,28.37066,28.187695,27.838913,27.449593,26.409836,23.768341,14.223148,11.67473,11.047695,8.610078
01/25,28.235561,29.45,28.366392,28.177546,27.840864,27.392717,26.35251,24.19351,14.312618,11.706636,11.067636,8.65601
01/26,28.186518,29.6,28.332483,28.134686,27.80631,27.36345,26.294138,24.032091,14.307752,11.682495,11.055595,8.636164
01/27,28.148632,29.89,28.304358,28.10312,27.7973,27.37574,26.389887,24.098633,14.239797,11.665886,11.0431,8.68759
01/28,28.121862,29.55,28.25664,28.09329,27.841625,27.483862,26.850538,24.249296,14.21973,11.700578,11.047563,8.691379
01/29,28.100746,29.74,28.23246,28.061623,27.828962,27.519844,26.918932,24.499826,14.500257,11.733081,11.081001,8.720264
01/30,28.086882,29.6,28.24184,28.053541,27.827951,27.541265,26.951223,24.323181,14.380188,11.726379,11.102318,8.7366085
01/31,28.097427,29.65,28.22533,28.048952,27.829744,27.5009,26.937613,24.30079,14.440926,11.746766,11.08592,8.747985
02/01,28.131142,29.66,28.243849,28.06112,27.863695,27.435251,26.689322,24.210173,14.628947,11.789364,11.083275,8.728934
02/02,28.119362,29.6,28.252481,28.088167,27.882896,27.394163,26.669228,24.029,14.797028,11.792805,11.090213,8.746536
02/03,28.128916,29.59,28.245842,28.099573,27.855001,27.390795,26.677895,24.111794,14.687622,11.764801,11.050358,8.6870365
02/04,28.085752,29.62,28.22572,28.094019,27.858349,27.364115,26.410784,23.938892,14.438451,11.73456,11.014798,8.684898
02/05,28.122303,29.73,28.225183,28.089144,27.869812,27.424301,26.492218,23.85085,14.401581,11.709939,11.043044,8.7014065
02/06,28.17307,29.7,28.217232,28.057446,27.804594,27.43154,26.569246,23.909977,14.482074,11.69737,11.024442,8.687887
02/07,28.093166,29.7,28.180815,28.060814,27.723423,27.376106,26.453552,23.926819,14.507269,11.682772,11.048306,8.681616
02/08,28.083157,29.7,28.180822,28.074364,27.77956,27.465904,26.322632,23.803486,14.464288,11.718746,11.085795,8.706622
02/09,28.103893,29.7,28.183971,28.061384,27.78511,27.414621,26.360577,23.46624,14.420098,11.649862,11.054988,8.683534
02/10,28.15142,29.65,28.211073,28.065117,27.744972,27.316473,26.335669,23.737322,14.451896,11.680195,11.029381,8.6657095
02/11,28.136463,29.6,28.207422,28.163214,27.696604,27.328634,26.443245,23.64016,14.544094,11.663799,11.054116,8.647972
02/12,28.137722,29.58,28.21474,28.17263,27.739014,27.366346,26.633286,23.941744,14.421428,11.674757,11.033341,8.680277
02/13,28.1801,29.65,28.215372,28.179588,27.794096,27.377655,26.630005,23.692629,14.469895,11.621781,11.004949,8.671444
02/14,28.190355,29.63,28.232677,28.197248,27.732918,27.373001,26.549768,23.720251,14.472139,11.645367,11.041106,8.710608
02/15,28.2232,29.64,28.261875,28.251596,27.776842,27.377115,26.488758,23.643831,14.441295,11.646513,11.019162,8.672526
02/16,28.243908,29.69,28.27752,28.255156,27.837532,27.430063,26.612299,23.730726,14.470613,11.628117,10.988575,8.650199
02/17,28.191614,29.71,28.26639,28.234093,27.722443,27.318262,26.48912,23.810562,14.461116,11.666088,10.991052,8.605961
02/18,28.208708,29.75,28.285168,28.249985,27.628508,27.285177,26.634668,23.84426,14.38417,11.644453,10.98733,8.587635
02/19,28.200598,29.7,28.270903,28.217354,27.573437,27.279127,26.614286,23.835218,14.435639,11.626553,10.983436,8.560826
02/20,28.182407,29.78,28.21948,28.182816,27.627987,27.313902,26.428684,23.81738,14.382594,11.594192,11.00213,8.586057
02/21,28.116583,29.75,28.184124,28.17491,27.681955,27.337769,26.266827,23.909727,14.331066,11.570817,11.016495,8.538413
02/22,28.120289,29.72,28.195602,28.191666,27.713379,27.31415,26.353508,23.90741,14.689742,11.636491,11.014748,8.569615
02/23,28.119165,29.63,28.206718,28.192812,27.724958,27.335821,26.266092,23.794989,14.509548,11.644042,11.016632,8.553188
02/24,28.059128,29.51,28.172066,28.185356,27.73806,27.375452,26.354765,23.87716,14.400415,11.621846,11.021163,8.594253
02/25,28.042568,29.44,28.138006,28.16123,27.72119,27.328268,26.3228,23.736673,14.562322,11.633844,11.015893,8.624439
02/26,28.065685,29.45,28.16751,28.15545,27.62837,27.35222,26.295313,23.514053,14.549007,11.657084,11.040225,8.601934
02/27,28.089546,29.46,28.18149,28.14197,27.638851,27.268915,26.255915,23.52871,14.70318,11.661669,11.041198,8.649755
02/28,28.090101,29.44,28.20421,28.126732,27.652744,27.251755,26.291897,23.671904,14.595164,11.656682,11.050484,8.643742
02/29,27.618776,,28.287048,27.961212,27.539188,27.124805,26.5729,23.609467,14.827527,11.783738,11.0821905,8.475806
03/01,28.113676,29.52,28.217249,28.133287,27.717276,27.280859,26.212395,23.377378,14.901132,11.686144,11.031387,8.603438
03/02,28.087835,29.49,28.203558,28.120996,27.690208,27.240484,26.150131,23.418663,14.734724,11.668673,11.03196,8.606184
03/03,28.120651,29.4,28.18872,28.14898,27.701159,27.216513,26.168657,23.515379,14.827258,11.593272,11.014529,8.5795
03/04,28.090658,29.32,28.190939,28.17578,27.774914,27.264284,26.1004,23.290316,14.859592,11.582168,11.00742,8.596428
03/05,28.051514,29.31,28.174171,28.164003,27.796944,27.258764,25.885452,23.42125,14.727269,11.53903,11.000156,8.585529
03/06,28.107887,29.24,28.189054,28.142616,27.721912,27.228128,26.044624,23.577253,14.772471,11.549015,10.994721,8.585567
03/07,28.159143,29.25,28.208511,28.16564,27.712414,27.23974,26.051825,23.314583,14.699302,11.611115,11.019663,8.559335
03/08,28.206383,,28.20623,28.15798,27.794111,27.335527,26.165123,23.427969,14.829467,11.651096,11.049896,8.592712
03/09,28.184341,,28.256834,28.171183,27.817577,27.327547,26.168745,23.303247,14.912131,11.639594,11.037798,8.602832
03/10,28.162468,,28.250109,28.157507,27.830141,27.335852,26.089201,23.344141,14.995617,11.644533,11.027613,8.562303
03/11,28.195135,,28.249155,28.166105,27.822798,27.29229,26.040258,23.18451,14.780931,11.629918,11.009573,8.593525
03/12,28.19061,,28.234713,28.176825,27.833523,27.314732,26.001154,22.959541,14.760249,11.594199,11.001015,8.575497
03/13,28.174437,,28.251738,28.2022,27.871239,27.378496,25.996042,23.12336,14.814229,11.582381,10.96294,8.59308
03/14,28.192307,,28.335138,28.274817,27.979336,27.38678,25.89289,23.079767,14.533993,11.599592,10.970005,8.588886
03/15,28.146643,,28.295286,28.212206,27.857573,27.284178,25.838873,23.059986,14.493688,11.634747,10.984017,8.566902
03/16,28.19465,,28.310364,28.20645,27.778536,27.27547,25.714655,22.922308,14.225665,11.579902,10.980022,8.525341
03/17,28.245766,,28.33064,28.239025,27.766207,27.336102,25.771961,22.994665,14.205959,11.601789,10.983201,8.511682
03/18,28.257025,,28.334433,28.25154,27.890898,27.427593,25.805168,22.882088,14.186532,11.619224,10.979266,8.546057
03/19,28.241491,,28.333746,28.252008,27.889126,27.316212,25.639994,22.791645,14.307649,11.662312,10.98185,8.514145
03/20,28.26713,,28.33203,28.22453,27.824654,27.30312,25.647846,22.627935,14.548841,11.650749,11.009299,8.497154
03/21,28.29206,,28.321884,28.218287,27.81498,27.167446,25.64047,22.536892,14.411411,11.607932,11.019981,8.504268
03/22,28.32168,,28.334078,28.223251,27.78946,27.22745,25.810854,22.746082,14.31522,11.589893,10.993717,8.494455
03/23,28.343672,,28.350504,28.277174,27.913944,27.3753,25.865274,22.800535,14.428033,11.631105,10.993312,8.523261
03/24,28.354187,,28.286121,28.29063,27.904375,27.354998,25.623869,22.649729,14.548392,11.603654,10.998929,8.523579
