time,1,5,10,13,20,40,60,80,100,120,140,180,300,500
01/01,25.793077,25.7025,25.810715,25.985,25.703077,21.52,16.703571,15.328572,14.534286,13.957857,13.532858,12.782308,11.549091,9.475455
01/02,25.755384,25.646667,25.779285,26.125,25.714617,21.286924,16.628462,15.232142,14.485,13.92,13.51,12.781539,11.553636,9.473637
01/03,25.703077,25.639168,25.742144,25.985,25.682308,21.135386,16.603848,15.292143,14.523572,13.951429,13.51,12.777693,11.586364,9.455455
01/04,25.714167,25.640833,25.747143,26.015,25.670769,21.143076,16.662308,15.350769,14.473572,13.915715,13.468572,12.774616,11.593,9.455455
01/05,25.703077,25.604546,25.747858,26.055,25.659231,21.032307,16.596153,15.224999,14.450714,13.888572,13.451428,12.768462,11.583636,9.461819
01/06,25.675835,25.551819,25.707857,26.015,25.637693,21.109232,16.724615,15.283571,14.46,13.86,13.411428,12.758462,11.566364,9.459091
01/07,25.636923,25.523638,25.69,26.03,25.514616,21.375385,16.69,15.269286,14.417857,13.829286,13.405714,12.741538,11.589091,9.491818
01/08,25.605001,25.47091,25.654999,26.085,25.594614,21.401539,16.76,15.288571,14.45,13.864286,13.412143,12.725384,11.564546,9.503636
01/09,25.56077,25.417273,25.617857,26.025,25.467693,21.641539,16.733076,15.256429,14.410001,13.819285,13.3785715,12.698462,11.573636,9.514545
01/10,25.483847,25.326363,25.539999,25.974998,25.393076,21.58154,16.756153,15.297857,14.454286,13.867143,13.409286,12.708462,11.547273,9.501818
01/11,25.453077,25.300909,25.507856,25.95,25.417692,21.543077,16.696922,15.263572,14.447143,13.854286,13.381429,12.6607685,11.536364,9.4745455
01/12,25.438334,25.285456,25.483076,25.95,25.326923,21.716923,16.746153,15.317693,14.506923,13.923077,13.41923,12.713333,11.557,9.444
01/13,25.429167,25.282728,25.470715,25.87,25.376156,21.696922,16.844616,15.386154,14.470714,13.872857,13.380714,12.656154,11.54,9.445455
01/14,25.434166,25.288183,25.470715,25.865,25.356924,21.77077,16.761538,15.350769,14.507692,13.901539,13.406154,12.698334,11.536,9.431
01/15,25.450834,25.305452,25.48,25.835,25.430769,21.678463,16.820768,15.261429,14.439285,13.861428,13.3949995,12.671538,11.55,9.485455
01/16,25.475832,25.322725,25.48643,25.77,25.44077,21.840769,16.846924,15.344615,14.458571,13.8550005,13.37,12.687693,11.535455,9.479091
01/17,25.406668,25.238182,25.430769,25.695,25.390768,21.667692,16.795,15.356154,14.498461,13.912308,13.431539,12.724167,11.503,9.489
01/18,25.356667,25.189093,25.367144,25.25,25.324615,21.793077,16.75923,15.359231,14.431428,13.836428,13.385714,12.706155,11.519091,9.449166
