time,1,5,10,13,15,20,25,30,35,40,50,60,80,100,120,140,170,180,245,280,285,300,420,445,450,470,500
01/25,24.701855,25.081112,25.103462,25.18,24.96432,24.053478,24.927174,,24.859123,22.983177,24.099646,22.095572,19.91576,17.696943,16.274315,14.851868,14.59,13.415902,11.84,11.855,11.99,11.696757,8.51,8.41,8.87,9.77,8.113785
01/26,24.704752,24.952744,25.073038,25.19,24.8912,23.968964,24.84138,,24.74397,22.855345,23.820122,21.824362,19.463528,17.593117,16.114437,14.770343,14.63,13.359049,11.97,11.934999,12.14,11.610593,8.49,8.39,8.9,10.15,8.091233
01/27,24.727036,24.989199,25.072441,25.16,24.922611,23.933638,24.854895,,24.722042,22.801268,24.075462,21.515179,19.614689,17.615267,16.038828,14.661307,14.16,13.342118,12.1,11.49,11.91,11.630775,8.56,8.78,8.85,9.44,8.079439
01/28,24.817614,25.148344,25.236187,25.32,25.093613,23.966934,25.017704,,24.839224,22.808111,24.145288,21.62069,19.490948,17.532648,16.003006,14.722684,14.1,13.351877,11.97,11.645,12.14,11.707729,8.59,8.69,8.88,9.16,8.089947
01/29,24.886312,25.335348,25.299274,25.2,25.252146,24.059189,25.09847,,24.61329,22.977781,23.324162,21.626688,19.51647,17.662752,16.320335,14.835081,14.92,13.400845,11.95,12.059999,12.46,11.717297,8.62,8.56,8.84,9.43,8.079435
01/30,24.89275,25.35975,25.256678,25.12,25.235855,24.141079,24.892166,,24.32709,23.028446,22.681904,21.593393,19.34688,17.618681,16.23966,14.973705,15.14,13.442206,11.86,12.059999,12.44,11.653744,8.63,8.78,8.85,9.41,8.071534
01/31,24.918144,25.156662,24.405405,23.875,24.989828,24.065765,24.481522,,23.388237,22.921095,21.631319,21.602165,19.575005,17.918905,16.373392,15.115601,15.15,13.367749,11.44,12.03,12.44,11.606186,8.66,8.19,8.93,9.56,8.101704
02/01,24.935616,24.986609,24.4271,24.03,24.764942,24.007671,24.396368,,23.569517,22.931505,22.121513,21.68146,19.571804,17.771734,16.351532,15.06619,14.89,13.370121,11.35,11.605,12.43,11.606431,8.9,8.19,8.83,9.63,8.146218
02/02,24.978527,24.651157,24.49845,24.315,24.326828,24.09717,23.765648,,23.066305,22.947105,22.687862,21.613638,19.491072,17.809801,16.555925,15.056258,14.82,13.337225,11.57,11.625,12.36,11.597603,8.78,8.35,8.54,9.13,8.110471
02/03,24.9527,24.653591,24.426832,24.23,24.426416,24.077913,24.097214,,23.763374,22.863035,23.651506,21.685886,19.693361,17.918097,16.797775,15.2503395,15.0,13.362533,11.47,11.764999,12.38,11.626459,8.67,8.21,8.72,9.02,8.142644
02/04,24.950018,24.82356,24.322088,23.875,24.709373,23.995516,24.592579,,24.478008,22.847174,24.271244,21.699594,19.405352,17.769762,16.606224,15.100297,14.25,13.321329,11.18,11.79,12.37,11.660088,8.53,8.18,8.67,9.46,8.128827
02/05,24.988483,25.044035,24.183487,23.470001,24.957972,23.980013,24.86412,,24.706394,22.809078,24.196115,21.707077,19.634174,17.772392,16.432177,14.854689,13.97,13.26504,11.11,11.78,12.22,11.680168,8.55,7.98,8.84,9.25,8.0638275
02/06,25.041027,25.075632,24.257141,23.634998,24.940771,24.094027,24.762966,,24.504526,23.007645,23.72972,21.836971,19.578287,17.459686,16.19713,14.7377205,14.3,13.255919,11.23,11.535,12.1,11.728752,8.59,7.97,8.82,9.42,8.064642
02/07,25.166183,25.071762,24.195694,23.505001,24.900784,24.22163,24.644455,,24.234837,23.141134,23.249752,21.778505,19.60073,17.502817,16.105597,14.753589,13.95,13.167224,11.4,11.594999,12.02,11.593658,8.58,8.04,8.81,8.97,8.037536
02/08,25.222662,24.950148,24.072044,23.38,24.761118,24.33166,24.530754,,24.128733,23.140326,23.083483,21.812098,19.599373,17.693672,16.365017,14.968057,14.89,13.15243,11.24,11.42,11.99,11.550977,8.68,7.93,8.63,8.7,8.024036
02/09,25.140917,24.666338,23.817259,23.17,24.574537,24.28559,24.451374,,24.196548,23.168444,23.410004,21.875952,19.609747,17.684107,16.36423,15.03778,15.22,13.154862,10.85,11.675,11.93,11.668825,8.81,7.83,8.63,8.56,8.103778
02/10,25.117342,24.65449,23.558296,22.810001,24.535164,24.235107,24.395477,,24.197649,23.145512,23.71096,21.883024,19.619379,17.58921,16.271479,14.960925,14.09,13.125746,11.68,11.955,11.96,11.634494,9.35,7.9,8.76,8.57,8.133636
02/11,25.148457,24.882523,23.654488,22.92,24.655287,24.169527,24.475573,,24.304667,23.139297,24.057507,21.943087,19.740625,17.60122,16.054876,14.7790165,14.87,13.11482,11.57,12.045,12.09,11.506904,9.82,7.88,8.77,8.96,8.070636
02/12,25.291113,25.16669,23.744066,22.865,24.975523,24.15705,24.773354,,24.53854,23.104576,24.169199,21.958202,19.699987,17.660215,16.074375,14.737082,15.0,13.156096,11.32,11.965,12.16,11.508522,9.2,7.81,8.71,9.36,8.052129
02/13,25.301958,25.197525,23.879715,23.075,25.00773,24.2054,24.811459,,24.577637,23.022676,24.133978,21.784445,19.25452,17.28307,15.81396,14.630111,14.6,13.102238,11.18,11.695,12.01,11.411689,9.16,7.89,8.54,9.45,8.050611
02/14,25.279774,25.307703,23.992537,23.23,25.068838,24.195936,24.793423,,24.49759,22.889833,23.929077,21.321112,18.928522,17.326647,16.029415,14.79029,15.31,13.213662,11.24,11.865,12.09,11.547461,9.43,8.02,8.62,10.03,8.086408
02/15,25.399706,25.530426,24.029669,23.095,25.256739,24.285877,24.768381,,24.294338,22.89305,23.866583,21.713276,19.392061,17.566391,16.199797,14.859525,15.29,13.284033,11.03,11.93,12.16,11.515676,9.6,8.02,8.61,10.61,8.122627
02/16,25.530973,25.605871,24.183584,23.314999,25.45167,24.341297,24.92385,,24.1945,23.034412,23.66241,21.77192,19.370035,17.409327,16.220074,14.756842,14.96,13.293576,11.11,11.940001,12.32,11.4831505,9.58,8.13,8.3,10.08,8.044924
02/17,25.570093,25.59159,24.138186,23.130001,25.46866,24.447899,25.111448,,24.205425,23.124987,23.66189,21.865057,19.401543,17.479078,16.089132,14.752655,14.85,13.25943,11.08,11.934999,12.48,11.535348,9.57,8.11,8.13,10.13,8.067238
02/18,25.615011,25.436455,24.079569,23.095,25.283894,24.368702,24.961098,,24.400633,23.016926,23.573433,21.75215,19.290678,17.64168,16.209766,14.681149,14.59,13.276238,11.21,11.495001,12.4,11.613289,8.84,8.09,8.01,10.06,8.045464
02/19,25.65515,25.31705,23.956713,23.05,25.097576,24.41914,24.542273,,24.006838,22.846916,23.22067,21.475883,19.07511,17.37861,16.025255,14.480667,14.13,13.252799,11.36,11.674999,12.65,11.551567,8.73,8.27,8.12,10.52,8.039019
02/20,25.5748,25.080536,23.813576,23.085,24.73506,24.383995,24.068228,,23.69872,22.825071,22.460588,21.327915,18.810349,17.029198,15.719826,14.467911,14.32,13.236098,11.38,11.68,12.69,11.490412,8.53,8.38,8.07,9.51,8.08593
02/21,25.468113,25.049696,23.747557,23.02,24.672632,24.430567,24.04177,,23.50735,22.991926,22.736279,21.3548,18.749918,16.987873,15.784808,14.509599,14.26,13.301507,11.54,11.755,12.48,11.463857,8.55,8.32,8.2,9.09,8.12542
02/22,25.47554,25.042068,23.77128,23.015,24.74005,24.456978,24.227062,,23.492266,23.178347,23.033453,21.529682,19.157927,17.132832,15.602631,14.447696,13.6,13.2664385,11.49,11.785,12.28,11.515847,9.57,8.11,8.07,8.83,8.146977
02/23,25.499348,25.045828,23.809164,23.119999,24.6896,24.509136,24.32673,,23.85291,23.224936,23.27472,21.302694,19.111025,17.186852,15.462221,14.330866,13.27,13.239613,11.2,11.49,12.18,11.461863,8.68,8.04,7.85,8.52,8.042662
02/24,25.50267,25.119637,23.747206,23.045,24.715588,24.503687,24.369581,,23.980822,23.179739,23.167753,21.306826,19.13075,17.370066,15.525319,14.316843,13.35,13.259628,11.67,11.405,12.19,11.510038,8.44,8.1,7.91,8.45,8.063225
02/25,25.497782,25.53866,23.801264,22.895,25.138523,24.513094,24.873945,,24.56388,23.092375,23.872576,21.415852,19.316404,17.462652,15.5308,14.335958,13.37,13.23342,11.53,11.34,12.16,11.554667,8.48,8.15,7.99,8.49,8.055462
02/26,25.576998,25.619461,23.886024,22.945,25.34446,24.554255,25.03584,,24.724588,23.074995,23.630789,21.52112,19.210917,17.416256,15.483599,14.292481,13.54,13.181979,11.37,11.445,12.2,11.572349,8.3,8.1,8.02,8.7,8.0534
02/27,25.545282,25.574478,23.861633,22.900002,25.408749,24.516882,25.15403,,24.852116,22.9084,23.9089,21.142027,18.963852,16.987692,15.467519,14.2457485,13.52,13.156974,11.42,11.66,12.21,11.50334,8.3,8.12,7.96,8.68,8.090185
02/28,25.525507,25.357271,23.772436,22.95,25.26942,24.492205,25.106071,,24.841282,23.025719,24.068596,21.32988,19.028715,16.961588,15.36044,14.1900425,13.59,13.168219,11.53,11.29,12.26,11.515831,8.29,8.32,7.99,8.71,8.004045
02/29,26.009731,25.51573,25.431477,,25.375631,25.01877,25.261599,,25.111677,23.933834,24.634987,22.511562,19.812357,17.613161,15.620041,14.230965,,13.035582,,11.83,,11.276135,8.34,,,,7.966395
03/01,25.592623,25.453192,23.837402,22.990002,25.33201,24.384222,25.202871,,25.020037,22.950386,24.483665,21.269962,19.153671,17.112005,15.556061,14.238819,13.85,13.169621,11.51,11.18,12.21,11.525496,8.33,8.47,7.99,8.39,7.9925656
03/02,25.572485,25.350864,23.789688,22.994999,25.143097,24.441782,25.019804,,24.893476,22.962978,24.503408,21.356976,19.198135,17.02714,15.519786,14.36088,13.96,13.243711,11.68,11.309999,12.22,11.566924,8.38,8.38,8.0,8.33,8.042825
03/03,25.70291,25.121626,23.68601,22.880001,24.986116,24.497053,24.876602,,24.710703,22.967432,24.151762,21.240683,19.155428,17.177013,15.614021,14.528428,14.31,13.259416,11.72,11.13,12.27,11.528969,8.31,8.23,7.91,8.38,8.095934
03/04,25.745543,25.563334,23.920156,22.98,25.354465,24.418108,25.169603,,24.98467,22.780436,24.536789,21.005175,18.976236,17.161478,15.483665,14.356217,14.06,13.21091,11.42,11.395,12.3,11.6296215,8.28,8.15,8.28,8.68,8.114423
03/05,25.784552,25.643917,23.9177,22.83,25.408108,24.417257,25.196663,,24.95,22.863066,23.401493,21.108387,19.12031,17.086182,15.402254,14.286735,13.29,13.185663,10.69,11.790001,12.28,11.58451,8.32,7.96,8.55,8.49,8.123389
03/06,25.721226,25.882494,24.09156,23.03,25.686678,24.510353,25.419144,,25.09348,23.070555,24.494383,21.346727,19.365135,17.114418,15.363389,14.291052,13.59,13.227311,11.29,11.32,12.35,11.592415,8.2,8.04,8.47,8.65,8.091028
03/07,25.7186,25.981329,24.466154,23.494999,25.755991,24.573626,25.413174,,25.021872,23.233513,24.596474,21.671179,19.426668,17.062174,15.529838,14.397507,14.14,13.263556,11.51,11.475,12.24,11.643992,8.36,8.33,8.24,8.89,8.123309
03/08,25.782377,25.980375,24.809532,24.015,25.781998,24.639048,25.455477,,25.133097,23.363482,24.658138,21.807577,19.38789,17.096521,15.526988,14.41343,14.17,13.272023,11.47,11.785,11.99,11.626595,8.43,8.59,8.23,8.7,8.145402
03/09,25.876184,26.069069,24.940924,24.185,25.85284,24.643171,25.60653,,25.282345,23.446508,24.893744,21.394503,18.955389,16.891088,15.3580675,14.291986,13.25,13.251801,11.49,11.945,11.61,11.614826,8.79,8.7,8.16,8.44,8.177326
03/10,25.912598,26.056664,25.082415,24.395,25.780455,24.73822,25.397585,,24.920492,23.418901,24.603037,21.062883,18.668133,16.598698,15.196158,14.22381,13.56,13.221851,11.74,11.595,11.92,11.543118,8.69,8.83,8.17,8.76,8.149518
03/11,26.051275,25.875652,25.1176,24.545,25.6567,24.838972,25.297062,,24.844332,23.392706,24.528399,20.906097,18.50702,16.521597,15.110715,14.133477,13.33,13.183977,11.69,11.42,11.74,11.553029,8.49,8.61,8.06,8.64,8.155328
03/12,26.006153,26.061369,24.999418,24.315,25.84122,24.848755,25.506924,,24.866241,23.083178,24.677185,20.745165,18.665552,16.712,15.296981,14.222403,12.93,13.202826,11.45,11.434999,11.5,11.600402,8.45,8.32,7.95,8.22,8.173298
03/13,25.993301,26.257532,25.077728,24.36,25.99795,24.812984,25.82804,,24.727713,23.197992,24.538042,21.060228,19.071068,17.080326,15.5789995,14.415469,13.09,13.2595,11.43,11.665001,12.07,11.656594,8.2,8.52,8.35,8.39,8.213711
03/14,26.167885,26.590853,25.201273,24.45,26.37926,24.850399,26.258448,,25.228548,23.46789,24.411564,21.1063,19.031504,17.110212,15.5012455,14.3483715,13.23,13.283323,,11.565001,12.13,11.741164,8.38,,8.43,8.15,8.2430725
03/15,26.232817,26.497246,25.197794,24.52,26.208761,24.861862,25.761051,,24.980566,23.51158,24.299515,21.134958,18.941862,17.034115,15.45902,14.344403,13.38,13.246462,12.03,11.61,12.15,11.74658,8.56,9.06,8.04,8.21,8.179647
03/16,26.144464,26.207918,25.184668,24.63,25.935436,24.680138,25.216963,,24.538132,23.213362,22.275934,21.093855,18.98253,17.002197,15.451797,14.332725,13.22,13.178343,11.79,11.535,12.15,11.720345,8.43,8.85,8.31,8.07,8.233471
03/17,26.226501,25.964035,25.062775,24.595001,25.68873,24.762985,25.478556,,24.361977,23.049513,22.485939,20.87654,19.042791,16.920588,15.37306,14.328257,13.16,13.115382,11.65,10.940001,11.84,11.739019,8.41,8.67,8.14,7.99,8.187739
03/18,26.41316,26.146124,25.034317,24.435001,25.891333,24.95675,25.727789,,25.266438,23.372673,23.51785,21.001001,19.212294,16.991312,15.333298,14.292549,13.43,13.198566,11.77,10.335,12.11,11.728495,8.41,8.64,7.9,8.32,8.240757
03/19,26.392548,26.218302,24.999832,24.34,25.920717,25.11267,25.790844,,25.572916,23.442804,24.144909,21.046127,19.224117,16.96251,15.205997,14.231629,13.58,13.184628,11.71,11.719999,12.13,11.716509,8.37,8.89,8.35,8.54,8.254829
03/20,26.41075,26.132572,25.027252,24.37,25.84002,25.157549,25.650747,,25.22424,23.45433,24.424902,21.189484,19.084852,16.696993,15.043793,14.183472,13.43,13.187246,11.62,11.94,11.92,11.712413,8.31,8.9,8.56,8.58,8.193321
03/21,26.398218,26.30004,25.142868,24.455,25.912518,25.180351,25.487654,,25.147734,23.590094,24.98238,21.566534,19.34101,17.06424,15.26834,14.286759,13.33,13.295463,11.56,12.094999,11.84,11.736874,8.44,8.92,8.65,8.5,8.208628
03/22,26.473114,26.488592,25.301867,24.585,26.095175,25.14759,25.636137,,25.352919,23.501797,24.629457,21.688559,19.553207,17.205303,15.375985,14.370855,13.53,13.305019,11.53,11.825001,11.92,11.781587,8.61,8.85,8.61,8.4,8.211336
03/23,26.437174,26.643291,25.413965,24.685001,26.306976,25.113329,25.963972,,25.536867,23.35943,24.36352,21.3722,19.342579,17.263752,15.496685,14.33704,13.57,13.235418,11.46,11.765,11.95,11.729433,8.57,8.5,8.35,8.41,8.180296
03/24,26.570112,26.777302,25.476412,24.72,26.574009,25.189373,26.28677,,25.847837,23.46795,24.873884,21.571226,19.349926,17.126436,15.522231,14.411766,13.51,13.3499155,11.5,11.79,11.87,11.822956,9.01,8.82,8.6,8.49,8.239598
03/25,26.538858,26.80565,25.519709,24.75,26.661955,25.137476,26.448864,,26.079945,23.522243,25.064182,21.649738,19.33504,17.28346,15.591874,14.42034,13.63,13.34364,11.54,11.924999,12.09,11.826464,9.31,8.78,8.68,8.7,8.225734
03/26,26.588179,26.817541,25.578047,24.825,26.71863,25.269848,26.588335,,26.346962,23.658197,25.62037,21.43132,19.26015,17.120735,15.545211,14.363001,13.5,13.292344,11.45,11.889999,12.13,11.81359,9.26,8.95,8.72,9.06,8.1931505
03/27,26.56363,26.886114,25.49465,24.705,26.753359,25.372972,26.603048,,26.38757,23.648647,25.626156,21.620958,19.237028,17.114643,15.524194,14.441436,13.48,13.284848,12.06,12.03,11.98,11.73881,8.52,9.03,8.96,9.08,8.155525
03/28,26.528864,26.87343,25.441309,24.66,26.725355,25.338482,26.530664,,26.204779,23.61388,25.511175,21.798637,19.545933,17.241377,15.644818,14.579854,13.73,13.340302,12.12,12.094999,12.15,11.723315,8.99,9.02,9.08,9.05,8.181266
03/29,26.56249,26.910875,25.325247,24.5,26.712093,25.362276,26.459312,,26.018335,23.87389,25.141382,21.934374,19.390528,17.180138,15.521851,14.449884,13.75,13.280007,11.41,12.12,12.23,11.739774,9.29,8.7,8.91,8.96,8.226115
03/30,26.646204,26.814026,25.253288,24.465,26.649426,25.427551,26.377789,,25.951462,23.923027,24.39688,21.724651,19.295609,17.324991,15.551233,14.454763,14.17,13.233941,11.34,12.08,12.41,11.853807,9.1,8.53,9.06,9.81,8.256771
03/31,26.67762,26.783245,25.212744,24.39,26.66163,25.458143,26.50784,,26.152605,23.827465,24.991861,21.620443,19.510485,17.421587,15.799624,14.602409,14.15,13.30369,11.52,12.195,12.64,11.853072,9.12,8.33,9.24,11.63,8.273179
04/01,26.69007,26.830494,25.123514,24.15,26.722414,25.475878,26.57253,,26.09119,23.718128,24.426472,21.531643,19.409624,17.489317,15.868738,14.542067,14.19,13.332788,12.04,12.23,12.7,11.835358,9.26,8.68,9.36,11.18,8.279788
04/02,26.654366,26.703733,25.093246,24.08,26.625355,25.501322,26.541525,,26.211365,23.785936,24.652348,21.891476,19.80124,17.558132,15.824272,14.598723,14.54,13.338069,12.4,11.9,12.62,11.817329,8.95,8.75,9.02,11.42,8.274242
04/03,26.705233,26.38745,25.04434,24.125,26.264067,25.419117,26.084028,,25.784966,23.836758,25.0527,21.888916,19.849878,17.755552,15.971424,14.715272,14.34,13.3341255,11.91,11.835,12.59,11.879598,8.79,8.5,8.91,11.44,8.268499
04/04,26.680643,26.718739,25.315119,24.455,26.599234,25.375654,26.355247,,25.993021,23.997911,24.976336,22.053303,19.94383,17.829308,16.03647,14.74462,14.24,13.346881,11.41,11.99,12.6,11.910198,9.48,8.55,9.05,11.09,8.284779
04/05,26.661816,27.129938,25.578932,24.625,26.97248,25.246382,26.693151,,26.189177,23.88099,24.3897,21.883482,19.95939,17.866951,15.998389,14.723034,14.09,13.387816,11.48,12.24,12.6,11.979955,9.48,8.5,9.01,11.01,8.269508
04/06,26.640558,27.499258,25.804388,24.744999,27.322075,25.250177,26.925299,,26.3701,23.729439,24.49415,21.7891,19.890034,18.021053,16.082235,14.8091755,,13.38953,11.69,12.315001,,11.89841,9.5,8.52,9.12,,8.238587
04/07,26.683714,27.472057,25.80381,24.654999,27.28896,25.200712,26.850828,,25.651714,23.647663,23.591297,21.86363,19.745163,17.81268,15.999403,14.820263,,13.376965,11.46,12.395,,11.926331,9.44,8.64,9.43,,8.257062
04/08,26.754438,27.161636,25.849405,24.77,27.023882,25.234867,26.667984,,25.776304,23.821987,23.67216,22.210073,19.936678,17.7285,15.82445,14.782342,,13.3771,11.56,12.205,,11.973107,9.32,8.48,9.31,,8.246674
04/09,26.790087,27.54648,26.153421,25.045,27.380018,25.303879,26.552765,,24.836655,24.014513,22.901201,22.246576,20.177942,17.67588,15.9066725,14.901421,,13.346015,11.48,12.235,,12.007231,9.42,8.74,9.28,,8.250289
04/10,26.91091,27.5639,26.323526,25.435001,27.268524,25.444647,25.687675,,24.280907,24.159233,23.383488,22.217337,19.976465,17.677141,16.062584,14.773715,,13.384045,11.47,12.280001,,12.0112505,9.26,8.44,9.17,,8.281117
04/11,26.93098,27.342556,26.300514,25.494999,26.791021,25.41255,24.442091,,23.81868,24.133009,23.543959,21.94253,19.731071,17.583878,15.887063,14.722866,,13.435292,12.14,12.184999,,12.041878,9.15,8.94,9.16,,8.289685
04/12,26.987873,27.51609,26.503508,25.720001,26.939966,25.5979,24.338959,,23.786877,24.041595,22.362206,21.861162,19.945604,17.821173,16.163822,14.930814,,13.508843,11.81,12.5,,12.001027,9.18,8.8,9.08,,8.317536
04/13,26.868303,27.565094,26.752012,26.07,27.45091,25.764898,25.456554,,24.102274,24.183043,22.668165,22.099293,20.141678,17.935627,16.030035,14.935407,,13.47785,11.62,12.53,,11.987998,9.2,8.9,9.04,,8.338517
04/14,26.800932,27.578197,26.72384,26.01,27.331757,25.793953,26.81831,,24.610725,24.308016,23.587467,22.273727,20.199156,18.034975,16.20348,14.925066,,13.459573,12.08,12.2,,11.991507,9.18,8.9,8.87,,8.33959
04/15,26.749771,27.419561,26.496292,25.945,27.043985,25.845903,26.816753,,24.862122,24.497293,23.504757,22.251106,20.390587,18.010551,16.189732,14.931186,,13.447071,12.24,12.46,,11.933246,,8.74,8.91,,8.379647
04/16,26.787466,27.32842,26.31318,25.905,26.73382,25.863892,25.755684,,24.708878,24.520031,24.353296,22.359655,20.23897,17.974363,16.159454,14.831618,,13.440517,11.77,12.49,,11.97193,,8.6,8.96,,8.384885
04/17,26.731606,27.522673,26.363708,25.895,26.839657,25.823647,25.519012,,25.409723,24.510069,25.089449,22.256176,19.95236,17.7952,16.063475,14.759867,,13.446743,12.26,12.21,,12.014346,,9.12,8.88,,8.395825
04/18,26.762774,27.66502,26.434921,25.825,27.107996,25.908058,26.017696,,25.838913,24.710691,25.368034,22.390741,20.125454,18.085882,16.344528,14.960156,,13.47382,12.36,12.23,,12.0263,,9.13,8.9,,8.408692
04/19,26.768616,27.335718,26.412222,25.88,27.139204,25.925056,26.52017,,25.9932,24.678642,24.159595,22.36868,20.2192,18.250944,16.438696,15.065905,,13.481584,11.83,12.3,,12.028545,,8.92,8.94,,8.375151
04/20,26.782755,27.410042,26.373007,25.805,27.145256,25.900917,26.711187,,26.161707,24.663988,24.117073,22.27799,20.452976,18.199196,16.703445,15.136853,,13.577722,12.01,12.23,,12.066827,,9.06,8.99,,8.411801
