time,1,3,5,10,13,20,25,28,35,40,45,48,60,80,83,100,120,123,140,160,180,200,250,300,500
03/22,26.536478,27.619999,26.352304,26.356455,26.096666,26.04122,25.957567,25.3275,25.13,25.462833,25.341482,24.934,24.65595,22.655077,22.733332,20.45337,18.012436,16.57,16.154099,,13.783632,13.05375,12.35,11.626283,8.206729
03/23,26.60139,27.560001,26.397589,26.371147,26.073334,26.04806,25.98479,25.275,25.35,25.512009,25.320663,24.85,24.649065,22.792854,22.61,20.462542,18.060911,16.9125,16.081242,,13.887773,13.05625,12.18,11.615453,8.265123
03/24,26.67804,27.494999,26.404667,26.356255,26.086668,26.031845,25.980776,25.1775,25.49,25.540737,25.335144,24.76,24.792929,22.867857,22.906668,20.457527,17.852518,17.115,16.004713,,13.865488,13.1175,12.15,11.673973,8.243321
03/25,26.65077,27.515,26.439186,26.38144,26.083334,26.042816,26.013535,25.06,25.51,25.472437,25.278618,24.592,24.825548,22.882654,23.713333,20.508633,17.82717,16.8325,15.990616,,13.781613,13.135,12.38,11.713637,8.151536
03/26,26.66259,27.67,26.440884,26.415874,26.13,26.079428,26.071985,25.08,25.53,25.520296,25.317072,24.562,24.90486,23.052952,24.17,20.61209,18.020887,17.1975,16.059057,,13.855365,13.1575,12.5,11.691792,8.229363
03/27,26.720133,27.665,26.485352,26.440441,26.196665,26.112686,26.106056,25.27,25.7,25.577818,25.298077,24.766,24.85229,22.845558,23.36,20.350628,17.857908,17.1525,16.106447,,13.686347,13.2375,12.46,11.69871,8.206852
03/28,26.782047,27.720001,26.52155,26.483898,26.36,26.151041,26.132765,25.49,25.77,25.56825,25.319752,25.060001,24.85496,23.10672,23.35,20.540245,18.116295,17.085,16.283573,,13.740091,13.20375,12.42,11.672653,8.259154
03/29,26.742992,27.720001,26.55197,26.516779,26.426666,26.19605,26.142025,25.4875,25.8,25.641493,25.343176,24.994,24.884745,22.97652,22.916666,20.534473,18.164175,17.12,16.408672,,13.793358,13.44625,12.53,11.652368,8.256966
03/30,26.7748,27.91,26.557993,26.527098,26.43,26.215801,26.11628,25.4725,25.86,25.683252,25.344683,25.001999,24.918282,22.93784,22.576666,20.537886,18.040514,17.275,16.2803,,13.758714,13.3425,12.41,11.6185465,8.243845
03/31,26.80877,28.064999,26.552357,26.529913,26.449999,26.22868,26.158798,25.4925,26.0,25.722239,25.425398,24.992,24.870546,23.004507,22.76,20.721083,18.110224,17.2675,16.457924,,13.823244,13.19375,12.41,11.618436,8.291312
04/01,26.820988,27.970001,26.587364,26.562305,26.4,26.24317,26.252775,25.4575,26.02,25.74103,25.559813,24.838001,24.865213,23.0449,22.74,20.492373,17.999372,17.2925,16.512737,,13.7403145,13.22375,12.32,11.586754,8.287103
04/02,26.896793,28.085,26.62764,26.613924,26.423334,26.280308,26.319471,25.5025,26.02,25.780104,25.649757,24.978,25.048721,23.07193,22.863333,20.393848,18.228916,17.3125,16.51812,,13.78315,13.16875,12.33,11.666696,8.30073
04/03,26.938417,28.225,26.678268,26.681484,26.486666,26.318762,26.3473,25.5475,26.14,25.718353,25.592247,25.086,24.993217,22.861143,22.62,20.379099,18.058262,17.07,16.182629,,13.732969,13.255,12.37,11.678149,8.324103
04/04,26.983692,28.275,26.757513,26.761477,26.486666,26.410294,26.420902,25.5525,26.26,25.706331,25.53171,24.904001,24.790926,22.906353,21.61,20.39701,18.104948,16.535,16.331827,,13.728416,13.25875,12.39,11.659366,8.297875
04/05,26.991974,28.295,26.786982,26.792353,26.476667,26.443436,26.442835,25.515,26.3,25.732376,25.494402,24.754,24.768705,22.753084,21.433334,20.363884,18.059378,16.865,16.251915,,13.649229,13.15125,12.17,11.603528,8.284418
04/06,27.010542,28.244999,26.811195,26.826756,26.536667,26.43298,26.474352,25.69,26.3,25.728764,25.49099,24.817999,24.771389,22.605598,21.516668,20.350279,18.03732,16.7025,16.215258,,13.66406,13.2275,12.32,11.662953,8.281131
04/07,26.98878,28.01,26.788387,26.802715,26.546667,26.402863,26.463535,25.7025,26.18,25.687113,25.506863,24.804,24.79324,22.770308,21.87,20.526289,18.27158,17.0225,16.451185,,13.69835,13.5175,12.34,11.696269,8.234121
04/08,26.975616,27.98,26.792303,26.80213,26.550001,26.401367,26.46006,25.6175,26.31,25.745825,25.571613,24.948002,25.024576,22.946037,22.063334,20.55124,18.358225,17.5825,16.63119,,13.905005,13.5075,12.28,11.69695,8.266234
04/09,26.98657,28.224998,26.802595,26.800459,26.466667,26.397243,26.437279,25.4825,26.42,25.834038,25.614868,25.116001,24.919445,22.879839,21.910002,20.589144,18.362074,17.5925,16.737204,,13.871076,13.4075,12.29,11.701737,8.320638
04/10,27.021671,28.215,26.823675,26.789268,26.473333,26.40871,26.380993,25.67,26.55,25.76549,25.486444,25.146,24.747458,22.869465,21.553335,20.455837,18.03411,16.86,16.333916,,13.728172,13.3075,12.22,11.647626,8.308029
04/11,27.101704,28.41,26.913868,26.834223,26.57,26.454828,26.40111,25.835,26.6,25.77857,25.503029,25.362,24.810902,22.878725,22.019999,20.454954,18.097189,17.0425,16.397715,,13.708379,13.29,12.2,11.661838,8.286874
04/12,27.11664,28.46,26.935738,26.870827,26.603333,26.544796,26.506275,25.946,26.66,25.926683,25.582848,25.313334,25.042341,22.815683,22.503332,20.73828,18.199865,17.480001,16.535357,,13.850591,13.3725,12.38,11.668578,8.302828
04/13,27.079384,28.605,26.903193,26.867579,26.666666,26.583889,26.57505,26.0175,26.65,26.020866,25.712597,25.228,25.091146,22.861479,22.63,20.980043,18.494762,17.573334,16.58354,,13.911222,13.35375,12.42,11.659764,8.342513
04/14,27.091002,28.64,26.88296,26.86246,26.686666,26.61977,26.579895,26.023998,26.6,26.065424,25.66775,24.99,24.950426,22.861012,22.436666,20.703127,18.379412,18.593332,16.206335,,13.765167,13.3550005,12.35,11.646362,8.328969
04/15,27.117546,28.555,26.90246,26.895702,26.766668,26.67339,26.640516,26.11,26.59,26.159378,25.743603,25.251665,25.048584,22.759016,22.833334,20.498154,18.327679,18.473333,16.09806,,13.762021,13.3,12.33,11.632019,8.328314
04/16,27.195518,28.439999,26.977142,26.938328,26.85,26.692926,26.68471,26.163998,26.67,26.191864,25.781252,25.42,25.141436,22.736328,23.08,20.421509,18.235065,17.93,16.171144,,13.7710085,13.481112,12.47,11.563481,8.314449
04/17,27.19234,28.32,27.013533,26.972673,26.916666,26.713863,26.702084,26.202,26.68,26.162521,25.767345,25.368332,25.181786,23.070137,22.976667,20.77056,18.275791,17.886667,16.393343,,13.824672,13.446667,12.63,11.6166525,8.3269415
04/18,27.215057,28.295,27.027302,26.995079,26.916666,26.733286,26.686403,26.189999,26.61,26.030895,25.700737,25.265,25.107727,22.82718,22.706667,20.819403,18.300533,17.913332,16.372078,,13.822574,13.347777,12.44,11.6138,8.337739
04/19,27.24394,28.33,27.075945,27.006048,26.833334,26.69762,26.660515,26.172,26.84,25.970982,25.645405,25.173334,25.127,22.815126,22.730001,20.96258,18.568262,17.423334,16.589638,,13.903012,13.37375,12.39,11.597069,8.340874
04/20,27.201641,28.314999,27.064398,27.000544,26.76,26.682562,26.646637,26.251999,26.74,26.049856,25.658445,25.288332,25.17171,22.697145,22.913332,21.15439,18.683424,18.066668,16.651787,,13.889061,13.29875,12.43,11.630223,8.266015
04/21,27.228481,28.310001,27.072832,27.011248,26.75,26.675299,26.685505,26.34,26.76,26.16248,25.76427,25.396667,25.185816,22.607334,22.946665,21.171701,18.609457,18.37,16.523005,,13.823775,13.225,12.48,11.629578,8.289056
04/22,27.209263,28.345001,27.069918,27.011257,26.716667,26.675476,26.720243,26.4,26.74,26.173597,25.720078,25.49,24.981422,22.725592,23.066666,21.19655,18.521528,18.053333,16.263714,,13.721259,13.20125,12.47,11.611916,8.281709
