time,1,5,10,13,20,40,60,80,100,120,140,180,300,500
01/01,25.765265,25.710001,25.805714,26.34,25.818094,25.814089,25.5595,23.838001,21.597143,19.895,18.3555,16.208948,12.481,9.125295
01/02,25.732105,25.672306,25.76643,26.33,25.77619,25.768183,25.5605,23.8895,21.550001,19.905499,18.3925,16.2705,12.488501,9.103529
01/03,25.688421,25.624615,25.717144,26.2925,25.742382,25.737726,25.53,24.008,21.668095,19.9295,18.3845,16.2845,12.485,9.095294
01/04,25.632631,25.589231,25.665714,26.2375,25.685238,25.692272,25.5245,24.089,21.72,19.9575,18.393,16.300999,12.473001,9.084117
01/05,25.590527,25.549232,25.632143,26.2075,25.6285,25.640001,25.49,24.258947,21.771904,20.008999,18.4385,16.251,12.4735,9.080588
01/06,25.546843,25.51077,25.592855,26.157501,25.585499,25.619545,25.493,24.221579,21.834763,20.0925,18.493,16.2655,12.438,9.087059
01/07,25.513159,25.467691,25.554287,26.122501,25.55,25.59591,25.4515,24.151052,21.806667,20.117,18.5085,16.216,12.415,9.065294
01/08,25.469475,25.416155,25.51,26.0375,25.5045,25.54409,25.4055,24.083685,21.787619,20.1795,18.5455,16.300999,12.376,9.07
01/09,25.432632,25.376156,25.47,25.9575,25.460001,25.494545,25.359047,24.074738,21.79619,20.228,18.564,16.266,12.422,9.054706
01/10,25.39,25.327694,25.414999,25.9075,25.424,25.430456,25.30524,24.061579,21.838572,20.1815,18.558498,16.276,12.414499,9.108824
01/11,25.346842,25.302307,25.375715,25.8575,25.383,25.391363,25.28,24.074211,21.86,20.210001,18.491499,16.272,12.4470005,9.094118
01/12,25.321053,25.3,25.362143,25.814999,25.3565,25.372728,25.247894,24.082632,21.851906,20.218,18.462,16.262,12.45,9.094118
01/13,25.29684,25.291538,25.342144,25.7925,25.334,25.345453,25.177895,24.068947,21.950953,20.305,18.496,16.2565,12.4455,9.104706
01/14,25.302105,25.278461,25.314285,25.7425,25.3085,25.327728,25.166315,24.061052,21.929049,20.251001,18.4865,16.296001,12.4525,9.098824
01/15,25.24579,25.26,25.282856,25.68,25.258,25.285456,25.138422,24.050526,21.824762,20.2355,18.5045,16.2785,12.464,9.095882
01/16,25.185263,25.208462,25.25,25.63,25.221,25.245909,25.165264,24.051052,21.847618,20.209,18.4845,16.310001,12.5095005,9.108235
01/17,25.163158,25.186922,25.224287,25.57,25.1945,25.228182,25.183683,24.083157,21.86381,20.237,18.4585,16.3325,12.5085,9.095882
01/18,25.119473,25.17,25.211428,25.525,25.168,25.189545,25.121578,24.057367,21.838572,20.201,18.4315,16.302,12.5495,9.124118
01/19,25.106318,25.154615,25.192142,25.5125,25.149,25.167727,25.113157,24.097368,21.94619,20.242,18.504,16.305,12.5785,9.111764
01/20,25.096842,25.11923,25.158571,25.467499,25.144001,25.15409,25.145788,24.047895,21.851906,20.1145,18.4065,16.280499,12.555,9.115294
01/21,25.063158,25.11077,25.154285,25.435,25.121,25.128181,25.151579,24.16421,21.91619,20.138,18.456,16.2575,12.5795,9.112941
01/22,25.044737,25.08846,25.132856,25.39,25.095,25.110455,25.133158,24.148947,21.89238,20.1065,18.3915,16.275501,12.580999,9.104706
01/23,25.016842,25.066923,25.102142,25.305,25.069,25.095001,25.112633,24.146843,21.908571,20.0735,18.355501,16.2295,12.5565,9.087059
01/24,24.996841,25.046154,25.082857,25.2475,25.05,25.060911,25.075262,24.102633,21.867142,20.069,18.355999,16.243,12.582,9.077647
01/25,24.964737,25.01923,25.062143,25.21,25.0155,25.021818,25.036316,24.07842,21.92762,20.043499,18.364,16.223,12.559,9.077647
01/26,24.933159,24.976921,25.029285,25.135,24.9865,24.986364,24.980526,24.003685,21.915237,20.044,18.424,16.272,12.5885,9.062942
01/27,24.927368,24.937693,25.004286,25.1225,24.960001,24.973635,24.971054,24.036316,21.979525,20.008501,18.4705,16.257,12.549,9.065882
01/28,24.887,24.92154,25.002857,25.1075,24.934286,24.949564,24.9725,24.1035,22.040455,20.1545,18.560953,16.39,12.626667,9.051666
01/29,24.871,24.88923,24.987143,25.105,24.928095,24.952175,24.9485,24.1075,22.145,20.1625,18.58,16.365238,12.598572,9.083889
01/30,24.825,24.836924,24.945002,25.07,24.89,24.924349,24.931,24.1005,22.111818,20.1105,18.563808,16.399523,12.549999,9.05611
01/31,24.7965,24.818462,24.917143,25.045,24.873335,24.885218,24.886,24.1455,22.129091,20.1405,18.571905,16.37619,12.583333,9.083889
02/01,24.7655,24.793846,24.883572,24.985,24.849998,24.863478,24.8775,24.16,22.155909,20.1905,18.542381,16.395714,12.541429,9.081111
