time,1,5,10,15,20,25,30,40,50,60,75,100,125,150,200,250,300,500
01/01,28.463198,27.963276,27.932299,27.925858,27.9156,28.261238,27.903774,27.90288,28.262438,27.911125,28.023386,27.630276,25.985271,22.842667,16.62402,13.359655,11.822466,8.296553
01/02,28.391783,27.824736,27.795046,27.789042,27.781208,28.242796,27.769772,27.767782,28.249783,27.77343,28.036938,27.626041,26.094501,22.815643,16.732082,13.345243,11.81101,8.341833
01/03,28.367868,27.740213,27.682209,27.668932,27.657364,28.224298,27.641039,27.633581,28.211086,27.626703,27.981258,27.574602,26.029722,22.772978,16.733784,13.391111,11.836117,8.366678
01/04,28.395788,27.786509,27.729624,27.709934,27.69521,28.22853,27.66607,27.645037,28.213383,27.623,27.98284,27.512602,26.020864,22.873552,16.605028,13.4000435,11.827421,8.342191
01/05,28.353662,27.802614,27.74675,27.73352,27.719378,28.213406,27.69486,27.672798,28.21686,27.643612,27.995787,27.569925,26.300833,23.064196,16.620152,13.281524,11.747001,8.331847
01/06,28.378874,27.745512,27.691166,27.684399,27.67494,28.23136,27.656343,27.636778,28.202269,27.5257,27.940166,27.481802,26.156452,23.176353,16.842024,13.343892,11.7600565,8.410199
01/07,28.401917,27.812033,27.734789,27.71504,27.695366,28.23953,27.656189,27.617195,28.199547,27.470919,27.93913,27.534822,26.01814,23.168278,16.634083,13.258539,11.714595,8.298165
01/08,28.394754,27.76029,27.720877,27.71628,27.707214,28.234184,27.687414,27.666512,28.191486,27.594118,27.993547,27.610695,25.982536,22.992506,16.686821,13.382523,11.770562,8.2715645
01/09,28.378387,27.716232,27.688507,27.684422,27.674889,28.23814,27.659248,27.650673,28.178867,27.640528,28.00596,27.585531,25.682558,22.654581,16.485806,13.265803,11.679369,8.263621
01/10,28.396757,27.696888,27.673386,27.672003,27.663998,28.241077,27.65127,27.64611,28.158499,27.636707,27.981947,27.60214,25.932417,22.699116,16.322659,13.148641,11.669488,8.2944565
01/11,28.416262,27.711617,27.684292,27.679052,27.66927,28.243967,27.652086,27.6438,28.144941,27.635487,27.941668,27.650604,26.22018,23.091688,16.405067,13.261213,11.702333,8.306629
01/12,28.409681,27.734398,27.713022,27.713657,27.699177,28.253502,27.68257,27.672485,28.148191,27.662413,27.936857,27.517733,25.908035,23.358541,16.594074,13.391766,11.789468,8.303255
01/13,28.392494,27.692167,27.67775,27.68961,27.688482,28.234446,27.679815,27.675728,28.155993,27.670805,27.977848,27.576822,25.766533,23.049099,16.570736,13.313238,11.76917,8.279226
01/14,28.393616,27.674932,27.659487,27.670664,27.666132,28.237494,27.658684,27.654104,28.139034,27.65231,27.949118,27.645792,25.781635,22.821026,16.367094,13.192475,11.718943,8.249314
01/15,28.451437,27.660187,27.642939,27.651466,27.645477,28.254179,27.635147,27.630293,28.160542,27.62456,27.972124,27.5043,25.983706,23.081902,16.367674,13.180004,11.74469,8.316987
01/16,28.427164,27.621952,27.60447,27.614546,27.61008,28.243454,27.601553,27.59772,28.15793,27.592712,27.983713,27.380154,25.819553,23.122667,16.326967,13.21769,11.753655,8.380775
01/17,28.38684,27.635345,27.610863,27.612823,27.604027,28.236067,27.589159,27.58022,28.160158,27.56534,27.99241,27.54075,25.892916,22.911856,16.540556,13.30523,11.785499,8.385219
01/18,28.396406,27.629747,27.60435,27.606672,27.594658,28.224062,27.5775,27.56729,28.188223,27.55107,27.977339,27.392752,26.023176,23.180204,16.488888,13.316077,11.864765,8.3655205
01/19,28.388031,27.593208,27.574945,27.582233,27.574688,28.207884,27.561943,27.555185,28.139814,27.540205,27.916126,27.172518,25.939451,23.382347,16.469357,13.432505,11.902464,8.395145
01/20,28.382042,27.451515,27.42909,27.43482,27.42902,28.197641,27.422325,27.421272,28.144203,27.426819,27.971046,27.231764,26.051088,23.484135,16.48507,13.389314,11.843098,8.410677
01/21,28.34746,27.169987,27.142662,27.145992,27.137133,28.163485,27.127214,27.124552,28.116093,27.143902,27.795433,27.34098,26.126028,23.285307,16.435564,13.344097,11.823336,8.400918
01/22,28.342653,27.102062,27.004469,26.990257,26.971819,28.17556,26.94892,26.945225,28.13614,26.983917,27.883615,27.3796,26.172298,22.723202,16.527775,13.380899,11.818215,8.402077
