time,1,20,25,40,50,60,75,80,100,120,125,140,150,180,200,250,300,500
01/01,26.685886,26.697353,25.54,26.4228,25.41,25.383068,21.66,21.894037,17.107798,14.302574,12.62,13.0268755,11.63,12.009652,10.76,10.31,10.542646,8.301026
01/02,26.646694,26.657637,25.61,26.361238,24.53,25.267164,20.95,22.025585,17.06461,14.467382,12.8,13.131867,11.87,12.031824,10.82,10.38,10.547837,8.31497
01/03,26.621252,26.6011,26.23,26.3704,25.42,25.251413,21.79,22.044949,17.348234,14.759087,12.65,13.253041,11.56,12.138122,10.79,10.38,10.594771,8.357686
01/04,26.668577,26.598928,25.77,26.360594,25.7,25.120108,22.69,21.713362,17.455816,14.807453,12.79,13.21643,11.63,12.084108,10.64,10.29,10.556165,8.3406
01/05,26.71501,26.670013,25.76,26.397438,25.26,24.988125,21.08,21.747583,17.40347,14.640191,12.77,13.096168,11.69,12.032408,10.81,10.4,10.569966,8.347931
01/06,26.705091,26.673077,25.77,26.370934,24.53,25.133528,21.25,21.745169,17.361723,14.805648,12.84,13.307693,11.79,12.084662,10.9,10.5,10.581681,8.319495
01/07,26.69025,26.642277,26.08,26.378386,24.79,25.032482,22.04,21.347437,16.984419,14.664424,12.97,13.285604,11.7,12.025034,10.88,10.52,10.523691,8.311749
01/08,26.704275,26.653048,26.01,26.32513,24.74,24.889343,21.85,21.256533,17.082354,14.508024,12.67,13.125263,11.93,12.033174,11.17,10.76,10.541693,8.33143
01/09,26.64518,26.589998,26.06,26.314304,24.94,24.963894,21.82,21.489141,17.488907,14.522111,13.5,13.158675,12.65,12.05688,11.67,11.08,10.539871,8.335699
01/10,26.608498,26.65557,25.385,26.381496,25.06,24.900211,22.65,21.370613,17.370884,14.617649,13.98,13.206488,12.83,12.096259,11.82,11.12,10.527067,8.324863
01/11,26.613066,26.70023,25.285,26.449892,24.77,25.023531,22.565,21.249275,17.352669,14.623768,14.085,13.186602,12.700001,12.046578,11.795,11.245,10.500219,8.338478
01/12,26.615953,26.721245,24.955,26.448076,24.71,24.959427,22.69,21.35817,17.520643,14.598385,14.07,13.25939,13.0,12.079741,11.86,11.385,10.512695,8.326709
01/13,26.585033,26.684025,25.05,26.540699,24.685,25.132872,22.8,21.679405,17.668358,14.549223,14.635,13.226292,13.165,12.072606,11.945,11.245,10.516505,8.335937
01/14,26.632217,26.712162,25.175,26.510225,24.65,25.155216,22.93,21.646124,17.348879,14.291699,14.42,13.149088,12.93,12.109858,11.924999,11.094999,10.522746,8.339477
01/15,26.638113,26.696373,25.165,26.391724,24.494999,24.886625,23.165,21.39705,17.509377,14.348322,15.39,13.165793,12.735001,12.115113,11.88,11.065001,10.513236,8.353519
01/16,26.749477,26.76711,25.095,26.453074,24.59,24.976881,23.285,21.154663,17.167316,14.284252,14.950001,13.112698,12.889999,12.087147,11.76,11.049999,10.494434,8.3108
01/17,26.71558,26.729298,25.349998,26.390291,24.95,24.801577,23.5,21.308601,17.04069,14.041599,15.125,13.025187,12.6,12.105032,11.605,10.88,10.503011,8.28477
01/18,26.733097,26.806181,25.55,26.430027,25.325,24.565111,23.575,20.997229,16.589493,13.713192,14.785,12.875067,12.525,12.07099,11.59,10.85,10.462212,8.2528925
01/19,26.817259,26.835567,25.66,26.438833,25.560001,24.6928,24.02,20.963224,16.736784,13.858405,14.735001,12.940113,12.68,12.097053,11.585,10.79,10.459849,8.292477
