time,1,5,9,10,13,25,49,50,53,75,100,103,125,150,153,200,250,300,500
01/01,27.677418,27.263338,,27.61716,26.58,27.586605,,27.601034,26.83,27.381092,26.842218,26.085001,25.315258,22.001143,19.378334,15.893859,12.877709,11.700356,8.316865
01/02,27.664225,27.358759,,27.608566,26.6625,27.581917,,27.609066,26.926666,27.388477,26.897772,25.980001,25.450626,22.26831,19.776667,15.955288,12.973131,11.708587,8.287379
01/03,27.70536,27.365927,,27.618402,26.654999,27.608814,,27.635685,26.904999,27.421337,26.892794,25.931665,25.33415,22.165636,19.725,15.970552,12.990441,11.717469,8.334718
01/04,27.637564,27.324812,,27.589397,26.592499,27.614199,,27.619345,26.88,27.411694,26.894196,25.963333,25.263361,22.040752,19.738333,15.926191,13.004295,11.696279,8.245665
01/05,27.604612,27.267962,,27.521278,26.4225,27.575438,,27.582787,26.806665,27.357634,26.816172,25.916666,25.49982,22.142565,20.331667,16.037365,13.036889,11.699784,8.261465
01/06,27.56966,27.222109,,27.468887,26.2125,27.539501,,27.550879,26.681665,27.337769,26.830488,25.856667,25.457533,22.206112,19.881666,16.19616,13.066309,11.722428,8.359304
01/07,27.580528,27.237381,,27.479372,26.22,27.51826,,27.539843,26.643333,27.29023,26.862482,25.983332,25.499935,22.29272,19.894999,16.045036,13.012381,11.712554,8.33551
01/08,27.585737,27.246695,,27.482063,26.225,27.537952,,27.533041,26.644999,27.130613,26.77494,25.840002,25.290678,22.170576,20.356667,15.790569,12.951333,11.658442,8.284017
01/09,27.563454,27.238634,,27.470137,26.244999,27.515049,,27.52012,26.659998,27.254156,26.752562,25.761667,25.114805,22.30933,20.536667,15.784235,12.925318,11.691646,8.277478
01/10,27.55353,27.250563,,27.471153,26.3025,27.510225,,27.513252,26.723333,27.271877,26.84393,25.963333,25.39485,22.61513,20.608334,15.653026,12.84176,11.6372175,8.293867
01/11,27.556345,27.272491,,27.481829,26.3425,27.510939,,27.516031,26.801666,27.309847,26.818966,25.888334,25.42689,22.622936,20.766666,15.721482,12.860551,11.640973,8.300602
01/12,27.550097,27.27999,,27.49354,26.3875,27.525972,,27.525434,26.813334,27.291773,26.81111,25.951666,25.689016,22.509356,20.726667,15.803736,12.87267,11.639655,8.335761
01/13,27.549034,27.264175,,27.478123,26.3875,27.517538,,27.466148,26.843332,27.278627,26.864326,26.036667,25.653864,22.592482,20.598333,15.563558,12.895688,11.633052,8.361238
01/14,27.564566,27.25257,,27.457548,26.2375,27.503963,,27.500742,26.818335,27.298443,26.914724,26.045,25.2932,22.486301,20.755,15.411122,12.822114,11.626223,8.332982
01/15,27.561947,27.218267,,27.430256,26.045,27.493177,,27.4902,26.741667,27.280464,26.84122,25.606667,25.15885,22.232134,21.019999,15.497546,12.92793,11.637037,8.277586
