time,1,5,10,13,20,23,40,60,80,100,120,140,180,300,500
01/01,26.729473,26.92125,26.742308,26.88,26.42125,26.59,25.81421,24.67941,21.06611,17.706842,15.456111,14.549999,13.8025,10.767895,7.225
01/02,26.753685,26.94,26.74077,26.835,26.450624,26.26,25.901052,24.965881,21.36,17.843157,15.647222,14.647222,13.7925005,10.706316,7.2015
01/03,26.737894,26.9025,26.694614,26.8125,26.4775,26.85,26.004736,24.85588,21.711111,18.017368,15.917223,14.716112,13.8015,10.663158,7.1794996
01/04,26.76,26.9025,26.713846,26.7975,26.481874,26.76,26.05421,24.60353,21.315556,17.73,15.682222,14.624444,13.754499,10.699473,7.1800003
01/05,26.848948,26.998749,26.782309,26.89,26.56875,27.06,26.109474,24.95353,21.814445,17.938948,15.677222,14.62611,13.789999,10.694445,7.1654997
01/06,26.863684,27.0925,26.836924,26.7875,26.598125,26.62,26.14579,25.09,21.737778,17.869473,15.785,14.639999,13.796499,10.746842,7.203
01/07,26.895788,27.02875,26.852306,26.5875,26.548124,25.78,26.099474,24.861177,21.771667,17.96,15.786111,14.734445,13.808001,10.790526,7.2305
01/08,26.934738,27.04375,26.871538,26.6675,26.598125,26.02,26.074736,24.78,21.867777,18.097368,15.694445,14.700555,13.83,10.833158,7.224
01/09,26.961054,27.1325,26.95,26.74,26.67375,26.13,26.076841,24.827648,22.027779,18.299475,15.809444,14.758333,13.789,10.764211,7.2175
01/10,27.02263,27.155,27.07846,26.9775,26.735624,26.11,26.088947,24.735884,21.743334,18.180527,15.906111,14.836666,13.7435,10.81,7.2015
01/11,27.12421,27.1975,27.124615,27.04,26.790625,26.44,26.14,24.88,21.745,18.412104,16.057777,14.865555,13.7985,10.858334,7.1905
01/12,27.22,27.18125,27.133846,27.015,26.808125,26.53,26.165262,25.031765,21.990555,18.340527,15.996111,14.793333,13.811501,10.827369,7.193
01/13,27.245262,27.2125,27.145386,27.0825,26.848125,26.68,26.17421,25.13353,21.987778,18.222631,15.912777,14.720555,13.7960005,10.782778,7.204
01/14,27.287893,27.22875,27.160002,27.115,26.85375,26.87,26.226315,25.112352,21.771667,17.962631,15.835882,14.686666,13.8225,10.755556,7.2139997
01/15,27.29,27.26375,27.17,27.092499,26.8675,26.7,26.256842,25.155293,21.810555,17.82,15.629413,14.713889,13.856,10.8133335,7.215
01/16,27.263159,27.28,27.134615,27.067501,26.914375,26.7,26.212631,25.121765,21.885,17.821053,15.485294,14.671666,13.8324995,10.789445,7.2089996
01/17,27.192106,27.312857,27.084616,27.0725,26.94375,26.87,26.282104,25.354116,22.42278,18.026316,15.575883,14.693334,13.861501,10.825001,7.204
01/18,27.24,27.35875,27.092308,27.085,26.989374,26.96,26.350527,25.432354,22.424444,17.801052,15.574705,14.666111,13.8575,10.826667,7.1625
01/19,27.24263,27.37875,27.115385,27.0125,27.05,26.89,26.378422,25.172352,21.77,17.556316,15.482941,14.662777,13.832001,10.728948,7.1625
01/20,27.234211,27.362501,27.146152,27.0725,27.0725,27.25,26.384737,25.235294,21.599445,17.618422,15.614707,14.677222,13.8045,10.674737,7.1800003
01/21,27.294735,27.38125,27.17154,27.115,27.055,27.04,26.370527,25.088823,21.21389,17.586842,15.6,14.619444,13.778501,10.708422,7.2139997
01/22,27.332106,27.35625,27.169231,27.135,27.054375,26.76,26.393684,24.991764,21.177223,17.668947,15.762941,14.675556,13.7955,10.762777,7.2139997
01/23,27.319473,27.33,27.13077,27.1325,27.0,26.72,26.416315,24.994118,21.132778,17.743158,15.74353,14.718333,13.786501,10.875263,7.2230005
01/24,27.359474,27.40125,27.206154,27.165,27.019375,26.82,26.543158,25.135294,21.651667,17.857895,15.6623535,14.682778,13.789,10.857368,7.1805
01/25,27.412106,27.42875,27.235384,27.16,27.01875,26.91,26.55579,24.829412,21.436111,17.786842,15.422941,14.524445,13.769,10.772778,7.2205
01/26,27.524212,27.55,27.313845,27.25,27.063126,27.06,26.530527,24.725294,21.288889,17.692104,15.351176,14.545,13.7565,10.780001,7.2139997
01/27,27.555262,27.62875,27.390001,27.345,27.106874,27.05,26.509474,24.75059,21.346666,17.716843,15.411765,14.6038885,13.778501,10.753685,7.2245
01/28,27.571579,27.58,27.399231,27.3775,27.14875,27.04,26.481054,24.58353,21.007776,17.562105,15.424117,14.538334,13.791499,10.694445,7.2394996
01/29,27.608421,27.69625,27.472307,27.365,27.18875,27.03,26.498947,24.741766,20.807222,17.613157,15.408824,14.472778,13.767,10.669474,7.232
01/30,27.583158,27.692501,27.442308,27.375,27.204374,27.12,26.48579,24.828234,20.731112,17.453684,15.379999,14.507222,13.781,10.7263155,7.2225
01/31,27.57737,27.7625,27.423847,27.475,27.181875,27.1,26.483158,24.678823,20.8,17.53158,15.539375,14.559444,13.7955,10.743685,7.2375
02/01,27.594736,27.755001,27.442308,27.5075,27.1925,26.92,26.522104,24.711765,20.985,17.572105,15.48125,14.496111,13.772632,10.796111,7.2557893
02/02,27.671053,27.8525,27.460768,27.5225,27.231874,26.87,26.529474,24.528824,21.089443,17.468948,15.600625,14.502777,13.779473,10.759444,7.2644997
02/03,27.646841,27.94375,27.534615,27.61,27.24125,26.97,26.395264,24.260588,20.599445,17.320526,15.58625,14.53889,13.80842,10.766843,7.2370005
02/04,27.634737,27.97625,27.573078,27.6625,27.330626,27.34,26.374737,24.084705,20.447222,17.20579,15.5975,14.589443,13.8095,10.674999,7.1605005
02/05,27.623682,27.9,27.546923,27.67,27.36625,27.54,26.343157,23.808823,20.371666,17.038422,15.52375,14.594999,13.815789,10.632105,7.1735
02/06,27.716843,27.8775,27.549232,27.55,27.33375,27.51,26.352106,23.730587,20.36,17.227894,15.47625,14.631666,13.846001,10.651052,7.2135
02/07,27.733158,27.9225,27.564165,27.4925,27.356874,27.41,26.35579,23.632353,20.233889,17.320526,15.429375,14.653334,13.8535,10.695,7.203
02/08,27.720526,27.9225,27.540833,27.4575,27.3725,27.48,26.371578,23.585295,20.132778,17.232632,15.50125,14.65889,13.797,10.655789,7.203
02/09,27.695265,27.88125,27.528334,27.4625,27.33875,27.18,26.28263,23.572353,20.199444,17.249475,15.4375,14.663334,13.769,10.743889,7.2065
02/10,27.676315,27.86875,27.533333,27.535,27.345625,27.0,26.306316,23.707058,20.106112,17.108948,15.381875,14.6050005,13.754,10.756315,7.2155
02/11,27.689472,27.883749,27.528334,27.5425,27.385626,27.36,26.327894,23.685293,19.905,16.96842,15.40625,14.630556,13.755,10.746842,7.2235003
02/12,27.699472,27.821249,27.466667,27.535,27.404375,27.28,26.315262,23.697647,19.916111,17.01158,15.39375,14.580556,13.773,10.71,7.2074995
02/13,27.762222,27.88857,27.464167,27.575,27.327648,27.11,26.229475,23.8,20.07842,17.1625,15.455294,14.563159,13.7705,10.675263,7.1800003
