time,1,5,10,15,20,25,30,40,50,60,75,100,125,150,200,250,300,500
01/01,29.73154,29.900713,29.854544,29.836454,29.83033,29.691404,29.822384,29.823349,29.738781,29.956213,29.413387,28.537336,27.27905,25.848091,21.825693,16.98557,13.3589945,7.8713965
01/02,29.747158,29.878305,29.845194,29.83011,29.821075,29.683138,29.810858,29.80629,29.723618,29.912863,29.403307,28.561655,27.293583,25.817598,21.73572,16.990683,13.341748,7.875537
01/03,29.742723,29.94111,29.884192,29.86118,29.850618,29.679636,29.838446,29.82821,29.693064,29.932238,29.376835,28.593578,27.278093,25.820131,21.760914,16.96473,13.337597,7.869784
01/04,29.746407,29.894413,29.858065,29.844917,29.839853,29.666603,29.831835,29.827497,29.708199,29.929688,29.439156,28.542723,27.29972,25.77217,21.808327,17.003199,13.40356,7.875365
01/05,29.7465,30.017223,29.940725,29.891878,29.870604,29.664206,29.853123,29.842793,29.72189,30.088108,29.425468,28.535872,27.350811,25.83395,21.888693,17.032799,13.317618,7.8662047
01/06,29.677422,30.086023,30.069744,30.00736,29.962214,29.637463,29.90493,29.893415,29.68925,30.028193,29.360638,28.547224,27.263329,25.815563,21.75515,16.962103,13.350471,7.8642025
01/07,29.715712,29.848461,29.854294,29.852491,29.852955,29.630312,29.863491,29.866554,29.682156,29.904186,29.343271,28.505596,27.260084,25.783546,21.821623,17.008286,13.314574,7.8824816
01/08,29.743294,29.869417,29.839409,29.827942,29.853493,29.647827,29.85988,29.828897,29.695549,29.860321,29.371408,28.526098,27.299091,25.849926,21.888767,17.125612,13.417975,7.874713
01/09,29.715124,30.05211,29.970528,29.9448,29.946362,29.634958,29.92117,29.897482,29.684904,29.882938,29.33562,28.573982,27.398735,25.940426,21.914936,17.051714,13.346668,7.888072
01/10,29.685886,29.975084,29.908506,29.890768,29.907309,29.603916,29.956177,29.945847,29.674065,29.88505,29.337843,28.537046,27.329323,25.87131,21.942318,17.141165,13.396259,7.908046
01/11,29.649326,29.892797,29.88462,29.878452,29.879885,29.591963,29.94062,29.960718,29.648943,29.850302,29.314302,28.523684,27.330719,25.8622,21.916704,17.142855,13.34399,7.9051538
01/12,29.678759,30.017416,29.970152,29.951075,29.958895,29.615486,29.991428,29.936636,29.658747,29.803553,29.348093,28.49033,27.346388,25.899288,21.943087,17.076042,13.4531555,7.9122562
01/13,29.673443,30.023624,30.002708,29.99794,30.01417,29.607449,30.006695,29.928368,29.656153,29.765902,29.32654,28.536013,27.354856,25.852448,21.90485,17.208897,13.324826,7.909286
01/14,29.688007,29.903727,29.908981,29.91027,29.913305,29.599613,29.9226,29.917383,29.65606,29.714415,29.294874,28.498075,27.312737,25.874126,22.002392,17.221174,13.447472,7.922678
01/15,29.670092,29.871576,29.869514,29.865004,29.865175,29.59335,29.87262,29.83052,29.673029,29.653963,29.32303,28.506433,27.349384,25.964687,22.040243,17.194527,13.427461,7.914239
01/16,29.699183,29.805067,29.807833,29.802322,29.811289,29.600689,29.81314,29.75064,29.656462,29.621935,29.307299,28.517317,27.367662,25.871202,21.92674,17.212984,13.437222,7.910536
01/17,29.714615,29.861822,29.862442,29.856878,29.85527,29.614079,29.86209,29.846983,29.659924,29.685032,29.310804,28.506514,27.325527,25.87657,21.969482,17.255625,13.429927,7.9156055
01/18,29.674335,29.90542,29.903376,29.895235,29.889309,29.621468,29.881401,29.88712,29.65316,29.829899,29.339285,28.538925,27.375378,25.93076,21.993298,17.070395,13.475558,7.922779
01/19,29.69428,29.87144,29.872412,29.866798,29.865875,29.634596,29.859919,29.860672,29.67203,29.853313,29.329556,28.488571,27.347198,25.910118,22.053497,17.222755,13.527199,7.9150825
01/20,29.691788,29.891098,29.895424,29.89116,29.885923,29.625957,29.873194,29.869686,29.643843,29.855217,29.326138,28.536236,27.369402,25.931934,22.01407,17.32099,13.443446,7.9191256
01/21,29.655111,29.776321,29.776567,29.789434,29.817303,29.596224,29.862436,29.868881,29.64915,29.84584,29.307285,28.516726,27.374706,25.918034,22.048397,17.096972,13.509308,7.9121594
01/22,29.582392,29.745462,29.748005,29.752674,29.769194,29.572346,29.834988,29.855959,29.627403,29.830051,29.302969,28.511171,27.337797,25.870436,22.024677,17.185339,13.542613,7.91447
01/23,29.633387,29.784218,29.761913,29.753036,29.758963,29.561268,29.786188,29.81004,29.602571,29.785284,29.27954,28.47864,27.324572,25.872763,21.995365,17.273445,13.4342375,7.9191804
01/24,29.647617,30.049034,29.971315,29.922678,29.886885,29.563028,29.814049,29.768267,29.614405,29.7802,29.312206,28.480408,27.322773,25.87189,21.946247,17.144844,13.452279,7.884243
01/25,29.626226,29.908583,29.907524,29.899961,29.88182,29.576612,29.8354,29.824896,29.620352,29.842426,29.3068,28.49551,27.312931,25.850807,21.991732,17.179405,13.554248,7.908163
01/26,29.57981,29.719185,29.722359,29.725067,29.738348,29.540775,29.77808,29.824268,29.605358,29.843725,29.325289,28.525803,27.326689,25.840822,21.942898,17.227291,13.457368,7.900447
01/27,29.585691,29.714796,29.715988,29.718475,29.727772,29.547228,29.734137,29.74226,29.60936,29.83329,29.291506,28.483173,27.300028,25.796476,21.968264,17.155777,13.48422,7.8917127
01/28,29.587334,29.802217,29.787748,29.778124,29.768177,29.547207,29.737324,29.762215,29.624973,29.8401,29.346006,28.502161,27.332571,25.882479,22.024458,17.326954,13.620846,7.902185
01/29,29.550102,29.847673,29.822874,29.802326,29.78015,29.531038,29.753689,29.776503,29.579605,29.837444,29.306597,28.538034,27.361473,25.83124,22.01178,17.229568,13.50957,7.91816
01/30,29.554424,29.852087,29.827791,29.816431,29.8196,29.516235,29.838823,29.803278,29.577246,29.869574,29.289957,28.514915,27.360567,25.88368,22.02192,17.43474,13.584201,7.9097
01/31,29.547928,29.866566,29.841661,29.829536,29.825869,29.516659,29.818724,29.838472,29.595617,30.001297,29.30299,28.563797,27.357021,25.897257,22.080235,17.239183,13.556819,7.9047027
02/01,29.509777,29.857208,29.859056,29.85497,29.85121,29.513742,29.849785,29.858206,29.564661,30.081444,29.273977,28.527493,27.305756,25.854418,22.005087,17.301159,13.569451,7.8963075
02/02,29.508612,29.797644,29.80115,29.802107,29.804626,29.496298,29.807562,29.822544,29.563992,30.060135,29.285849,28.580723,27.368713,25.92866,22.112217,17.483011,13.657276,7.9179854
02/03,29.508595,29.697037,29.698223,29.697052,29.702307,29.490244,29.723238,29.748615,29.559109,29.965733,29.26777,28.547022,27.399658,25.931652,22.118805,17.451424,13.722614,7.934191
02/04,29.501045,29.617542,29.622711,29.624163,29.63132,29.496265,29.658672,29.74289,29.556799,29.905258,29.274334,28.564566,27.40819,25.898958,22.076101,17.442179,13.694641,7.9352665
02/05,29.513063,29.607176,29.607819,29.59858,29.593748,29.500044,29.588726,29.640554,29.550539,29.814743,29.268993,28.552584,27.39224,25.95042,22.059366,17.426876,13.722511,7.939108
02/06,29.494461,29.579535,29.579765,29.570004,29.564783,29.498394,29.55858,29.580301,29.529991,29.87146,29.260014,28.589666,27.450245,26.057423,22.109211,17.59065,13.758842,7.950834
02/07,29.55051,29.616425,29.617464,29.610249,29.606401,29.496756,29.600512,29.601719,29.49862,29.831873,29.239489,28.593727,27.497458,25.975716,22.048323,17.496525,13.79251,7.9576726
02/08,29.546942,29.592257,29.595888,29.59702,29.599508,29.505423,29.600584,29.610498,29.528067,29.805426,29.259274,28.573053,27.467182,26.014488,22.07603,17.538628,13.758178,7.977692
02/09,29.563757,29.512678,29.517586,29.519438,29.524782,29.512367,29.532225,29.548819,29.531057,29.7454,29.203846,28.530247,27.47289,26.029982,22.12098,17.478039,13.776011,7.9605465
02/10,29.54946,29.398314,29.409996,29.418985,29.429132,29.506086,29.447947,29.475471,29.508284,29.746712,29.220003,28.549631,27.49241,26.045607,22.067589,17.50973,13.825425,7.9670014
02/11,29.514688,29.403374,29.408228,29.411736,29.413944,29.499006,29.4193,29.42912,29.51707,29.72488,29.183918,28.552551,27.436188,26.005981,22.133625,17.488298,13.751468,7.9743805
02/12,29.544989,29.372961,29.376942,29.378296,29.379816,29.504845,29.380764,29.394258,29.509842,29.806164,29.212463,28.513699,27.380531,25.949505,22.075901,17.39685,13.781078,7.9624553
02/13,29.518774,29.355145,29.35717,29.355633,29.35574,29.510843,29.34935,29.345562,29.511774,29.636599,29.243551,28.490843,27.371544,25.9592,22.103895,17.427967,13.815116,7.970711
02/14,29.46995,29.34433,29.349514,29.353533,29.35667,29.494541,29.35817,29.357567,29.461763,29.504177,29.181353,28.495386,27.371437,25.966532,22.126156,17.384571,13.727089,7.9736657
02/15,29.511127,29.331045,29.334063,29.335804,29.33907,29.50279,29.34702,29.363857,29.480938,29.525187,29.170698,28.457336,27.331656,25.951372,22.127401,17.358719,13.763947,7.958
02/16,29.510397,29.305288,29.321856,29.33221,29.338732,29.510109,29.34242,29.346315,29.472929,29.391472,29.13204,28.390764,27.256142,25.90649,22.036238,17.39658,13.7645235,7.97759
02/17,29.511255,29.175987,29.183092,29.189766,29.212479,29.474186,29.241373,29.259611,29.45283,29.31608,29.144938,28.359665,27.267574,25.853783,22.10699,17.369312,13.70813,7.963388
02/18,29.503895,29.191702,29.14448,29.146132,29.158527,29.454437,29.192295,29.286327,29.427,29.370111,29.131426,28.359085,27.283892,25.879429,22.15103,17.368046,13.765983,7.9754543
02/19,29.473553,29.241737,29.184572,29.15616,29.145243,29.435509,29.12583,29.174835,29.434198,29.449282,29.082808,28.346376,27.222704,25.88032,22.039238,17.362377,13.795559,7.9702277
02/20,29.488026,29.272379,29.2594,29.250927,29.253437,29.433685,29.276081,29.318863,29.396599,29.420515,29.049622,28.31002,27.185259,25.860659,22.202944,17.476763,13.7221575,7.9842987
02/21,29.579388,29.25691,29.25171,29.248526,29.250843,29.449556,29.269644,29.278744,29.414278,29.557205,29.036049,28.285995,27.227148,25.92572,22.21157,17.470825,13.842065,7.958738
02/22,29.651638,29.357899,29.28063,29.26046,29.251001,29.46736,29.244108,29.355223,29.486343,29.636269,29.085,28.324505,27.292326,25.88872,22.156567,17.363714,13.783778,7.9714103
02/23,29.644499,29.236145,29.23275,29.229944,29.23742,29.495237,29.268284,29.289257,29.468376,29.469976,29.074312,28.356329,27.313038,25.965092,22.256014,17.528143,13.7329035,7.971663
02/24,29.66034,29.35308,29.315704,29.298273,29.28893,29.511393,29.28026,29.30143,29.502026,29.524141,29.134655,28.419697,27.424288,26.01222,22.182575,17.39925,13.822974,7.969583
02/25,29.637749,29.275265,29.303507,29.320498,29.324951,29.499605,29.329285,29.403723,29.433872,29.517204,29.115784,28.415583,27.362726,25.973469,22.19262,17.42114,13.834071,7.988129
