time,hdin
01/01,136.92627
01/02,136.69777
01/03,136.90318
01/04,136.66673
01/05,136.94394
01/06,136.89297
01/07,137.0882
01/08,136.85924
01/09,136.97919
01/10,136.84555
01/11,137.30128
01/12,137.31236
01/13,137.17189
01/14,137.06482
01/15,137.37909
01/16,137.4861
01/17,137.26631
01/18,137.70499
01/19,137.52162
01/20,137.24301
01/21,137.54997
01/22,137.21674
01/23,137.3725
01/24,137.1786
01/25,136.97656
01/26,136.85695
01/27,136.81651
01/28,137.19789
01/29,137.03726
01/30,137.19461
01/31,137.30434
02/01,137.25726
02/02,137.7828
02/03,137.63501
02/04,137.79117
02/05,137.78815
02/06,138.18465
02/07,138.60085
02/08,137.92436
02/09,138.34264
02/10,138.49234
02/11,138.28137
02/12,138.31685
02/13,137.93765
02/14,138.14175
02/15,137.95169
02/16,137.6497
02/17,138.16386
02/18,138.04857
02/19,138.18901
02/20,138.32663
02/21,137.97859
02/22,138.26964
02/23,137.96051
02/24,138.02791
02/25,137.87
02/26,137.92276
02/27,137.94313
02/28,137.68564
02/29,136.37585
03/01,137.7294
03/02,137.4546
03/03,137.25058
03/04,137.20201
03/05,136.9851
03/06,137.14409
03/07,136.65176
03/08,136.90082
03/09,137.11917
03/10,136.51854
03/11,136.07684
03/12,136.26974
03/13,136.0178
03/14,135.95302
03/15,136.1044
03/16,135.99701
03/17,135.95091
03/18,136.11322
03/19,135.9016
03/20,135.55795
03/21,135.62831
03/22,135.27472
03/23,135.51991
03/24,135.06989
03/25,134.90923
03/26,135.10527
03/27,135.03156
03/28,134.66466
03/29,134.849
03/30,134.49545
03/31,134.44365
04/01,134.3334
04/02,134.2332
04/03,134.40111
04/04,134.28624
04/05,134.11514
04/06,133.91945
04/07,134.0884
04/08,133.86624
04/09,133.9019
04/10,133.62099
04/11,133.58444
04/12,133.50574
04/13,133.66968
04/14,133.52132
04/15,133.32552
04/16,133.08173
04/17,132.96992
04/18,132.8492
04/19,132.91315
04/20,132.83636
04/21,132.96825
04/22,132.8818
04/23,132.95967
04/24,132.661
04/25,132.52034
04/26,132.77295
04/27,132.4554
04/28,132.42613
04/29,132.58101
04/30,132.81471
05/01,132.6263
05/02,132.40576
05/03,132.85826
05/04,132.51721
05/05,132.12358
05/06,132.45912
05/07,132.41924
05/08,132.51227
05/09,132.21811
05/10,132.40654
05/11,132.75783
05/12,132.34059
05/13,132.52019
05/14,132.32338
05/15,132.34464
05/16,132.00598
05/17,131.74081
05/18,132.05403
05/19,132.38197
05/20,132.10083
05/21,132.12459
05/22,132.10362
05/23,132.09247
05/24,132.21169
05/25,131.85204
05/26,132.1521
05/27,131.81694
05/28,131.75887
05/29,131.87915
05/30,131.8392
