time,hdin
01/01,137.10925
01/02,137.16684
01/03,137.57933
01/04,137.49225
01/05,137.41568
01/06,137.32124
01/07,137.68326
01/08,137.76598
01/09,137.58412
01/10,137.2696
01/11,137.20157
01/12,137.39787
01/13,137.33636
01/14,137.55156
01/15,137.27287
01/16,137.3181
01/17,137.49469
01/18,137.93974
01/19,137.73807
01/20,137.48488
01/21,137.48946
01/22,137.46625
01/23,137.8296
01/24,138.4808
01/25,138.6571
01/26,138.45683
01/27,138.4775
01/28,138.82602
01/29,139.0056
01/30,138.73389
01/31,138.39465
02/01,138.5138
02/02,138.97728
02/03,139.09837
02/04,138.9759
02/05,139.21828
02/06,138.94272
02/07,138.97592
02/08,138.77382
02/09,138.68898
02/10,139.05049
02/11,138.28844
02/12,137.99837
02/13,139.05704
02/14,138.9134
02/15,139.11188
02/16,138.5193
02/17,138.96503
02/18,139.2465
02/19,139.60109
02/20,139.94722
02/21,139.35722
02/22,139.23637
02/23,139.51678
02/24,139.1721
02/25,139.13136
02/26,139.07198
02/27,139.26488
02/28,138.92961
02/29,141.10951
03/01,139.39224
03/02,140.12479
03/03,139.69283
03/04,139.7534
03/05,139.7865
03/06,139.7986
03/07,139.89555
03/08,139.69698
03/09,139.77348
03/10,139.74258
03/11,140.62352
03/12,140.92088
03/13,140.43117
03/14,140.02213
03/15,139.68169
03/16,139.70584
03/17,139.92265
03/18,139.32333
03/19,139.59045
03/20,139.76662
03/21,139.41167
03/22,139.4124
03/23,139.29556
03/24,139.21512
03/25,139.11925
03/26,139.24916
03/27,139.96335
03/28,139.83
03/29,139.30925
03/30,139.34613
03/31,139.50262
04/01,139.03705
04/02,138.5109
04/03,138.21378
04/04,138.46065
04/05,138.12807
04/06,137.91713
04/07,137.66858
04/08,137.77885
04/09,138.38495
04/10,138.963
04/11,138.93806
04/12,139.04022
04/13,139.40207
04/14,139.01126
04/15,139.25418
04/16,138.73099
04/17,138.444
04/18,138.15222
04/19,138.2338
04/20,138.90515
04/21,138.58679
04/22,138.4313
04/23,138.54767
04/24,138.5423
04/25,138.71239
04/26,138.35251
04/27,138.66917
04/28,138.88483
04/29,138.34973
04/30,138.10661
05/01,138.45827
05/02,137.87953
05/03,137.27625
05/04,137.30658
05/05,137.56516
05/06,137.54407
05/07,137.37936
05/08,137.3111
05/09,137.18121
05/10,137.64763
05/11,137.62537
05/12,137.33253
05/13,137.04478
05/14,137.46783
05/15,137.00325
05/16,137.28918
05/17,137.1055
05/18,136.67247
05/19,136.31383
05/20,136.76654
05/21,137.09291
05/22,137.60353
05/23,137.6067
05/24,137.19305
05/25,137.61705
05/26,137.98538
05/27,137.70755
05/28,137.09666
05/29,137.34721
05/30,137.55879
05/31,137.24237
06/01,137.10938
06/02,137.25102
06/03,136.8453
06/04,136.6364
06/05,136.64671
06/06,136.44438
06/07,136.43063
06/08,135.66142
06/09,135.508
06/10,135.41211
06/11,135.50467
06/12,135.04544
06/13,134.53171
06/14,134.40854
06/15,134.09944
06/16,134.18672
06/17,134.11551
06/18,134.40164
06/19,135.03273
06/20,134.82852
06/21,134.7949
06/22,134.28677
06/23,134.61536
06/24,135.04857
06/25,134.46988
06/26,135.3706
06/27,135.83351
06/28,135.65512
06/29,135.39027
06/30,135.69337
07/01,135.49799
07/02,135.72516
07/03,135.4513
07/04,135.51472
07/05,135.74033
07/06,135.50006
07/07,135.51682
07/08,135.23512
07/09,134.92314
07/10,134.38252
07/11,134.48283
07/12,134.80457
07/13,135.18864
07/14,135.20645
07/15,134.72911
07/16,134.48119
07/17,134.50705
07/18,134.14809
07/19,133.73485
07/20,133.51225
07/21,133.01546
07/22,133.79694
07/23,133.86699
07/24,133.68718
07/25,133.9972
07/26,134.39389
07/27,133.9121
07/28,134.28104
07/29,134.00798
07/30,134.00395
07/31,133.72858
08/01,133.48392
08/02,133.56342
08/03,134.0662
08/04,134.00357
08/05,133.9507
08/06,134.19136
08/07,134.00455
08/08,133.95427
08/09,133.72693
08/10,134.26743
08/11,134.83704
08/12,134.88332
08/13,134.76973
08/14,133.89574
08/15,134.02454
08/16,134.03206
08/17,133.4023
08/18,133.82713
08/19,134.18752
08/20,133.63971
08/21,134.01988
08/22,133.96764
08/23,133.87053
08/24,133.9002
08/25,133.57852
08/26,133.35109
08/27,134.1182
08/28,134.3728
08/29,134.50758
08/30,133.986
08/31,133.95584
09/01,133.79178
09/02,134.12357
09/03,134.05011
09/04,133.98515
09/05,133.89026
09/06,134.01785
