time,hdin
01/01,
01/02,
01/03,
01/04,
01/05,
01/06,
01/07,
01/08,
01/09,
01/10,
01/11,
01/12,
01/13,
01/14,
01/15,
01/16,
01/17,
01/18,
01/19,
01/20,
01/21,
01/22,
01/23,
01/24,
01/25,
01/26,
01/27,
01/28,
01/29,
01/30,
01/31,
02/01,
02/02,
02/03,
02/04,
02/05,
02/06,
02/07,
02/08,
02/09,
02/10,
02/11,
02/12,
02/13,
02/14,
02/15,
02/16,
02/17,
02/18,
02/19,
02/20,
02/21,
02/22,
02/23,
02/24,
02/25,
02/26,
02/27,
02/28,
02/29,
03/01,
03/02,
03/03,
03/04,
03/05,
03/06,
03/07,
03/08,
03/09,
03/10,
03/11,
03/12,
03/13,
03/14,
03/15,
03/16,
03/17,
03/18,
03/19,
03/20,
03/21,
03/22,
03/23,
03/24,
03/25,
03/26,
03/27,
03/28,
03/29,
03/30,
03/31,
04/01,
04/02,
04/03,
04/04,
04/05,
04/06,
04/07,
04/08,
04/09,
04/10,
04/11,
04/12,
04/13,
04/14,
04/15,
04/16,
04/17,
04/18,
04/19,
04/20,
04/21,
04/22,
04/23,
04/24,
04/25,
04/26,
04/27,
04/28,
04/29,
04/30,
05/01,
05/02,
05/03,
05/04,
05/05,
05/06,
05/07,
05/08,
05/09,
05/10,
05/11,
05/12,
05/13,
05/14,
05/15,
05/16,
05/17,
05/18,
05/19,
05/20,
05/21,
05/22,
05/23,
05/24,
05/25,
05/26,
05/27,
05/28,
05/29,
05/30,
05/31,
06/01,
06/02,
06/03,
06/04,
06/05,
06/06,
06/07,
06/08,
06/09,
06/10,
06/11,
06/12,
06/13,
06/14,
06/15,
06/16,
06/17,
06/18,
06/19,
06/20,
06/21,
06/22,
06/23,
06/24,
06/25,
06/26,
06/27,
06/28,
06/29,
06/30,
07/01,
07/02,
07/03,
07/04,
07/05,
07/06,
07/07,
07/08,
07/09,116.494156
07/10,115.17734
07/11,115.67198
07/12,113.78885
07/13,113.59304
07/14,112.822914
07/15,112.07457
07/16,110.65422
07/17,109.62923
07/18,110.12967
07/19,109.923615
07/20,110.11729
07/21,111.24164
07/22,112.47353
07/23,114.372246
07/24,115.86253
07/25,116.17138
07/26,116.728615
07/27,116.71087
07/28,118.953415
07/29,117.85366
07/30,118.95429
07/31,118.06615
08/01,119.54265
08/02,119.72495
08/03,119.032326
08/04,120.18674
08/05,120.15271
08/06,118.540436
08/07,120.98439
08/08,119.28784
08/09,118.757935
08/10,119.22121
08/11,118.40802
08/12,118.9801
08/13,119.86868
08/14,118.62613
08/15,119.91826
08/16,119.733505
08/17,120.42293
08/18,121.310585
08/19,121.53354
08/20,121.95789
08/21,124.06758
08/22,126.23862
08/23,126.935814
08/24,127.12643
08/25,127.10883
08/26,126.213936
08/27,126.78009
08/28,127.8185
08/29,130.00456
08/30,130.92035
08/31,132.5506
09/01,133.21597
09/02,134.73802
09/03,135.89215
09/04,133.4913
09/05,132.5807
09/06,135.69655
09/07,133.27016
09/08,132.59238
09/09,131.0983
09/10,129.88687
09/11,130.51895
09/12,129.75064
09/13,129.81396
09/14,130.68478
09/15,129.91422
09/16,128.95724
09/17,129.83955
09/18,129.99283
09/19,130.07597
09/20,130.47078
09/21,129.96663
09/22,129.9559
09/23,128.33241
09/24,126.68359
09/25,127.36495
09/26,128.5283
09/27,128.75652
09/28,129.02797
09/29,129.15382
09/30,128.63408
10/01,130.27061
10/02,129.31227
10/03,129.74239
10/04,129.2955
10/05,129.64684
10/06,128.83017
10/07,129.2419
10/08,129.49896
10/09,128.84717
10/10,128.1837
10/11,128.08041
10/12,128.1427
10/13,127.87467
10/14,128.56021
10/15,128.622
10/16,129.46863
10/17,128.44913
10/18,129.5582
10/19,129.31482
10/20,129.24124
10/21,128.3716
10/22,128.77
10/23,127.379135
10/24,129.13599
10/25,129.41527
10/26,129.68292
10/27,129.791
10/28,130.05319
10/29,129.73938
10/30,129.48833
10/31,129.67729
11/01,129.42162
11/02,128.06757
11/03,128.96352
11/04,127.53648
11/05,126.48959
11/06,126.54414
11/07,126.92476
11/08,127.763565
11/09,129.58235
11/10,133.15701
11/11,131.71982
11/12,133.93018
11/13,132.61467
11/14,132.97284
11/15,127.64396
11/16,132.49257
11/17,129.56267
11/18,130.39317
11/19,131.2285
11/20,129.36395
11/21,129.21701
11/22,125.64378
11/23,124.73975
11/24,123.84187
11/25,127.91535
11/26,125.770035
11/27,124.86938
11/28,125.77343
11/29,124.351974
11/30,124.66632
12/01,123.70756
12/02,122.295685
12/03,119.9957
12/04,120.37663
12/05,120.748985
12/06,120.945854
12/07,115.55374
12/08,121.037285
12/09,121.711945
12/10,121.01125
12/11,122.34985
12/12,119.92759
12/13,121.121185
12/14,119.84717
12/15,120.181274
12/16,119.46491
12/17,118.575294
12/18,118.175385
12/19,115.76033
12/20,114.210266
12/21,114.430405
12/22,112.31041
12/23,110.58124
12/24,108.77708
12/25,
12/26,
12/27,
12/28,
12/29,
12/30,
12/31,
