time,hdin
01/01,92.8098
01/02,92.972466
01/03,93.263176
01/04,92.99335
01/05,92.9041
01/06,93.19263
01/07,93.03216
01/08,92.679825
01/09,92.679596
01/10,92.87315
01/11,93.061066
01/12,93.04601
01/13,92.9439
01/14,93.36433
01/15,93.471954
01/16,93.5023
01/17,93.2576
01/18,93.251495
01/19,93.44067
01/20,93.49492
01/21,93.536674
01/22,93.57637
01/23,93.25992
01/24,93.75537
01/25,93.77306
01/26,93.474785
01/27,93.52043
01/28,94.07869
01/29,94.000244
01/30,93.65688
01/31,93.84179
02/01,93.917755
02/02,93.43623
02/03,93.710686
02/04,93.69265
02/05,93.56389
02/06,93.304115
02/07,93.43655
02/08,93.25135
02/09,93.0734
02/10,92.80373
02/11,92.71209
02/12,92.82207
02/13,92.50129
02/14,92.70947
02/15,92.636
02/16,92.168945
02/17,92.07405
02/18,91.99157
02/19,92.41927
02/20,91.50265
02/21,90.727165
02/22,92.29245
02/23,92.0932
02/24,91.86416
02/25,91.075745
02/26,91.36251
02/27,91.323746
02/28,91.48962
02/29,90.501945
03/01,91.85032
03/02,91.46349
03/03,91.04063
03/04,91.30641
03/05,91.225716
03/06,91.07788
03/07,91.64275
03/08,91.55439
03/09,90.87426
03/10,91.02283
03/11,91.24681
03/12,90.92741
03/13,90.94651
03/14,91.10988
03/15,91.396286
03/16,91.404945
03/17,91.18845
03/18,90.99152
03/19,90.88251
03/20,91.26048
03/21,91.37761
03/22,90.98996
03/23,91.1712
03/24,91.28992
03/25,91.87484
03/26,91.78347
03/27,91.913475
03/28,91.60064
03/29,91.60465
03/30,91.45409
03/31,91.44762
04/01,91.08651
04/02,91.05787
04/03,91.1071
04/04,91.33553
04/05,91.44859
04/06,90.87088
04/07,90.84803
04/08,90.769066
04/09,91.34562
04/10,91.300064
04/11,90.99675
04/12,90.760765
04/13,90.875465
04/14,90.86549
04/15,91.38222
04/16,91.55391
04/17,91.021164
04/18,90.87335
04/19,91.53881
04/20,90.93903
04/21,91.15047
04/22,91.25056
04/23,91.39598
04/24,91.11323
04/25,91.21456
04/26,91.19872
04/27,90.62869
04/28,90.82239
04/29,91.199814
04/30,91.15285
05/01,90.76436
05/02,90.814224
05/03,91.34342
05/04,91.21771
05/05,91.49689
05/06,91.07882
05/07,91.18138
05/08,91.4056
05/09,91.48645
05/10,90.74505
05/11,90.791595
05/12,91.39062
05/13,90.979225
05/14,91.22064
05/15,90.86644
05/16,90.253784
05/17,90.67277
05/18,90.9401
05/19,91.276
05/20,91.64956
05/21,91.77051
05/22,91.46543
05/23,91.618835
