time,hdin
01/01,118.53737
01/02,118.42483
01/03,118.09438
01/04,117.88313
01/05,117.859825
01/06,117.821304
01/07,117.329575
01/08,117.70666
01/09,117.4107
01/10,117.01279
01/11,117.04802
01/12,117.07238
01/13,116.960846
01/14,116.88651
01/15,116.41729
01/16,116.796
01/17,116.45795
01/18,116.15334
01/19,116.05998
01/20,116.06845
01/21,115.57613
01/22,115.3171
01/23,115.45459
01/24,115.10012
01/25,115.20549
01/26,115.1006
01/27,115.38392
01/28,115.35087
01/29,114.79311
01/30,115.06782
01/31,114.707085
02/01,114.96986
02/02,114.6324
02/03,114.70957
02/04,114.60066
02/05,114.507324
02/06,114.53829
02/07,114.272934
02/08,114.55559
02/09,114.09741
02/10,114.430435
02/11,114.481834
02/12,114.021164
02/13,114.476746
02/14,114.32993
02/15,114.92221
02/16,115.03863
02/17,115.22046
02/18,115.1813
02/19,115.54154
02/20,115.28861
02/21,115.63263
02/22,115.19229
02/23,115.29128
02/24,115.22601
02/25,115.168755
02/26,115.162865
02/27,115.48733
02/28,115.57679
02/29,115.22882
03/01,115.76835
03/02,116.56186
03/03,116.488655
03/04,116.720795
03/05,116.85808
03/06,117.34015
03/07,117.370705
03/08,117.79678
03/09,117.6319
03/10,117.97142
03/11,117.92022
03/12,117.92912
03/13,117.93162
03/14,118.08269
03/15,118.38347
03/16,118.541275
03/17,118.33609
03/18,118.6379
03/19,118.71417
03/20,118.98986
03/21,119.328575
03/22,119.225685
03/23,119.65693
03/24,119.68848
03/25,119.91831
03/26,119.8987
03/27,119.77547
03/28,120.32504
03/29,120.487045
03/30,120.46894
03/31,120.79346
04/01,120.78782
04/02,120.97795
04/03,121.30039
04/04,121.74872
04/05,121.990295
04/06,122.499435
04/07,122.45094
04/08,122.885796
04/09,122.77625
04/10,122.78134
04/11,123.40073
04/12,123.52278
04/13,123.60126
04/14,124.10695
04/15,124.17731
04/16,124.33327
04/17,124.53441
04/18,124.98065
04/19,125.198586
04/20,125.290924
04/21,125.362206
04/22,125.70093
04/23,125.94214
04/24,126.032616
04/25,126.412094
04/26,126.47299
04/27,126.546104
04/28,126.82005
04/29,126.93467
04/30,127.24951
05/01,127.55677
05/02,127.40371
05/03,127.6933
05/04,127.74819
05/05,127.79919
05/06,128.09157
05/07,128.10957
05/08,127.93498
05/09,127.63082
05/10,127.71835
05/11,127.71218
05/12,127.98682
05/13,128.28172
05/14,128.3657
05/15,128.70767
05/16,128.89476
05/17,128.51506
05/18,128.69826
05/19,128.62852
05/20,128.50095
05/21,128.45543
05/22,128.795
05/23,128.41602
05/24,128.47308
05/25,128.17302
05/26,128.21796
05/27,128.67928
05/28,128.47421
05/29,128.69958
05/30,128.59041
05/31,128.51112
06/01,128.80888
06/02,128.8257
06/03,128.89008
06/04,128.90987
06/05,128.90923
06/06,129.00766
06/07,129.14322
06/08,129.20575
06/09,129.1275
06/10,129.0666
06/11,128.76982
06/12,128.58917
06/13,128.28447
06/14,127.61765
06/15,127.05056
06/16,127.26825
06/17,127.20596
06/18,126.96735
06/19,126.722755
06/20,126.78431
06/21,126.61904
06/22,126.51014
06/23,126.04815
06/24,125.77408
06/25,125.779205
06/26,125.712006
06/27,125.68072
06/28,125.70526
06/29,125.76984
06/30,125.751366
07/01,125.68029
07/02,125.57354
07/03,125.34384
07/04,125.90912
07/05,125.828896
07/06,126.004
07/07,126.06728
07/08,126.51482
07/09,126.56579
07/10,126.669495
07/11,127.03645
07/12,126.879265
07/13,127.22683
07/14,127.10207
07/15,127.26919
07/16,127.31635
07/17,127.08201
07/18,127.34843
07/19,127.323875
07/20,127.237755
07/21,127.18348
07/22,127.304184
07/23,127.06359
07/24,127.325775
07/25,127.21221
07/26,127.0541
07/27,126.893814
07/28,126.82929
07/29,126.95902
07/30,126.75319
07/31,126.71323
08/01,127.00879
08/02,126.901344
08/03,127.03268
08/04,126.96394
08/05,127.215256
08/06,127.12559
08/07,127.40493
08/08,127.41316
08/09,127.30467
08/10,127.87075
08/11,127.924675
08/12,127.95791
08/13,128.17937
08/14,128.50476
08/15,128.61972
08/16,128.3089
08/17,128.55235
08/18,128.64406
08/19,129.03746
08/20,129.09053
08/21,129.38667
08/22,129.33751
08/23,129.46767
08/24,129.57018
08/25,129.74806
08/26,129.50249
08/27,129.49364
08/28,129.15718
08/29,129.03772
08/30,128.96461
08/31,129.08339
09/01,128.70268
09/02,128.96643
09/03,129.19928
09/04,129.30307
09/05,129.19885
09/06,129.21599
09/07,128.94682
09/08,129.08734
09/09,129.14468
09/10,129.18904
09/11,128.97772
09/12,129.20195
09/13,128.91081
09/14,128.79369
09/15,128.89703
09/16,129.15558
09/17,128.8154
09/18,128.95216
09/19,128.90791
09/20,128.70622
09/21,128.84653
09/22,128.75583
09/23,128.92505
09/24,128.49048
09/25,128.63078
09/26,128.75839
09/27,128.8219
09/28,128.82227
09/29,128.8781
09/30,128.05673
10/01,128.15675
10/02,128.06773
10/03,127.91213
10/04,128.09572
10/05,127.93003
10/06,127.96694
10/07,127.81622
10/08,127.651955
10/09,127.07881
10/10,127.09375
10/11,127.04549
10/12,126.75011
10/13,126.893456
10/14,126.8621
10/15,127.018105
10/16,126.94231
10/17,126.92173
10/18,126.64366
10/19,127.01634
10/20,126.87467
10/21,126.79136
10/22,126.7444
10/23,126.46361
10/24,126.4621
10/25,126.23759
10/26,126.1888
10/27,125.738815
10/28,125.92228
10/29,125.53667
10/30,125.544106
10/31,125.43805
11/01,125.39138
11/02,125.5964
11/03,125.184204
11/04,125.06732
11/05,125.00505
11/06,124.682945
11/07,124.543236
11/08,124.3054
11/09,124.553665
11/10,124.35166
11/11,124.60311
11/12,124.48877
11/13,124.46663
11/14,124.37492
11/15,124.23189
11/16,124.38634
11/17,124.06523
11/18,124.336525
11/19,123.812416
11/20,123.76146
11/21,123.93441
11/22,123.72284
11/23,123.78186
11/24,123.585594
11/25,123.91753
11/26,123.6241
11/27,123.61047
11/28,123.39323
11/29,123.25964
11/30,123.2668
12/01,123.12018
12/02,123.21124
12/03,123.139755
12/04,123.06348
12/05,122.84282
12/06,122.54575
12/07,122.422104
12/08,122.28168
12/09,122.27555
12/10,122.1479
12/11,122.0694
12/12,121.872475
12/13,121.849915
12/14,121.71678
12/15,121.94755
12/16,121.55328
12/17,121.71272
12/18,121.25763
12/19,121.56667
12/20,121.2227
12/21,121.010925
12/22,120.949745
12/23,120.59261
12/24,120.2606
12/25,119.81207
12/26,119.51784
12/27,119.82362
12/28,119.32339
12/29,119.36704
12/30,119.04021
12/31,118.89353
