time,hdin
01/01,97.70359
01/02,97.17442
01/03,97.0001
01/04,97.16022
01/05,97.62253
01/06,96.68651
01/07,96.65184
01/08,97.068375
01/09,96.72679
01/10,96.59408
01/11,95.884926
01/12,96.29165
01/13,96.32411
01/14,96.17848
01/15,95.88834
01/16,96.08448
01/17,96.49332
01/18,95.6232
01/19,95.60326
01/20,95.64694
01/21,95.49577
01/22,95.84587
01/23,95.94719
01/24,95.788925
01/25,95.391335
01/26,95.03044
01/27,95.42354
01/28,96.092316
01/29,96.099174
01/30,96.078964
01/31,95.71903
02/01,95.891464
02/02,96.27807
02/03,95.993866
02/04,95.373795
02/05,95.52268
02/06,95.49943
02/07,95.80174
02/08,95.2262
02/09,95.36137
02/10,95.26168
02/11,94.87648
02/12,95.27016
02/13,95.69093
02/14,95.51262
02/15,94.91857
02/16,94.74821
02/17,96.25077
02/18,96.15522
02/19,95.8853
02/20,95.610725
02/21,96.114395
02/22,97.04398
02/23,97.055504
02/24,97.23139
02/25,96.50414
02/26,96.81509
02/27,97.27185
02/28,96.9272
02/29,95.90016
03/01,97.02814
03/02,96.9985
03/03,96.86749
03/04,97.1422
03/05,96.634705
03/06,96.40322
03/07,95.96405
03/08,96.59236
03/09,96.92079
03/10,96.78221
03/11,97.868576
03/12,97.98587
03/13,98.14719
03/14,98.39563
03/15,98.62365
03/16,98.914024
03/17,98.929825
03/18,98.86726
03/19,99.26472
03/20,99.92512
03/21,99.75421
03/22,99.608444
03/23,99.698685
03/24,99.63771
03/25,100.41396
03/26,101.15261
03/27,101.22087
03/28,100.71474
03/29,100.299164
03/30,100.94086
03/31,101.84685
04/01,102.045
04/02,101.67546
04/03,101.978
04/04,102.37996
04/05,102.980225
04/06,102.99347
04/07,103.22766
04/08,102.55288
04/09,103.57333
04/10,103.642746
04/11,103.73425
04/12,103.49032
04/13,103.815475
04/14,104.74796
04/15,104.288956
04/16,104.22694
04/17,104.12634
04/18,104.478294
04/19,104.54711
04/20,104.78694
04/21,104.798935
04/22,104.15489
04/23,103.85466
04/24,104.330444
04/25,103.960686
04/26,104.18169
04/27,104.22514
04/28,103.49716
04/29,104.00708
04/30,103.95572
05/01,104.111824
05/02,103.80175
05/03,103.65738
05/04,104.03039
05/05,104.210075
05/06,104.63591
05/07,104.05429
05/08,104.5902
05/09,104.83816
05/10,105.31493
05/11,105.97938
05/12,106.01528
05/13,105.84044
05/14,105.50409
05/15,105.81999
05/16,106.428566
05/17,106.39908
05/18,106.883255
05/19,106.686005
05/20,106.66616
05/21,106.55423
05/22,106.717255
05/23,107.183464
05/24,107.4385
05/25,107.0376
05/26,107.271645
05/27,107.90026
05/28,107.75282
05/29,108.0774
05/30,107.54703
05/31,107.49325
06/01,107.86528
06/02,107.8244
06/03,107.45295
06/04,107.55732
06/05,107.79087
06/06,107.96348
06/07,108.270676
06/08,107.78299
06/09,107.602806
06/10,107.65362
06/11,108.14669
06/12,107.50674
06/13,107.1505
06/14,107.76569
06/15,108.2173
06/16,107.66412
06/17,107.15421
06/18,108.00319
06/19,107.93863
06/20,107.657684
06/21,107.83738
06/22,107.45399
06/23,107.00729
06/24,107.07905
06/25,107.283134
06/26,107.16441
06/27,107.65371
06/28,107.6625
06/29,106.92526
06/30,106.90541
07/01,106.7676
07/02,106.74083
07/03,106.551125
07/04,106.545105
07/05,106.48099
07/06,106.44247
07/07,106.70199
07/08,106.61119
07/09,106.88489
07/10,106.594604
07/11,106.74411
07/12,106.774734
07/13,106.25495
07/14,106.20348
07/15,106.14956
07/16,106.496185
07/17,106.29056
07/18,106.24155
07/19,106.528275
07/20,106.10973
07/21,106.33255
07/22,106.54473
07/23,105.86697
07/24,106.18981
07/25,105.57102
07/26,105.23674
07/27,105.598946
07/28,106.209236
07/29,106.00017
07/30,105.42133
07/31,106.122894
08/01,105.925446
08/02,105.43874
08/03,104.88066
08/04,104.91406
08/05,105.83922
08/06,105.923195
08/07,105.4738
08/08,105.13237
08/09,105.51986
08/10,105.13319
08/11,105.541176
08/12,105.58219
08/13,105.35103
08/14,105.39728
08/15,105.21284
08/16,104.828445
08/17,104.854385
08/18,104.44265
08/19,104.738716
08/20,105.27477
08/21,105.22686
08/22,105.22302
08/23,104.73581
08/24,104.63672
08/25,105.139694
08/26,105.03691
08/27,104.81628
08/28,105.33341
08/29,105.28462
08/30,105.07362
