time,hdin
01/01,98.71825
01/02,98.716225
01/03,98.125824
01/04,98.627884
01/05,98.58294
01/06,98.35861
01/07,98.63018
01/08,98.05596
01/09,98.21328
01/10,98.65518
01/11,98.807495
01/12,98.38715
01/13,98.014656
01/14,98.27529
01/15,98.33325
01/16,98.18214
01/17,98.44673
01/18,97.89283
01/19,98.08887
01/20,98.19001
01/21,98.14848
01/22,98.25111
01/23,98.37048
01/24,98.11108
01/25,98.31245
01/26,98.39806
01/27,98.359566
01/28,98.16444
01/29,98.183105
01/30,98.334404
01/31,98.445625
02/01,98.537674
02/02,98.249275
02/03,98.389275
02/04,98.30917
02/05,98.48645
02/06,98.4155
02/07,98.06506
02/08,98.17218
02/09,98.14835
02/10,98.00633
02/11,97.95164
02/12,98.42594
02/13,98.68712
02/14,98.153404
02/15,98.039665
02/16,98.06352
02/17,98.12471
02/18,98.23919
02/19,97.62329
02/20,97.74299
02/21,97.76996
02/22,97.76709
02/23,97.81407
02/24,97.52666
02/25,97.65816
02/26,97.65889
02/27,97.25662
02/28,97.39198
02/29,96.27129
03/01,97.191025
03/02,96.77551
03/03,96.96473
03/04,96.8112
03/05,96.09632
03/06,96.165565
03/07,96.52039
03/08,96.55614
03/09,95.55662
03/10,95.62438
03/11,95.791824
03/12,95.35156
03/13,95.19852
03/14,94.972404
03/15,94.79995
03/16,95.15265
03/17,95.0479
03/18,94.62102
03/19,94.329704
03/20,94.200294
03/21,94.20826
03/22,94.54775
03/23,94.248886
03/24,93.36897
03/25,93.179985
03/26,93.48419
03/27,93.11102
03/28,93.376854
03/29,93.26869
03/30,93.195015
03/31,92.82993
04/01,92.710594
04/02,92.986435
04/03,92.79299
04/04,93.0124
04/05,92.79699
04/06,92.50909
04/07,92.83096
04/08,92.42926
04/09,92.805855
04/10,92.65719
04/11,92.926636
04/12,92.61808
04/13,92.67701
04/14,92.47637
04/15,92.272255
04/16,92.596375
04/17,92.2304
04/18,92.33143
04/19,92.28576
