time,hdin
01/01,113.71785
01/02,113.9312
01/03,113.80841
01/04,113.94298
01/05,114.08068
01/06,113.927444
01/07,114.03277
01/08,113.71626
01/09,113.69631
01/10,113.765976
01/11,113.80336
01/12,113.55684
01/13,113.578094
01/14,114.02929
01/15,114.01682
01/16,113.64643
01/17,113.80163
01/18,113.94456
01/19,113.7077
01/20,113.88374
01/21,113.67077
01/22,113.990685
01/23,113.961006
01/24,113.976845
01/25,114.058266
01/26,113.814316
01/27,114.07291
01/28,113.76878
01/29,113.439125
01/30,113.93584
01/31,113.62235
02/01,113.52394
02/02,113.45077
02/03,113.336914
02/04,113.61842
02/05,113.5178
02/06,113.681435
02/07,113.85952
02/08,113.81181
02/09,113.96462
02/10,113.9023
02/11,113.8892
02/12,114.25175
02/13,114.105484
02/14,114.09171
02/15,114.21272
02/16,114.282974
02/17,114.54862
02/18,114.21698
02/19,114.240074
02/20,114.63788
02/21,114.08214
02/22,114.1604
02/23,114.102554
02/24,114.030495
02/25,114.41032
02/26,113.7986
02/27,113.73574
02/28,114.1096
02/29,113.17901
03/01,113.85099
03/02,113.63281
03/03,113.74133
03/04,114.197464
03/05,113.53646
03/06,113.80145
03/07,114.15446
03/08,113.88389
03/09,113.78027
03/10,114.03705
03/11,113.99823
03/12,113.93223
03/13,114.09471
03/14,113.85233
03/15,113.77916
03/16,113.83446
03/17,113.63656
03/18,113.18954
03/19,113.6163
03/20,113.14453
03/21,113.19784
03/22,112.891556
03/23,112.959694
03/24,112.895645
03/25,112.531845
03/26,112.80355
03/27,112.735725
03/28,112.37982
03/29,112.15512
03/30,112.001305
03/31,112.28453
04/01,111.97279
04/02,112.065636
04/03,112.04741
04/04,112.449066
04/05,112.07803
04/06,112.0132
04/07,112.280624
04/08,112.29588
04/09,112.31931
04/10,112.33128
04/11,112.43044
04/12,112.291084
04/13,112.25184
04/14,112.30196
04/15,112.44888
04/16,112.41954
04/17,112.51038
04/18,112.47734
04/19,112.542366
04/20,112.5978
04/21,112.727776
04/22,112.64117
04/23,112.6961
04/24,112.79968
04/25,112.71807
04/26,112.956436
04/27,112.72977
04/28,112.87651
04/29,113.01837
04/30,113.246796
05/01,112.78464
05/02,113.04663
05/03,113.233475
05/04,113.26378
05/05,113.151115
05/06,113.22054
05/07,113.59619
05/08,113.518524
05/09,113.3985
05/10,113.754875
05/11,113.305954
05/12,113.50345
05/13,113.36936
05/14,113.64912
05/15,113.44531
05/16,113.63277
05/17,113.65136
05/18,113.91914
05/19,113.82505
05/20,114.160736
05/21,114.22754
05/22,114.36087
05/23,114.22143
05/24,114.1964
05/25,114.10861
05/26,113.99539
05/27,114.40029
05/28,114.08799
05/29,114.02127
05/30,114.308655
05/31,114.05518
06/01,114.050354
06/02,113.9528
06/03,114.13472
06/04,114.03626
06/05,113.955864
06/06,113.93186
06/07,113.93901
06/08,113.77537
06/09,113.62657
06/10,113.54484
06/11,113.324814
06/12,113.349075
06/13,113.41447
06/14,113.17077
06/15,113.40389
06/16,113.45837
06/17,113.25998
06/18,113.15642
06/19,113.334335
06/20,113.36597
06/21,113.455734
06/22,113.45926
06/23,113.37963
06/24,113.52452
06/25,113.1923
06/26,113.44977
06/27,113.51537
06/28,113.23844
06/29,113.3122
06/30,113.17424
07/01,113.55487
07/02,113.16814
07/03,113.162704
07/04,113.60537
07/05,113.1814
07/06,113.18371
07/07,113.162415
07/08,112.91734
07/09,113.085075
07/10,113.234344
07/11,112.81504
07/12,112.98413
07/13,112.99157
07/14,113.06209
07/15,112.63209
07/16,112.44951
07/17,112.96419
07/18,112.50626
07/19,112.2615
07/20,112.82031
07/21,112.5322
07/22,112.755455
07/23,112.61684
07/24,112.474915
07/25,112.86114
07/26,112.54399
07/27,112.74465
07/28,112.7015
07/29,112.46895
07/30,112.991486
07/31,112.654106
08/01,112.52763
08/02,112.72066
08/03,112.59999
08/04,112.49224
08/05,112.43665
08/06,112.37339
08/07,112.50264
08/08,112.29143
08/09,112.18938
08/10,112.170654
08/11,111.88713
08/12,111.95508
08/13,111.731735
08/14,110.71289
08/15,110.70633
08/16,110.88648
08/17,110.512085
08/18,110.43491
08/19,110.73076
08/20,110.75346
08/21,110.906876
08/22,110.70015
08/23,111.10412
08/24,110.9104
08/25,110.95459
08/26,111.40363
08/27,111.562416
08/28,111.67565
08/29,112.01037
08/30,111.88093
08/31,112.36863
09/01,112.32629
09/02,112.41281
09/03,112.036156
09/04,112.38909
09/05,111.7243
09/06,111.763756
09/07,111.923965
09/08,111.09167
09/09,111.32016
09/10,111.3429
09/11,110.82886
09/12,110.49845
09/13,110.13633
09/14,110.455826
09/15,110.07988
09/16,110.50717
09/17,110.22308
09/18,110.473694
09/19,110.074356
09/20,110.42619
09/21,110.08229
09/22,110.421104
09/23,110.51747
09/24,110.424576
09/25,110.30788
09/26,110.33285
09/27,110.89624
09/28,110.9068
09/29,110.26919
09/30,110.37325
10/01,110.50194
10/02,110.626686
10/03,110.61527
10/04,110.71211
10/05,111.16465
10/06,110.83064
10/07,111.02375
10/08,111.240295
10/09,111.39284
10/10,111.14855
10/11,111.55719
10/12,111.638275
10/13,112.46609
10/14,112.31216
10/15,112.308075
10/16,112.08499
10/17,112.16868
10/18,111.771454
10/19,112.1846
10/20,111.77187
10/21,112.10709
10/22,112.10349
10/23,111.87652
10/24,111.73977
10/25,111.83553
10/26,111.93837
10/27,111.87278
10/28,111.84374
10/29,112.05916
10/30,112.104576
10/31,112.06239
11/01,112.48093
11/02,112.35143
11/03,112.2348
11/04,112.36591
11/05,112.473465
11/06,112.5475
11/07,112.57893
11/08,112.57786
11/09,112.66245
11/10,112.430244
11/11,112.21235
11/12,112.1697
11/13,112.13775
11/14,112.45391
11/15,112.15162
11/16,112.565285
11/17,112.365746
11/18,112.53207
11/19,112.50687
11/20,112.34247
11/21,112.30848
11/22,112.51382
11/23,112.50504
11/24,112.768456
11/25,112.46583
11/26,112.552734
11/27,112.679695
11/28,112.49377
11/29,112.482605
11/30,112.352325
12/01,112.34484
12/02,112.1612
12/03,112.372894
12/04,112.52653
12/05,112.03399
12/06,112.073326
12/07,112.85514
12/08,113.00833
12/09,112.566826
12/10,112.76855
12/11,112.963264
12/12,112.72588
12/13,112.7577
12/14,112.8323
12/15,113.12693
12/16,112.93164
12/17,113.13369
12/18,113.03922
12/19,113.1392
12/20,112.819855
12/21,112.3466
12/22,112.471275
12/23,112.21021
12/24,113.00968
12/25,112.46157
12/26,112.62356
12/27,113.08045
12/28,112.96631
12/29,113.26227
12/30,113.17019
12/31,113.06251
