time,hdin
01/01,129.43207
01/02,128.92607
01/03,129.02419
01/04,128.70277
01/05,128.84387
01/06,128.95757
01/07,129.14267
01/08,128.6619
01/09,128.7784
01/10,128.91135
01/11,129.07358
01/12,128.66583
01/13,129.14828
01/14,129.0205
01/15,128.45164
01/16,129.05125
01/17,129.22343
01/18,128.93936
01/19,128.53502
01/20,128.63736
01/21,128.23277
01/22,128.5175
01/23,129.14323
01/24,129.01025
01/25,129.18597
01/26,129.03957
01/27,128.55997
01/28,128.45767
01/29,128.6416
01/30,129.13821
01/31,128.4499
02/01,129.08093
02/02,129.08212
02/03,129.2823
02/04,129.59569
02/05,129.58014
02/06,129.21513
02/07,129.68173
02/08,129.95479
02/09,128.97392
02/10,128.53183
02/11,128.96938
02/12,128.8816
02/13,128.4545
02/14,128.19223
02/15,128.71912
02/16,128.38402
02/17,128.26094
02/18,128.12851
02/19,128.15128
02/20,127.81408
02/21,128.05879
02/22,127.90791
02/23,128.18849
02/24,128.13881
02/25,127.97733
02/26,128.0499
02/27,128.11743
02/28,128.90686
02/29,128.7114
03/01,128.94673
03/02,128.35318
03/03,127.715225
03/04,127.427086
03/05,127.37866
03/06,126.816124
03/07,126.92013
03/08,127.23499
03/09,126.7621
03/10,126.86177
03/11,126.96715
03/12,126.53349
03/13,126.73174
03/14,127.11592
03/15,126.55568
03/16,125.98449
03/17,126.80025
03/18,126.589615
03/19,126.39966
03/20,126.68835
03/21,127.05823
03/22,126.74722
03/23,126.449005
03/24,126.47518
03/25,126.29762
03/26,126.181465
03/27,126.44392
03/28,126.65068
03/29,126.56832
03/30,126.481865
03/31,126.001785
04/01,126.478264
04/02,126.17253
04/03,125.97667
04/04,126.31653
04/05,125.98218
04/06,125.275444
04/07,125.77817
04/08,125.49874
04/09,124.72655
04/10,124.77432
04/11,124.79833
04/12,124.621956
04/13,123.95857
04/14,124.0217
04/15,124.21903
04/16,124.12833
04/17,123.83938
04/18,124.106926
04/19,123.94084
04/20,123.78791
04/21,124.09689
04/22,124.13502
04/23,123.590065
04/24,123.51836
04/25,123.73343
04/26,123.46478
04/27,123.016014
04/28,123.45236
04/29,123.5729
04/30,123.71794
05/01,123.52102
05/02,123.74509
05/03,123.541016
05/04,123.591286
05/05,123.60644
05/06,123.15919
05/07,122.952354
05/08,123.013054
05/09,123.31903
05/10,123.130905
05/11,123.257225
05/12,123.035576
05/13,122.94527
05/14,122.27411
05/15,122.41604
05/16,122.473114
05/17,122.52484
05/18,122.37143
05/19,122.69486
05/20,122.58933
05/21,122.297295
05/22,122.47692
05/23,122.15678
05/24,122.196915
05/25,121.902626
05/26,121.538826
05/27,121.81567
05/28,121.83657
05/29,121.64627
05/30,122.14283
05/31,122.27141
06/01,122.42349
06/02,122.164375
06/03,122.0401
06/04,121.691956
06/05,121.914406
06/06,121.76489
06/07,121.73708
06/08,121.786835
06/09,121.64594
06/10,121.555725
06/11,121.634125
06/12,121.81397
06/13,121.44228
06/14,121.509384
06/15,121.735466
06/16,121.907684
06/17,121.57935
06/18,121.186424
06/19,121.285065
06/20,121.04969
06/21,120.988655
06/22,121.35999
06/23,121.11608
06/24,121.0155
06/25,120.92068
06/26,121.10243
06/27,121.51084
06/28,121.14624
06/29,121.16597
06/30,121.857086
07/01,121.632416
07/02,121.70906
07/03,122.08667
07/04,121.7914
07/05,121.15246
07/06,121.56446
07/07,121.78445
07/08,121.83345
07/09,122.119835
07/10,121.794586
07/11,122.17742
07/12,122.35385
07/13,122.19119
07/14,122.47629
07/15,122.9039
07/16,122.60173
07/17,122.35771
07/18,122.6109
07/19,122.26916
07/20,122.2324
07/21,122.06058
07/22,122.31264
07/23,122.56194
07/24,122.78028
07/25,122.57017
07/26,122.56762
07/27,122.51126
07/28,123.07934
07/29,123.13803
07/30,122.84391
07/31,122.96996
08/01,123.12123
08/02,123.275764
08/03,123.44736
08/04,123.79598
08/05,123.18645
08/06,123.9337
08/07,124.41679
08/08,123.86275
08/09,123.70775
08/10,123.990845
08/11,124.02884
08/12,124.318954
08/13,124.48514
08/14,123.9773
08/15,123.88083
08/16,123.98273
08/17,124.34305
08/18,124.32113
08/19,123.77525
08/20,124.32851
08/21,124.66922
08/22,124.18695
08/23,124.579865
08/24,125.01845
08/25,124.77233
08/26,124.78925
08/27,124.83049
08/28,125.09103
08/29,124.959335
08/30,124.97969
08/31,125.403275
09/01,125.4569
09/02,125.57863
09/03,125.789055
09/04,125.35587
09/05,125.04615
09/06,125.19953
09/07,125.38639
09/08,124.8181
09/09,125.213295
09/10,125.2631
09/11,125.57845
09/12,125.54333
09/13,125.347176
09/14,125.50308
09/15,125.04288
09/16,125.31559
09/17,125.47921
09/18,125.66437
09/19,125.20505
09/20,125.462166
09/21,125.150536
09/22,125.31464
09/23,124.90255
09/24,124.51734
09/25,124.684044
09/26,124.43524
09/27,124.48245
09/28,124.447685
09/29,124.34746
09/30,124.14166
10/01,124.50038
10/02,124.781006
10/03,124.39242
10/04,124.09217
10/05,123.74503
10/06,124.20263
10/07,124.15247
10/08,124.26086
10/09,124.43717
10/10,124.56222
10/11,124.72698
10/12,125.04546
10/13,125.38272
10/14,125.15019
10/15,125.58316
10/16,125.88688
10/17,124.95914
10/18,125.050255
10/19,125.81743
10/20,126.04119
10/21,125.93028
10/22,126.13765
10/23,126.30058
10/24,126.15539
10/25,126.01008
10/26,126.0333
10/27,125.965546
10/28,125.92471
10/29,126.72039
10/30,126.4598
10/31,125.94634
11/01,126.05103
11/02,126.05546
11/03,125.546745
11/04,125.39538
11/05,125.76933
11/06,125.70293
11/07,125.427376
11/08,125.4984
11/09,125.97305
11/10,126.19543
11/11,125.82474
11/12,126.04301
11/13,125.717575
11/14,126.07329
11/15,126.40631
11/16,126.50915
11/17,126.39959
11/18,126.179245
11/19,125.84219
11/20,125.94985
11/21,125.62032
11/22,125.79364
11/23,125.62084
11/24,125.5158
11/25,125.40835
11/26,125.8548
11/27,126.09015
11/28,125.55392
11/29,125.85455
11/30,126.02107
12/01,126.10012
12/02,125.872025
12/03,126.35998
12/04,126.51201
12/05,126.62828
12/06,126.83148
12/07,127.14175
12/08,127.43805
12/09,127.334564
12/10,127.70634
12/11,127.98256
12/12,127.98968
12/13,127.929886
12/14,127.98395
12/15,127.853424
12/16,127.9751
12/17,128.03061
12/18,127.75711
12/19,127.47268
12/20,127.94665
12/21,127.881454
12/22,128.16402
12/23,128.12173
12/24,128.27605
12/25,128.10405
12/26,128.40125
12/27,128.13528
12/28,128.5048
12/29,128.69302
12/30,128.62164
12/31,128.96729
