time,hdin
01/01,88.07652
01/02,88.19728
01/03,88.27787
01/04,87.922005
01/05,87.80516
01/06,87.82089
01/07,87.827095
01/08,87.43549
01/09,87.545525
01/10,87.72752
01/11,87.87294
01/12,88.03939
01/13,88.56315
01/14,87.94609
01/15,87.93905
01/16,87.79608
01/17,88.1462
01/18,88.29849
01/19,88.3918
01/20,88.01239
01/21,87.83932
01/22,88.002754
01/23,88.04171
01/24,87.84657
01/25,87.821655
01/26,87.28771
01/27,87.414215
01/28,87.2639
01/29,86.89973
01/30,87.15607
01/31,87.18113
02/01,87.31996
02/02,87.87181
02/03,87.617004
02/04,87.6404
02/05,88.19464
02/06,87.98219
02/07,87.56954
02/08,87.740685
02/09,88.39238
02/10,88.48993
02/11,88.01599
02/12,88.07415
02/13,87.8498
02/14,87.9361
02/15,88.100105
02/16,88.0685
02/17,89.00858
02/18,89.367035
02/19,89.2155
02/20,89.70146
02/21,90.20856
02/22,90.168945
02/23,90.08607
02/24,90.246155
02/25,90.1486
02/26,89.47976
02/27,89.45097
02/28,89.56123
02/29,89.56099
03/01,89.57218
03/02,89.809105
03/03,89.61013
03/04,89.29992
03/05,89.65231
03/06,89.60737
03/07,89.71885
03/08,89.58046
03/09,89.67019
03/10,89.997116
03/11,89.81039
03/12,89.572296
03/13,90.008156
03/14,89.98639
03/15,89.596085
03/16,89.21032
03/17,89.3931
03/18,90.22398
03/19,90.16521
03/20,89.579506
03/21,90.60288
03/22,90.66531
03/23,90.93672
03/24,91.20887
03/25,91.13689
03/26,91.0122
03/27,91.38952
03/28,91.47173
03/29,91.35088
03/30,91.43784
03/31,91.70634
04/01,91.78414
04/02,91.535515
04/03,91.75025
04/04,91.882706
04/05,92.21933
04/06,91.605804
04/07,91.51046
04/08,91.25901
04/09,90.89129
04/10,91.76008
04/11,92.261566
04/12,92.10354
04/13,92.27819
04/14,92.04441
04/15,92.085846
04/16,91.7268
04/17,91.5806
04/18,91.92416
04/19,91.834724
04/20,91.99252
04/21,92.294334
04/22,92.45052
04/23,91.93149
04/24,92.01281
04/25,92.1156
04/26,92.40069
04/27,92.62189
04/28,91.994026
04/29,91.83593
04/30,91.98209
05/01,92.529915
05/02,92.24694
05/03,91.8725
05/04,91.917145
05/05,92.21558
05/06,92.84739
05/07,92.49997
05/08,92.038
05/09,91.74639
05/10,92.208954
05/11,92.47528
05/12,92.33415
05/13,92.19325
05/14,91.87877
05/15,91.8087
05/16,91.91548
05/17,91.77055
05/18,91.28867
05/19,91.28868
05/20,91.22921
05/21,91.117424
05/22,91.54929
05/23,91.73978
05/24,91.786705
05/25,91.11709
05/26,90.784
05/27,91.130394
05/28,91.44587
05/29,91.462814
05/30,91.28715
05/31,91.70818
06/01,91.621544
06/02,91.305595
06/03,91.44018
06/04,91.55844
06/05,92.35828
06/06,92.34189
06/07,92.38351
06/08,91.861694
06/09,92.2478
06/10,92.69458
06/11,92.232956
06/12,92.67121
06/13,93.41283
06/14,92.541534
06/15,92.82909
06/16,93.22486
06/17,92.77259
06/18,92.58914
06/19,92.66663
06/20,92.63875
06/21,92.49055
06/22,92.27997
06/23,92.13763
06/24,92.545525
06/25,92.43027
06/26,92.1195
06/27,92.37381
06/28,92.65927
06/29,92.35027
06/30,92.27347
07/01,92.68297
07/02,92.9344
07/03,92.530266
07/04,92.25956
07/05,91.939445
07/06,91.54823
07/07,91.33067
07/08,91.51673
07/09,91.35573
07/10,91.038536
07/11,90.37597
07/12,90.21761
07/13,90.0607
07/14,89.89646
07/15,90.0519
07/16,89.8223
07/17,89.37768
07/18,89.28238
07/19,89.08946
07/20,88.882675
07/21,88.671646
07/22,88.27592
07/23,88.61713
07/24,89.25494
07/25,88.84065
