time,hdin
01/01,135.16383
01/02,135.3321
01/03,135.7859
01/04,135.55147
01/05,134.96426
01/06,135.12273
01/07,135.36511
01/08,135.71593
01/09,135.59108
01/10,134.95094
01/11,135.23361
01/12,135.74414
01/13,135.43628
01/14,134.63947
01/15,134.88078
01/16,135.02396
01/17,134.39743
01/18,134.8805
01/19,134.66127
01/20,134.41516
01/21,134.68904
01/22,134.69966
01/23,134.92702
01/24,134.69078
01/25,134.41919
01/26,134.66876
01/27,134.71294
01/28,134.11357
01/29,134.29222
01/30,134.52452
01/31,134.91875
02/01,134.99364
02/02,134.32433
02/03,133.57901
02/04,134.14699
02/05,133.75336
02/06,133.62999
02/07,134.06528
02/08,134.593
02/09,135.28206
02/10,135.15236
02/11,134.62025
02/12,133.98523
02/13,133.7446
02/14,133.38055
02/15,133.78299
02/16,134.25159
02/17,134.18283
02/18,134.21474
02/19,134.34698
02/20,133.77663
02/21,133.96782
02/22,133.92819
02/23,133.9087
02/24,133.89793
02/25,133.77397
02/26,133.7559
02/27,134.15015
02/28,133.91768
02/29,130.81969
03/01,133.94846
03/02,133.43568
03/03,133.65927
03/04,133.81252
03/05,133.27301
03/06,133.19211
03/07,133.844
03/08,133.90065
03/09,133.80049
03/10,133.7829
03/11,133.84819
03/12,133.77893
03/13,134.37073
03/14,133.8162
03/15,133.5808
03/16,133.2082
03/17,133.14165
03/18,132.60606
03/19,132.9322
03/20,132.97926
03/21,132.91255
03/22,132.44409
03/23,132.9297
03/24,132.88019
03/25,133.05373
03/26,133.52658
03/27,133.24168
03/28,132.85927
03/29,132.88948
03/30,132.88705
03/31,133.17772
04/01,132.55885
04/02,132.49593
04/03,132.54266
04/04,132.72606
04/05,132.79865
04/06,132.51434
04/07,132.63388
04/08,132.53862
04/09,132.63081
04/10,132.33768
04/11,132.13516
04/12,132.35115
04/13,132.47575
04/14,132.52486
04/15,132.59087
04/16,132.83153
04/17,132.28537
04/18,132.32295
04/19,132.43634
04/20,131.9747
04/21,132.31784
04/22,132.36288
04/23,132.45259
04/24,132.65762
04/25,132.35196
04/26,132.4206
04/27,132.2369
04/28,131.94476
04/29,132.16399
04/30,131.99243
05/01,131.91228
05/02,131.88382
05/03,132.0753
05/04,131.79054
05/05,131.53685
05/06,131.52068
05/07,131.49934
05/08,131.42917
05/09,131.46861
05/10,131.53352
05/11,131.68427
05/12,131.34845
05/13,131.28346
05/14,131.43867
05/15,131.83485
05/16,131.38379
05/17,130.70554
05/18,130.70529
05/19,131.63269
05/20,131.20663
05/21,131.10777
05/22,131.2264
05/23,131.45714
05/24,131.23656
05/25,131.32222
05/26,131.25873
05/27,131.17029
05/28,131.39215
05/29,131.53842
05/30,131.06763
05/31,131.10114
06/01,130.363
06/02,130.6395
06/03,131.10619
06/04,130.96304
06/05,131.04747
06/06,130.70818
06/07,130.85324
06/08,130.684
06/09,130.20213
06/10,130.08725
06/11,130.16777
06/12,130.19763
06/13,129.94508
06/14,130.37428
06/15,129.99068
06/16,129.56813
06/17,129.47253
06/18,129.77219
06/19,130.29411
06/20,130.36424
06/21,130.08913
06/22,129.88911
06/23,129.96986
06/24,130.02397
06/25,130.0396
06/26,129.71394
06/27,129.69247
06/28,130.00093
06/29,130.13837
06/30,130.48941
07/01,130.15031
07/02,130.3954
07/03,130.60995
07/04,130.8235
07/05,131.16133
07/06,131.0937
07/07,131.05237
07/08,131.16516
07/09,130.85832
07/10,130.93768
07/11,130.84143
07/12,130.63744
07/13,130.47493
07/14,130.53354
07/15,130.59827
07/16,130.4562
07/17,130.28033
07/18,130.19365
07/19,130.16704
07/20,129.64426
07/21,129.57709
07/22,129.5637
07/23,129.80446
07/24,129.91805
07/25,130.2516
07/26,130.66359
07/27,129.92882
07/28,130.25589
07/29,130.1798
07/30,130.65756
07/31,130.50267
08/01,130.35826
08/02,130.79144
08/03,131.00804
08/04,130.63757
08/05,130.81439
08/06,131.24844
08/07,130.85143
08/08,131.05174
