time,hdin
01/01,123.07629
01/02,122.92529
01/03,122.88767
01/04,122.924736
01/05,122.87826
01/06,122.9029
01/07,123.108604
01/08,122.71409
01/09,122.17002
01/10,122.37239
01/11,122.184044
01/12,121.881775
01/13,121.8787
01/14,122.40192
01/15,122.017075
01/16,121.96393
01/17,122.437546
01/18,122.26805
01/19,122.425095
01/20,122.45805
01/21,122.561584
01/22,123.00044
01/23,122.74349
01/24,122.65578
01/25,123.26576
01/26,123.52006
01/27,123.55858
01/28,123.88377
01/29,124.03048
01/30,124.3506
01/31,124.713646
02/01,125.04082
02/02,124.779144
02/03,125.605934
02/04,126.24062
02/05,126.46352
02/06,126.45866
02/07,126.55387
02/08,126.94939
02/09,127.16952
02/10,127.45162
02/11,127.93325
02/12,128.22006
02/13,128.43018
02/14,128.50089
02/15,128.61948
02/16,128.85023
02/17,128.94179
02/18,128.56465
02/19,129.01624
02/20,128.8995
02/21,129.17284
02/22,129.21298
02/23,129.0659
02/24,128.99411
02/25,129.49936
02/26,129.74945
02/27,129.50981
02/28,129.61884
02/29,131.73798
03/01,130.18066
03/02,130.03812
03/03,130.08119
03/04,130.30344
03/05,130.54703
03/06,130.75742
03/07,130.92244
03/08,131.08754
03/09,131.193
03/10,131.69643
03/11,131.6728
03/12,131.52374
03/13,131.55093
03/14,131.68839
03/15,131.75824
03/16,131.70511
03/17,132.09195
03/18,132.1404
03/19,131.97548
03/20,132.40395
03/21,132.49991
03/22,132.48763
03/23,132.41983
03/24,132.73288
03/25,132.4847
03/26,132.31216
03/27,131.88928
03/28,131.85565
03/29,132.17807
03/30,131.39902
03/31,131.97177
04/01,131.90944
04/02,131.9528
04/03,131.63599
04/04,131.50755
04/05,131.60745
04/06,131.77982
04/07,131.43141
04/08,131.70668
04/09,131.83061
04/10,131.6879
04/11,131.52884
04/12,131.47903
04/13,131.53563
04/14,131.23143
04/15,130.98654
04/16,131.18106
04/17,131.58713
04/18,131.88383
04/19,131.66742
04/20,131.90863
04/21,132.01498
04/22,131.91202
04/23,131.87646
04/24,132.19357
04/25,132.32524
04/26,132.55153
04/27,131.92029
04/28,131.74155
04/29,131.91191
04/30,131.76212
05/01,131.59222
05/02,131.54227
05/03,131.68027
05/04,131.73936
05/05,131.45906
05/06,131.60873
05/07,131.51096
05/08,131.6224
05/09,131.40297
05/10,131.5347
05/11,131.31229
05/12,131.5224
05/13,131.34749
05/14,131.15504
05/15,131.3313
05/16,131.1379
05/17,130.95169
05/18,130.61414
05/19,130.432
05/20,130.66136
05/21,130.70062
05/22,130.64685
05/23,130.80632
05/24,130.99101
05/25,130.59598
05/26,130.25172
05/27,130.2183
05/28,130.34688
05/29,129.9228
05/30,129.78304
05/31,129.82088
06/01,129.52547
06/02,129.4386
06/03,129.53398
06/04,129.43431
06/05,129.31
06/06,128.95525
06/07,128.80988
06/08,129.01822
06/09,129.76642
06/10,129.21123
06/11,128.45435
06/12,128.5998
06/13,128.20265
06/14,128.41331
06/15,128.48589
06/16,128.5413
06/17,128.56107
06/18,128.3125
06/19,128.61339
06/20,128.62495
06/21,128.08775
06/22,127.96122
06/23,127.8617
06/24,128.05884
06/25,127.79353
06/26,127.39506
06/27,127.32318
06/28,127.26948
06/29,127.12675
06/30,126.38208
07/01,125.86606
07/02,125.528946
07/03,125.806786
07/04,126.064476
07/05,125.92651
07/06,126.171974
07/07,126.06062
07/08,126.395775
07/09,126.056885
07/10,126.10411
07/11,126.14896
07/12,125.7226
07/13,125.4795
07/14,125.59754
07/15,125.77922
07/16,125.374504
07/17,125.36919
07/18,125.554504
07/19,125.08494
07/20,125.14764
07/21,124.6624
07/22,124.79727
07/23,124.71092
07/24,124.91855
07/25,124.87561
07/26,124.881584
07/27,124.89226
07/28,124.999565
07/29,124.78617
07/30,124.80603
07/31,125.08602
08/01,125.260216
08/02,125.113884
08/03,124.99066
08/04,124.92367
08/05,124.89582
08/06,124.57387
08/07,124.3326
08/08,124.51642
08/09,124.46691
08/10,123.89599
08/11,124.22812
08/12,124.644775
08/13,124.51132
08/14,124.39102
08/15,123.799736
08/16,123.838326
08/17,123.63098
08/18,123.32568
08/19,123.29534
08/20,123.45701
08/21,123.20981
08/22,123.08179
08/23,122.95064
08/24,123.24929
08/25,123.31028
08/26,122.98046
08/27,122.98628
08/28,123.03889
08/29,123.16309
08/30,122.9477
08/31,122.777596
09/01,122.94816
09/02,123.34826
09/03,123.504585
09/04,123.49567
09/05,123.348305
09/06,123.59183
09/07,122.968864
09/08,123.4366
09/09,123.477776
09/10,123.5357
09/11,123.200226
09/12,122.53597
09/13,122.98313
09/14,122.73622
09/15,123.03591
09/16,122.87573
09/17,122.7449
09/18,122.58295
09/19,122.603386
09/20,122.42496
09/21,122.55405
09/22,122.54282
09/23,122.931496
09/24,122.69112
09/25,122.861
09/26,122.83073
09/27,122.628395
09/28,122.67213
09/29,123.03503
09/30,122.89646
10/01,122.86286
10/02,123.19247
10/03,123.19883
10/04,123.16219
10/05,123.31093
10/06,123.37194
10/07,123.77368
10/08,123.85927
10/09,123.84646
10/10,124.07751
10/11,124.30991
10/12,124.18377
10/13,124.15732
10/14,123.73578
10/15,123.87885
10/16,123.39543
10/17,123.53489
10/18,123.75574
10/19,124.0773
10/20,123.73374
10/21,123.621315
10/22,123.77225
10/23,123.96108
10/24,123.511444
10/25,123.51441
10/26,123.486374
10/27,123.35912
10/28,123.15991
10/29,122.99379
10/30,122.50054
10/31,122.82116
11/01,122.024574
11/02,122.11787
11/03,122.35099
11/04,121.90809
11/05,121.61719
11/06,121.56402
11/07,121.60394
11/08,121.436066
11/09,121.394806
11/10,121.881836
11/11,121.6002
11/12,121.45062
11/13,121.57862
11/14,121.55422
11/15,121.72851
11/16,121.47287
11/17,121.59675
11/18,121.5794
11/19,121.47468
11/20,121.46848
11/21,121.67102
11/22,121.24323
11/23,121.54896
11/24,121.65647
11/25,121.27084
11/26,121.21679
11/27,121.29433
11/28,121.15359
11/29,121.48248
11/30,121.448364
12/01,121.456856
12/02,121.69933
12/03,121.334045
12/04,121.47886
12/05,121.761536
12/06,121.51009
12/07,121.7196
12/08,121.667336
12/09,121.826324
12/10,121.97775
12/11,121.94912
12/12,122.78196
12/13,123.11748
12/14,123.55029
12/15,123.45442
12/16,123.535164
12/17,123.325554
12/18,123.27827
12/19,122.944534
12/20,123.033936
12/21,123.04268
12/22,123.26003
12/23,123.131325
12/24,123.411964
12/25,122.8447
12/26,123.06389
12/27,123.0115
12/28,122.56118
12/29,123.14379
12/30,122.97117
12/31,123.01362
