time,hdin
01/01,90.44698
01/02,90.470825
01/03,90.48715
01/04,90.66077
01/05,90.82095
01/06,90.253944
01/07,90.325195
01/08,90.3926
01/09,90.10517
01/10,89.96106
01/11,90.02551
01/12,90.13269
01/13,89.74137
01/14,89.889595
01/15,90.0042
01/16,89.693634
01/17,89.719666
01/18,89.522545
01/19,89.49229
01/20,89.45756
01/21,89.1809
01/22,89.26508
01/23,89.275826
01/24,89.35742
01/25,89.30843
01/26,89.52912
01/27,89.26762
01/28,89.37832
01/29,89.81803
01/30,89.35747
01/31,89.32737
02/01,89.5696
02/02,89.51413
02/03,89.481094
02/04,90.022865
02/05,89.83895
02/06,90.4289
02/07,91.081154
02/08,90.62077
02/09,91.021324
02/10,91.25353
02/11,91.78193
02/12,91.83483
02/13,92.19233
02/14,92.75556
02/15,92.1252
02/16,93.05006
02/17,93.02732
02/18,93.03164
02/19,93.55075
02/20,93.699646
02/21,94.056915
02/22,94.26642
02/23,94.53502
02/24,94.52973
02/25,94.729294
02/26,94.911385
02/27,94.81774
02/28,95.2063
02/29,94.01302
03/01,95.403755
03/02,95.356384
03/03,95.67785
03/04,95.68245
03/05,95.730896
03/06,96.29673
03/07,95.93102
03/08,96.66143
03/09,96.88311
03/10,96.94358
03/11,96.908264
03/12,97.67718
03/13,97.46749
03/14,97.83669
03/15,98.26721
03/16,98.48357
03/17,98.811676
03/18,98.98726
03/19,99.34396
03/20,99.15774
03/21,99.316986
03/22,99.70012
03/23,100.784195
03/24,100.73744
03/25,101.41344
03/26,100.529
03/27,100.21169
03/28,100.7749
03/29,101.15151
03/30,100.652466
03/31,101.27587
04/01,102.01443
04/02,102.58371
04/03,102.7785
04/04,103.34991
04/05,103.02742
04/06,102.92755
04/07,103.23646
04/08,103.10924
04/09,103.08555
04/10,103.10162
04/11,103.1658
04/12,103.74837
04/13,103.2899
04/14,103.53062
04/15,103.449974
04/16,103.22833
04/17,104.07441
04/18,103.586815
04/19,103.83749
04/20,104.11943
04/21,104.18397
04/22,104.00372
04/23,104.58584
04/24,104.66846
04/25,104.55327
04/26,104.87123
04/27,105.05609
04/28,104.850044
04/29,105.37809
04/30,105.489845
05/01,105.14931
05/02,104.96538
05/03,105.34252
05/04,105.13355
05/05,105.684074
05/06,105.58776
05/07,105.358986
05/08,105.228516
05/09,105.30178
05/10,105.00001
05/11,105.35721
05/12,105.297485
05/13,105.3301
05/14,105.793915
05/15,105.24238
05/16,105.79155
05/17,105.1156
05/18,105.08757
05/19,105.2951
05/20,105.37309
05/21,105.00738
05/22,105.39817
05/23,104.89885
05/24,105.394
05/25,105.1706
05/26,105.270515
05/27,105.20268
05/28,105.408844
05/29,105.430534
05/30,105.348434
05/31,105.27282
06/01,105.01392
06/02,105.291756
06/03,105.29231
06/04,105.47351
06/05,105.86121
06/06,105.32422
06/07,106.204155
06/08,105.974785
06/09,105.78367
06/10,105.69571
06/11,106.03594
06/12,106.30015
06/13,106.03238
06/14,106.93503
06/15,107.10166
06/16,107.00237
06/17,107.53284
06/18,107.74026
06/19,108.05888
06/20,107.83798
06/21,108.52172
06/22,108.360725
06/23,108.29041
06/24,108.5103
06/25,108.02924
06/26,108.160934
06/27,108.30274
06/28,108.12731
06/29,108.0511
06/30,107.8674
07/01,108.07488
07/02,108.03924
07/03,107.85119
07/04,107.59006
07/05,107.53039
07/06,107.47134
07/07,107.146996
07/08,107.15665
07/09,106.94311
07/10,107.09634
07/11,106.86213
07/12,106.99331
07/13,106.73585
07/14,106.698845
07/15,107.10693
07/16,107.00711
07/17,106.765495
07/18,106.78413
07/19,107.06817
07/20,107.0282
07/21,106.64268
07/22,106.79521
07/23,106.461395
07/24,106.53543
07/25,106.49815
07/26,106.17906
07/27,106.429924
07/28,106.123474
07/29,105.86835
07/30,105.69776
07/31,105.71447
08/01,105.38662
08/02,105.25425
08/03,105.001305
08/04,104.974724
08/05,104.87533
08/06,105.21745
08/07,104.90779
08/08,104.96927
08/09,104.93207
08/10,105.178505
08/11,105.39834
08/12,104.96393
08/13,105.1246
08/14,105.23984
08/15,105.29635
08/16,104.93579
08/17,105.26846
08/18,105.28616
08/19,105.28286
08/20,105.17545
08/21,104.91903
08/22,105.35717
08/23,104.9337
08/24,104.761475
08/25,104.526665
08/26,104.19004
08/27,104.48635
08/28,104.184906
08/29,104.09222
08/30,104.01883
08/31,104.02096
09/01,103.90211
09/02,103.77002
09/03,103.86303
09/04,103.89106
09/05,103.82755
09/06,103.91427
09/07,103.822685
09/08,103.659615
09/09,104.20243
09/10,103.626274
09/11,103.78509
09/12,104.00496
09/13,104.02922
09/14,103.90364
09/15,103.49785
09/16,103.69527
09/17,103.82032
09/18,103.50463
09/19,103.118805
09/20,103.80955
09/21,103.762344
09/22,103.30768
09/23,103.68844
09/24,103.17429
09/25,103.43877
09/26,103.45164
09/27,102.97832
09/28,103.27816
09/29,103.163414
09/30,103.471664
10/01,103.100716
10/02,103.25329
10/03,103.235
10/04,103.344086
10/05,103.06301
10/06,102.97849
10/07,103.00348
10/08,103.23757
10/09,102.84532
10/10,102.73905
10/11,103.188255
10/12,103.161064
10/13,103.25435
10/14,103.38161
10/15,103.11066
10/16,102.97188
10/17,103.23637
10/18,102.79806
10/19,102.94292
10/20,102.839554
10/21,102.65207
10/22,103.19065
10/23,102.84254
10/24,103.33485
10/25,103.26109
10/26,103.292435
10/27,103.37719
10/28,103.06027
10/29,102.765335
10/30,102.82411
10/31,102.841095
11/01,102.03935
11/02,102.6626
11/03,102.112335
11/04,101.835915
11/05,102.01332
11/06,101.712654
11/07,101.289955
11/08,101.61118
11/09,101.27382
11/10,100.91122
11/11,101.16453
11/12,100.67098
11/13,100.62234
11/14,100.29722
11/15,100.14795
11/16,100.04237
11/17,99.49725
11/18,99.19663
11/19,99.31551
11/20,98.77042
11/21,98.85456
11/22,98.63587
11/23,98.2688
11/24,98.46929
11/25,97.66687
11/26,97.97247
11/27,97.71497
11/28,97.442474
11/29,97.177795
11/30,97.36557
12/01,97.06086
12/02,96.99183
12/03,96.11014
12/04,96.18768
12/05,96.01278
12/06,95.43237
12/07,95.30425
12/08,95.38519
12/09,94.571465
12/10,94.89917
12/11,94.64304
12/12,94.27256
12/13,94.42298
12/14,93.9656
12/15,93.759605
12/16,93.532196
12/17,93.704185
12/18,93.428375
12/19,92.798256
12/20,92.86433
12/21,92.38425
12/22,92.029175
12/23,92.209015
12/24,91.749
12/25,91.518456
12/26,91.624214
12/27,91.097115
12/28,91.38503
12/29,91.009315
12/30,91.36322
12/31,91.34974
