time,hdin
01/01,131.93181
01/02,131.27086
01/03,130.76674
01/04,131.27902
01/05,131.17473
01/06,131.32462
01/07,131.11137
01/08,131.259
01/09,131.2675
01/10,131.2453
01/11,131.96735
01/12,131.20663
01/13,130.56458
01/14,130.72337
01/15,130.76868
01/16,130.49144
01/17,130.31653
01/18,130.44177
01/19,130.09879
01/20,130.12646
01/21,130.01216
01/22,129.69482
01/23,129.32915
01/24,129.89594
01/25,129.34317
01/26,129.47456
01/27,129.3003
01/28,129.42973
01/29,129.21887
01/30,129.41803
01/31,130.04207
02/01,129.78516
02/02,130.19614
02/03,129.3728
02/04,129.88261
02/05,129.79134
02/06,129.82782
02/07,129.7205
02/08,129.33838
02/09,129.05353
02/10,129.70999
02/11,130.00891
02/12,129.27443
02/13,129.22742
02/14,128.62888
02/15,128.7701
02/16,129.12204
02/17,128.50394
02/18,127.698524
02/19,128.6097
02/20,128.45517
02/21,127.564606
02/22,127.62096
02/23,127.41784
02/24,127.46768
02/25,128.05232
02/26,127.59809
02/27,127.265495
02/28,127.72973
02/29,123.91459
03/01,127.34477
03/02,127.43997
03/03,127.41009
03/04,127.6798
03/05,126.968376
03/06,126.738846
03/07,126.96021
03/08,127.933815
03/09,127.62807
03/10,126.64958
03/11,127.068535
03/12,126.969635
03/13,127.36917
03/14,127.32607
03/15,127.236404
03/16,127.68874
03/17,127.790146
03/18,128.04384
03/19,128.09503
03/20,127.90366
03/21,127.760185
03/22,127.3255
03/23,127.28698
03/24,126.963684
03/25,126.93426
03/26,126.80923
03/27,126.807365
03/28,127.34654
03/29,126.91495
03/30,127.20186
03/31,127.2342
04/01,126.90001
04/02,126.53784
04/03,126.96588
04/04,126.85952
04/05,126.11044
04/06,126.012634
04/07,126.56208
04/08,126.04704
04/09,125.97005
04/10,125.70319
04/11,126.070076
04/12,126.38254
04/13,126.085106
04/14,125.91437
04/15,126.19974
04/16,126.56661
04/17,126.47167
04/18,126.25093
04/19,126.16326
04/20,126.54248
04/21,126.7638
04/22,126.52296
04/23,126.52911
04/24,127.06086
04/25,126.616806
04/26,126.151375
04/27,126.39024
04/28,126.206085
04/29,125.92986
04/30,126.159775
05/01,125.943985
05/02,125.97657
05/03,126.42927
05/04,125.8227
05/05,125.96509
05/06,125.766815
05/07,125.353035
05/08,125.20945
05/09,125.61857
05/10,126.08073
05/11,125.38248
05/12,125.08369
05/13,125.38275
05/14,125.42188
05/15,125.664116
