time,hdin
01/01,97.448715
01/02,97.217224
01/03,97.56062
01/04,96.810875
01/05,96.87165
01/06,97.21084
01/07,96.746956
01/08,96.18318
01/09,96.57155
01/10,96.630554
01/11,96.512634
01/12,97.64456
01/13,97.275246
01/14,96.95978
01/15,96.4907
01/16,96.560646
01/17,96.99854
01/18,97.00533
01/19,97.187096
01/20,97.79564
01/21,97.28354
01/22,96.985435
01/23,97.595245
01/24,97.727104
01/25,97.86245
01/26,96.94229
01/27,96.18747
01/28,96.12303
01/29,97.01803
01/30,96.70902
01/31,96.2541
02/01,96.45568
02/02,96.5563
02/03,97.402405
02/04,97.69269
02/05,97.4679
02/06,96.71559
02/07,95.78499
02/08,95.89009
02/09,96.038345
02/10,95.93515
02/11,95.700745
02/12,96.07797
02/13,95.3016
02/14,95.75518
02/15,96.41381
02/16,95.970535
02/17,96.15741
02/18,96.3758
02/19,95.57316
02/20,94.86026
02/21,95.024414
02/22,95.263405
02/23,94.79402
02/24,95.34702
02/25,95.748375
02/26,95.43723
02/27,94.44122
02/28,94.79971
02/29,95.18534
03/01,94.950714
03/02,95.73761
03/03,95.86059
03/04,95.281494
03/05,95.39074
03/06,95.912796
03/07,96.5853
03/08,96.72122
03/09,95.50561
03/10,95.03479
03/11,94.83261
03/12,94.850494
03/13,95.9259
03/14,96.15044
03/15,96.1468
03/16,96.221214
03/17,95.69963
03/18,95.6105
03/19,96.13853
03/20,96.0474
03/21,97.16627
03/22,98.03677
03/23,97.38146
03/24,97.12136
03/25,97.35809
03/26,97.38755
03/27,97.41406
03/28,97.8771
03/29,97.57354
03/30,97.68008
03/31,98.44159
04/01,98.744545
04/02,98.89521
04/03,98.975815
04/04,99.62679
04/05,99.51473
04/06,99.00907
04/07,99.262566
04/08,99.51814
04/09,99.856834
04/10,99.8016
04/11,99.41036
04/12,99.82636
04/13,100.04166
04/14,100.34222
04/15,100.75652
04/16,100.746544
04/17,100.423004
04/18,101.139145
04/19,101.207184
04/20,101.73821
04/21,101.41419
04/22,101.4774
04/23,100.970085
04/24,100.82033
04/25,100.95961
04/26,101.17426
04/27,101.14966
04/28,101.12101
04/29,101.116875
04/30,101.4116
05/01,100.74038
05/02,100.4435
05/03,100.29857
05/04,100.730865
05/05,101.00038
05/06,100.788795
05/07,100.723434
05/08,100.4704
05/09,100.764915
05/10,100.893005
05/11,100.70906
05/12,100.01146
05/13,100.648125
05/14,100.49315
05/15,100.06302
05/16,99.51714
05/17,100.1647
05/18,100.299225
05/19,100.662384
05/20,99.986305
05/21,100.109146
05/22,99.92351
05/23,99.75083
05/24,100.38199
05/25,100.79829
05/26,100.80774
05/27,100.8978
05/28,100.43996
05/29,100.32845
05/30,100.387436
05/31,101.81733
06/01,101.47617
06/02,101.12435
06/03,100.6958
06/04,100.69817
06/05,100.48777
06/06,101.134384
06/07,100.918335
06/08,101.412285
06/09,101.712166
06/10,101.25174
06/11,100.74831
06/12,101.31874
06/13,101.52259
06/14,100.92405
06/15,100.99915
06/16,101.164856
06/17,101.35852
06/18,101.391655
06/19,102.0533
06/20,101.86808
