time,hdin
01/01,142.98773
01/02,142.60233
01/03,142.31792
01/04,142.64014
01/05,142.8577
01/06,142.80074
01/07,142.0376
01/08,142.33054
01/09,142.32986
01/10,142.2868
01/11,141.84563
01/12,142.1536
01/13,142.12111
01/14,141.71632
01/15,141.85274
01/16,142.58755
01/17,142.98138
01/18,142.96645
01/19,143.07877
01/20,144.40521
01/21,144.24739
01/22,144.09776
01/23,144.69081
01/24,144.60791
01/25,145.2037
01/26,145.06038
01/27,144.94382
01/28,145.08702
01/29,144.99141
01/30,145.81587
01/31,145.92783
02/01,145.95819
02/02,145.8845
02/03,146.33989
02/04,146.4085
02/05,145.89839
02/06,146.318
02/07,146.30516
02/08,146.3636
02/09,146.16533
02/10,146.12555
02/11,146.0365
02/12,145.95592
02/13,146.21567
02/14,145.98047
02/15,145.97462
02/16,145.78893
02/17,145.9123
02/18,145.75523
02/19,145.94023
02/20,146.41357
02/21,146.44713
02/22,146.78374
02/23,147.2107
02/24,147.0509
02/25,147.24931
02/26,147.41286
02/27,147.40906
02/28,147.83092
02/29,160.18439
03/01,147.46095
03/02,148.0374
03/03,147.93748
03/04,147.8884
03/05,147.60565
03/06,147.78835
03/07,147.33128
03/08,147.34322
03/09,147.22505
03/10,147.43916
03/11,147.07541
03/12,147.20297
03/13,147.47382
03/14,148.4096
03/15,148.70233
03/16,148.86745
03/17,148.92023
03/18,148.95436
03/19,149.54486
03/20,149.56218
03/21,149.35974
03/22,149.74019
03/23,150.07347
03/24,149.96901
03/25,149.51616
03/26,149.44174
03/27,149.57784
03/28,149.34773
03/29,149.07036
03/30,149.44467
03/31,149.59026
04/01,149.39691
04/02,149.2286
04/03,149.52718
04/04,149.79124
04/05,149.49286
04/06,149.04628
04/07,148.99167
04/08,148.26118
04/09,148.37161
04/10,148.18611
04/11,148.84883
04/12,148.95425
04/13,148.91994
04/14,148.99312
04/15,149.01056
04/16,149.20665
04/17,148.72604
04/18,148.97781
04/19,148.9831
04/20,149.48193
04/21,149.10179
04/22,148.72173
04/23,149.05815
04/24,149.49687
04/25,149.38373
04/26,149.52698
04/27,149.83711
04/28,150.227
04/29,150.35936
04/30,150.49165
05/01,150.80579
05/02,150.25023
05/03,149.9776
05/04,149.44534
05/05,149.69414
05/06,149.8936
05/07,149.98196
05/08,149.9415
05/09,150.10213
05/10,150.25128
05/11,149.98172
05/12,149.45271
05/13,149.5189
05/14,149.90836
05/15,149.46928
05/16,149.41693
05/17,149.43918
05/18,149.37514
05/19,149.17099
05/20,149.53381
05/21,149.62024
05/22,149.23808
05/23,148.93576
05/24,148.96722
05/25,149.54382
05/26,149.82213
05/27,149.25568
05/28,148.87498
05/29,149.29858
05/30,149.05563
05/31,148.90436
06/01,148.50804
06/02,148.21263
06/03,148.03528
06/04,147.48483
06/05,147.25725
06/06,146.36345
06/07,145.9024
06/08,145.56984
06/09,145.77205
06/10,145.46445
06/11,145.06206
06/12,145.17546
06/13,145.16618
06/14,145.39616
06/15,145.02612
06/16,144.80971
06/17,144.70406
06/18,144.7078
06/19,144.65749
06/20,144.19269
06/21,144.38261
06/22,144.62003
06/23,144.3896
06/24,144.25224
06/25,144.05022
06/26,144.00299
06/27,143.96822
06/28,143.69733
06/29,143.98694
06/30,144.06032
07/01,143.39575
07/02,143.46619
07/03,143.35818
07/04,143.56094
07/05,143.44633
07/06,143.61543
07/07,143.67819
07/08,143.4814
07/09,143.6079
07/10,143.67706
07/11,143.36633
07/12,143.70447
07/13,143.73071
07/14,143.39993
07/15,142.99246
07/16,142.76146
07/17,142.98926
07/18,142.97511
07/19,143.09534
07/20,143.11078
07/21,143.31474
07/22,143.33022
07/23,143.15044
07/24,143.3944
07/25,143.0788
07/26,143.0195
07/27,142.98618
07/28,142.98871
07/29,142.97375
07/30,142.80357
07/31,142.4939
08/01,142.52179
08/02,141.81195
08/03,141.42429
08/04,141.41647
08/05,141.1706
08/06,140.30887
08/07,139.9962
08/08,139.642
08/09,139.52357
08/10,138.97827
08/11,139.10207
08/12,138.92012
08/13,138.5726
08/14,138.6336
08/15,138.94925
08/16,138.86325
08/17,138.38611
08/18,138.3744
08/19,138.41765
08/20,138.28337
08/21,138.17317
08/22,138.11015
08/23,138.53801
08/24,138.19902
08/25,138.30566
08/26,138.52692
08/27,138.29533
08/28,137.84357
08/29,137.68721
08/30,137.88258
08/31,137.9904
09/01,138.1826
09/02,138.11209
09/03,138.1976
09/04,138.20087
09/05,138.13246
09/06,137.99255
09/07,138.04633
09/08,138.13918
09/09,138.24037
09/10,138.29439
09/11,137.89798
09/12,138.27779
09/13,138.48547
09/14,138.30579
09/15,138.70189
09/16,138.16399
09/17,138.67183
09/18,138.65315
09/19,138.76387
09/20,139.2294
09/21,139.2998
09/22,139.23181
09/23,138.98022
09/24,139.26155
09/25,139.41742
09/26,139.73271
09/27,140.34798
09/28,140.18118
09/29,140.62292
09/30,140.60272
10/01,140.4985
10/02,140.652
10/03,140.89998
10/04,140.77142
10/05,141.10915
10/06,141.23517
10/07,140.6965
10/08,140.91281
10/09,141.26276
10/10,140.7639
10/11,141.01564
10/12,141.34084
10/13,141.31097
10/14,141.70079
10/15,141.51663
10/16,141.46617
10/17,141.593
10/18,141.49449
10/19,141.1855
10/20,141.79317
10/21,141.72568
10/22,141.72047
10/23,141.53777
10/24,142.16637
10/25,142.8616
10/26,142.33551
10/27,142.60059
10/28,143.05028
10/29,143.11256
10/30,143.15932
10/31,143.12091
11/01,143.70262
11/02,144.28448
11/03,144.41077
11/04,145.02107
11/05,145.2689
11/06,145.39821
11/07,145.56458
11/08,145.84163
11/09,145.90572
11/10,145.5909
11/11,146.59781
11/12,147.00615
11/13,146.19533
11/14,146.01184
11/15,145.93892
11/16,146.17477
11/17,146.24738
11/18,146.49854
11/19,146.21524
11/20,146.54535
11/21,146.1629
11/22,146.15295
11/23,146.32162
11/24,146.0901
11/25,146.23
11/26,146.45631
11/27,146.70079
11/28,146.75386
11/29,147.09644
11/30,147.36957
12/01,147.81105
12/02,147.21967
12/03,147.4829
12/04,147.53323
12/05,147.75581
12/06,148.05074
12/07,148.11961
12/08,148.13293
12/09,148.18683
12/10,148.39043
12/11,148.671
12/12,148.33028
12/13,148.32733
12/14,148.24709
12/15,148.15636
12/16,148.17183
12/17,147.43492
12/18,147.99028
12/19,147.82881
12/20,146.57083
12/21,146.71666
12/22,146.61868
12/23,146.3828
12/24,146.5883
12/25,146.23741
12/26,146.01968
12/27,146.1337
12/28,145.29161
12/29,144.88872
12/30,144.44495
12/31,144.61021
