time,hdin
01/01,136.76263
01/02,137.57043
01/03,137.67932
01/04,137.49373
01/05,136.43823
01/06,136.49715
01/07,136.68123
01/08,136.94164
01/09,136.57205
01/10,135.9482
01/11,136.09848
01/12,135.99245
01/13,136.50992
01/14,136.06154
01/15,135.90707
01/16,136.00763
01/17,135.75856
01/18,136.12459
01/19,135.58502
01/20,135.74174
01/21,135.0884
01/22,134.75034
01/23,135.14662
01/24,135.8191
01/25,135.39023
01/26,135.20273
01/27,134.8607
01/28,134.69519
01/29,135.62755
01/30,135.36844
01/31,134.97675
02/01,134.87076
02/02,135.48802
02/03,135.79068
02/04,135.98846
02/05,135.9837
02/06,136.15152
02/07,135.86708
02/08,135.94278
02/09,136.13716
02/10,135.55254
02/11,135.53976
02/12,136.37907
02/13,136.6955
02/14,136.81224
02/15,135.86465
02/16,136.24678
02/17,136.10754
02/18,136.14659
02/19,137.09615
02/20,136.7444
02/21,136.27771
02/22,136.30582
02/23,136.77289
02/24,136.9383
02/25,137.31812
02/26,137.22725
02/27,137.00417
02/28,137.14775
02/29,136.89348
03/01,136.61133
03/02,136.60612
03/03,136.76808
03/04,136.46936
03/05,136.74187
03/06,136.80823
03/07,136.9811
03/08,136.77211
03/09,136.9449
03/10,136.9424
03/11,137.79451
03/12,137.5637
03/13,137.42024
03/14,136.74655
03/15,136.85254
03/16,137.42014
03/17,138.18861
03/18,138.11359
03/19,137.26918
03/20,137.5917
03/21,137.857
03/22,138.49397
03/23,138.801
03/24,137.95415
03/25,137.68098
03/26,138.23825
03/27,138.84842
03/28,138.45486
03/29,137.8522
03/30,138.3127
03/31,138.32675
04/01,137.88652
04/02,137.40913
04/03,136.873
04/04,137.16696
04/05,137.39903
04/06,137.00304
04/07,137.01122
04/08,136.7892
04/09,137.05179
04/10,136.74706
04/11,137.22571
04/12,137.21457
04/13,136.97034
04/14,136.61241
04/15,136.62753
04/16,136.81007
04/17,136.32568
04/18,136.28221
04/19,135.49083
04/20,135.61055
04/21,135.90236
04/22,135.87115
04/23,136.08174
04/24,135.67484
04/25,135.89117
04/26,136.19905
04/27,137.18452
04/28,136.74084
04/29,135.57944
04/30,135.3866
05/01,135.84277
05/02,136.0988
05/03,135.87068
05/04,135.64377
05/05,135.69731
05/06,135.85788
05/07,136.39702
05/08,136.57318
05/09,136.44916
05/10,136.56348
05/11,136.64671
05/12,136.49956
05/13,136.49016
05/14,136.11354
05/15,135.82967
05/16,135.7699
05/17,135.96848
05/18,135.6844
05/19,135.1174
05/20,135.09793
05/21,135.38766
05/22,135.592
05/23,136.45435
05/24,135.85236
05/25,136.10245
05/26,136.73256
05/27,136.41776
05/28,136.35245
05/29,136.1655
05/30,135.73965
05/31,135.9409
06/01,136.01414
06/02,135.492
06/03,135.29564
06/04,135.25044
06/05,135.67538
06/06,135.4649
06/07,135.16501
06/08,134.73285
06/09,134.89761
06/10,135.29
06/11,135.12581
06/12,134.84644
06/13,134.64665
06/14,134.72507
06/15,134.68242
06/16,134.73325
06/17,134.53876
06/18,134.13527
06/19,134.3982
06/20,134.51588
06/21,135.13585
06/22,135.1651
06/23,134.86371
06/24,134.75752
06/25,135.12245
06/26,135.11665
06/27,135.35033
06/28,135.14726
06/29,135.05829
06/30,135.75006
07/01,136.31259
07/02,136.24539
07/03,136.10875
07/04,135.90677
07/05,136.20055
07/06,135.80115
07/07,135.95122
07/08,136.59433
07/09,136.1292
07/10,135.92703
07/11,135.58261
07/12,135.75615
07/13,135.60782
07/14,135.21979
07/15,135.10493
07/16,135.25743
07/17,135.38065
07/18,135.09564
07/19,134.8432
07/20,134.54051
07/21,134.90033
07/22,135.04889
07/23,134.805
07/24,134.86618
07/25,134.82486
07/26,134.75201
07/27,135.24109
07/28,133.84865
07/29,133.96326
07/30,133.94968
07/31,134.10657
08/01,133.63063
08/02,133.58263
08/03,133.7004
08/04,133.80931
08/05,133.30254
08/06,133.67088
08/07,133.70126
08/08,133.9469
08/09,134.52571
08/10,134.489
08/11,134.41444
08/12,134.26686
08/13,134.16914
08/14,134.34941
08/15,134.5862
08/16,134.94543
08/17,134.88995
08/18,134.77388
08/19,134.72032
08/20,134.27264
08/21,134.12619
08/22,134.55437
08/23,134.26698
08/24,134.23024
08/25,133.24092
08/26,133.31131
08/27,133.83751
08/28,133.81258
08/29,134.11974
08/30,133.52968
08/31,133.46208
09/01,133.81223
09/02,133.83678
09/03,133.46736
09/04,133.70439
09/05,133.49089
09/06,133.62218
09/07,133.99068
09/08,133.48102
09/09,133.59996
09/10,133.44264
09/11,133.8726
09/12,134.14894
09/13,133.87476
09/14,133.80269
09/15,133.21468
09/16,133.92696
09/17,133.88036
09/18,133.46996
09/19,133.37448
09/20,133.45322
09/21,134.16809
09/22,134.12416
09/23,134.0359
09/24,133.62459
09/25,134.02518
09/26,134.2586
09/27,134.4015
09/28,134.5162
09/29,134.4401
09/30,134.26346
10/01,134.68567
10/02,135.12856
10/03,134.34119
10/04,134.45195
10/05,134.7511
10/06,135.04802
10/07,135.00064
10/08,134.71463
10/09,134.72527
10/10,134.56757
10/11,135.21156
10/12,135.37865
10/13,134.98662
10/14,134.74678
10/15,134.92221
10/16,134.95282
10/17,135.3175
10/18,135.47185
10/19,134.93802
10/20,135.08458
10/21,135.45912
10/22,135.6353
10/23,135.687
10/24,135.35243
10/25,135.17928
10/26,135.23416
10/27,135.608
10/28,136.20595
10/29,136.17383
10/30,135.6952
10/31,135.92305
11/01,136.4897
11/02,136.20901
11/03,135.9247
11/04,135.68333
11/05,135.9923
11/06,136.37183
11/07,136.05841
11/08,135.97859
11/09,135.86632
11/10,136.02788
11/11,136.09084
11/12,136.07878
11/13,136.55186
11/14,137.34306
11/15,136.86351
11/16,137.07744
11/17,137.46999
11/18,137.28212
11/19,136.97554
11/20,137.13896
11/21,137.52159
11/22,137.60423
11/23,137.40697
11/24,137.21156
11/25,137.29832
11/26,137.51091
11/27,137.73006
11/28,138.02425
11/29,137.53607
11/30,137.48103
12/01,137.09468
12/02,137.31099
12/03,137.17566
12/04,137.71
12/05,136.99031
12/06,136.97188
12/07,137.69855
12/08,137.50189
12/09,137.51903
12/10,137.65295
12/11,138.14288
12/12,138.29051
12/13,138.3491
12/14,138.28912
12/15,137.94199
12/16,138.0481
12/17,138.26219
12/18,137.95038
12/19,138.37846
12/20,137.74657
12/21,137.95457
12/22,137.76013
12/23,138.12215
12/24,138.00589
12/25,137.01605
12/26,137.31679
12/27,137.39616
12/28,137.1527
12/29,137.02844
12/30,136.82896
12/31,136.8318
