time,hdin
01/01,90.38084
01/02,89.710434
01/03,90.13075
01/04,90.36584
01/05,89.9212
01/06,90.38567
01/07,90.4813
01/08,90.530396
01/09,90.79026
01/10,90.97944
01/11,90.917015
01/12,91.08623
01/13,90.78992
01/14,90.60301
01/15,90.631165
01/16,90.75846
01/17,90.51451
01/18,90.50008
01/19,90.72625
01/20,90.63508
01/21,90.87744
01/22,90.602325
01/23,90.56575
01/24,90.4632
01/25,91.05529
01/26,91.112015
01/27,91.312126
01/28,91.923615
01/29,91.66282
01/30,91.552864
01/31,91.9947
02/01,91.803116
02/02,92.12553
02/03,92.11395
02/04,92.032265
02/05,91.97282
02/06,92.50384
02/07,92.21031
02/08,92.53161
02/09,92.82487
02/10,92.567245
02/11,92.8062
02/12,93.45383
02/13,93.23102
02/14,91.53722
02/15,91.726006
02/16,92.72203
02/17,93.38162
02/18,93.5645
02/19,93.26037
02/20,93.06737
02/21,93.59084
02/22,93.25781
02/23,93.42173
02/24,93.31235
02/25,93.41248
02/26,93.81296
02/27,93.74931
02/28,92.35228
02/29,95.6769
03/01,93.06335
03/02,92.93422
03/03,93.412834
03/04,93.57918
03/05,93.36886
03/06,94.43458
03/07,93.662125
03/08,94.215195
03/09,95.50058
03/10,95.89655
03/11,96.07731
03/12,96.63225
03/13,96.85646
03/14,97.300285
03/15,97.11932
03/16,97.35084
03/17,97.14971
03/18,97.31748
03/19,97.28363
03/20,97.055435
03/21,97.51451
03/22,97.36259
03/23,97.42071
03/24,97.51523
03/25,97.69728
03/26,97.69752
03/27,97.91666
03/28,98.79032
03/29,98.7463
03/30,98.6371
03/31,98.4987
04/01,98.194756
04/02,98.33692
04/03,97.98595
04/04,97.735535
04/05,97.42905
04/06,97.13863
04/07,97.1651
04/08,96.933304
04/09,96.57686
04/10,96.509026
04/11,96.60611
04/12,95.96071
04/13,95.781876
04/14,95.51112
04/15,95.15941
04/16,95.503555
04/17,94.86979
04/18,94.735756
04/19,95.46683
04/20,94.84341
04/21,94.76514
04/22,95.06665
04/23,94.8148
04/24,95.21174
04/25,95.23797
04/26,95.108864
04/27,95.100334
04/28,95.07314
04/29,95.10818
04/30,95.38814
05/01,94.72344
05/02,94.89458
05/03,94.48467
05/04,94.46229
05/05,94.37554
05/06,94.266266
05/07,93.78514
05/08,94.35633
05/09,93.713394
05/10,93.61339
05/11,93.68223
05/12,92.92969
05/13,92.89067
05/14,92.63245
05/15,92.35274
05/16,92.12193
05/17,92.29793
05/18,91.667244
05/19,91.566696
05/20,91.46906
05/21,91.4167
05/22,91.35765
05/23,91.458916
05/24,91.51295
05/25,91.321785
05/26,91.18831
05/27,92.07105
05/28,91.527084
05/29,91.74972
05/30,91.324234
05/31,91.537704
06/01,91.74756
06/02,91.11705
06/03,91.279205
06/04,90.995125
06/05,91.46843
06/06,91.08476
06/07,91.02148
06/08,90.8976
06/09,91.17636
06/10,91.16489
06/11,90.80977
06/12,90.63641
06/13,90.79503
06/14,91.07173
06/15,91.11359
06/16,90.61999
06/17,91.337616
06/18,90.7406
06/19,90.561295
06/20,91.106705
06/21,90.78676
06/22,90.42991
06/23,91.135345
06/24,90.56287
06/25,90.53963
06/26,90.62578
06/27,90.54884
06/28,90.431206
06/29,90.613396
06/30,90.3347
07/01,90.44089
07/02,89.962776
07/03,90.635994
07/04,90.2683
07/05,90.19029
07/06,90.161736
07/07,90.20266
07/08,90.51173
07/09,89.702896
07/10,89.76596
07/11,90.37283
07/12,90.05794
07/13,89.72487
07/14,89.90148
07/15,89.682884
07/16,89.667755
07/17,89.89453
07/18,89.55863
07/19,89.36651
07/20,89.73288
07/21,89.37271
07/22,89.28234
07/23,89.38023
07/24,89.32624
07/25,89.310486
07/26,89.50473
07/27,89.07118
07/28,88.80407
07/29,88.742355
07/30,88.35142
07/31,88.90401
08/01,88.0556
08/02,88.103294
08/03,88.19911
08/04,87.9968
08/05,87.75431
08/06,88.14987
08/07,88.03171
08/08,87.94825
08/09,87.58171
08/10,88.21531
08/11,87.87635
08/12,88.00535
08/13,87.948586
08/14,87.96229
08/15,88.14027
08/16,87.52335
08/17,87.70583
08/18,87.93358
08/19,87.82436
08/20,88.80807
08/21,88.61818
08/22,88.58491
08/23,88.835625
08/24,88.41703
08/25,88.69838
08/26,88.64533
08/27,88.63416
08/28,88.18281
08/29,88.539986
08/30,89.18881
08/31,88.888626
09/01,88.54622
09/02,89.447
09/03,89.18216
09/04,89.13156
09/05,89.25255
09/06,89.16957
09/07,89.31191
09/08,89.25521
09/09,89.62371
09/10,89.492935
09/11,89.24855
09/12,89.73802
09/13,89.590576
09/14,90.31911
09/15,90.60764
09/16,89.82049
09/17,90.33296
09/18,89.9864
09/19,88.81736
09/20,89.656334
09/21,89.24947
09/22,89.360695
09/23,89.1601
09/24,89.69101
09/25,89.212
09/26,89.61145
09/27,89.12148
09/28,89.13223
09/29,89.185875
09/30,89.09829
10/01,89.70343
10/02,89.174995
10/03,89.26573
10/04,89.19185
10/05,89.51165
10/06,89.17647
10/07,89.67349
10/08,89.40015
10/09,89.68636
10/10,89.77155
10/11,89.41363
10/12,89.57318
10/13,89.260414
10/14,89.367546
10/15,89.33172
10/16,89.70143
10/17,90.02067
10/18,89.612114
10/19,89.49375
10/20,89.79057
10/21,89.58604
10/22,89.51898
10/23,90.39359
10/24,89.69752
10/25,89.64202
10/26,89.73319
10/27,89.43202
10/28,89.326
10/29,89.3044
10/30,89.28078
10/31,89.21313
11/01,89.242516
11/02,89.22566
11/03,89.40654
11/04,88.84288
11/05,88.88059
11/06,89.14522
11/07,88.46278
11/08,88.90755
11/09,89.06643
11/10,88.85618
11/11,89.46592
11/12,89.392876
11/13,89.17058
11/14,89.340645
11/15,89.18755
11/16,89.059395
11/17,89.017944
