time,hdin
01/01,137.22124
01/02,137.00159
01/03,136.51607
01/04,136.8928
01/05,137.50105
01/06,136.74504
01/07,136.50638
01/08,136.90291
01/09,136.76534
01/10,136.03853
01/11,136.47165
01/12,136.29721
01/13,135.85408
01/14,135.6302
01/15,135.576
01/16,135.16066
01/17,135.272
01/18,135.63327
01/19,135.6254
01/20,135.69736
01/21,136.09868
01/22,135.85484
01/23,136.15576
01/24,136.23312
01/25,136.0846
01/26,136.04086
01/27,137.04153
01/28,136.95248
01/29,137.14401
01/30,137.35378
01/31,137.64743
02/01,137.85535
02/02,138.3697
02/03,138.05049
02/04,138.58627
02/05,139.26694
02/06,139.23724
02/07,139.69974
02/08,140.0107
02/09,139.48407
02/10,139.09515
02/11,139.18025
02/12,139.35764
02/13,139.19931
02/14,138.93585
02/15,139.45432
02/16,140.1986
02/17,140.31184
02/18,139.83182
02/19,139.25761
02/20,139.29413
02/21,140.06374
02/22,139.76724
02/23,139.0313
02/24,138.8639
02/25,139.24132
02/26,139.74332
02/27,139.40317
02/28,139.2185
02/29,142.23831
03/01,139.72375
03/02,139.2583
03/03,139.19185
03/04,138.68266
03/05,138.8769
03/06,138.85493
03/07,138.8344
03/08,138.9604
03/09,138.98286
03/10,139.06378
03/11,138.66959
03/12,138.75569
03/13,139.03497
03/14,139.43556
03/15,138.79189
03/16,139.07515
03/17,138.77797
03/18,138.77061
03/19,139.55692
03/20,139.29327
03/21,139.55222
03/22,139.72003
03/23,139.51599
03/24,139.30417
03/25,139.79228
03/26,139.19888
03/27,138.97856
03/28,139.09613
03/29,139.24399
03/30,139.0946
03/31,138.71744
04/01,139.07176
04/02,138.6169
04/03,138.56506
04/04,138.14967
04/05,137.76672
04/06,137.59634
04/07,137.09564
04/08,136.89806
04/09,136.7817
04/10,136.54578
04/11,136.23207
04/12,136.74622
04/13,137.18944
04/14,137.32452
04/15,136.60445
04/16,136.3118
04/17,136.0574
04/18,135.8137
04/19,135.77405
04/20,135.45374
04/21,135.69572
04/22,135.34212
04/23,135.16129
04/24,135.14514
04/25,135.14987
04/26,135.16159
04/27,135.37617
04/28,134.99672
04/29,134.80914
04/30,134.79514
05/01,134.59073
05/02,134.80357
05/03,134.76453
05/04,134.55807
05/05,134.82747
05/06,134.33536
05/07,134.42209
05/08,134.41324
05/09,134.60861
05/10,134.68513
05/11,134.79729
05/12,134.78467
05/13,134.64456
05/14,134.22183
05/15,134.11363
05/16,134.21948
05/17,133.9209
05/18,133.31332
05/19,133.60576
05/20,133.512
05/21,133.1223
05/22,132.98251
05/23,132.89322
05/24,132.67247
05/25,132.20877
05/26,131.98643
05/27,131.82394
05/28,131.8812
05/29,131.40237
05/30,131.35858
05/31,131.73286
06/01,131.44852
06/02,131.13046
06/03,130.93478
06/04,130.90317
06/05,130.22295
06/06,130.18242
06/07,130.00862
06/08,129.97218
06/09,129.23497
06/10,129.28494
06/11,129.04971
06/12,128.80875
06/13,128.91837
06/14,128.66354
06/15,128.50215
06/16,128.74458
06/17,128.63965
06/18,128.65921
06/19,128.82915
06/20,128.39853
06/21,128.74792
06/22,128.89793
06/23,128.64613
06/24,128.22128
06/25,128.0455
06/26,128.18695
06/27,128.19879
06/28,128.35841
06/29,128.15886
06/30,127.72807
07/01,127.814674
07/02,127.87761
07/03,127.82211
07/04,128.24915
07/05,128.32785
07/06,128.12772
07/07,127.71546
07/08,127.23746
07/09,127.52545
07/10,127.77338
07/11,127.47574
07/12,127.24482
07/13,127.122894
07/14,127.225494
07/15,126.996544
07/16,126.875786
07/17,127.186134
07/18,126.888725
07/19,126.75376
07/20,126.78279
07/21,127.08165
07/22,127.05662
07/23,126.91185
07/24,126.8466
07/25,126.670494
07/26,126.84617
07/27,126.83986
07/28,126.37053
07/29,126.293175
07/30,126.12014
07/31,126.142914
08/01,126.44115
08/02,126.28949
08/03,126.54965
08/04,126.05929
08/05,126.28148
08/06,126.32949
08/07,125.97136
08/08,126.13504
08/09,126.13997
08/10,126.60551
08/11,126.204666
08/12,126.51915
08/13,126.38252
08/14,126.02989
08/15,126.18626
08/16,126.262054
08/17,126.00415
08/18,126.58529
08/19,126.61456
08/20,126.86422
08/21,127.34146
08/22,126.723274
08/23,127.23077
08/24,127.38047
08/25,127.61113
08/26,128.1928
08/27,127.84761
08/28,127.89013
08/29,127.83068
08/30,128.19304
08/31,128.92436
09/01,128.74333
09/02,128.87616
09/03,129.25252
09/04,129.4409
09/05,129.25839
09/06,129.30595
09/07,129.76772
09/08,130.21915
09/09,129.9584
09/10,130.38979
09/11,130.52899
09/12,129.95038
09/13,129.95656
09/14,130.56621
09/15,131.00888
09/16,131.0183
09/17,131.1618
09/18,130.79543
09/19,131.03375
09/20,131.12158
09/21,131.19571
09/22,131.11902
09/23,131.5973
09/24,131.82971
09/25,131.54564
09/26,132.33452
09/27,132.15074
09/28,132.51251
09/29,132.79323
09/30,132.26
10/01,132.32457
10/02,132.62155
10/03,132.70007
10/04,133.1171
10/05,133.18132
10/06,133.64618
10/07,134.0115
10/08,134.35442
10/09,134.31076
10/10,134.62944
10/11,134.77739
10/12,134.6221
10/13,134.81958
10/14,134.90308
10/15,134.76431
10/16,135.87389
10/17,135.62825
10/18,135.93658
10/19,136.67723
10/20,136.8575
10/21,137.06598
10/22,137.60335
10/23,138.2736
10/24,138.4442
10/25,138.19987
10/26,138.07501
10/27,138.35704
10/28,137.55717
10/29,137.19179
10/30,137.35919
10/31,137.16017
11/01,137.40672
11/02,136.87514
11/03,137.07857
11/04,137.24658
11/05,137.41234
11/06,137.02939
11/07,137.0976
11/08,137.11836
11/09,136.94484
11/10,136.48882
11/11,136.67175
11/12,136.4927
11/13,136.47191
11/14,136.04843
11/15,136.00252
11/16,136.02028
11/17,135.41385
11/18,135.74194
11/19,135.80061
11/20,135.74242
11/21,135.5679
11/22,135.2996
11/23,135.14357
11/24,135.18138
11/25,135.7798
11/26,135.90933
11/27,135.81145
11/28,135.55228
11/29,135.0548
11/30,135.26033
12/01,135.2255
12/02,135.26987
12/03,135.25685
12/04,134.93546
12/05,135.32059
12/06,134.61673
12/07,134.82484
12/08,134.54178
12/09,134.79112
12/10,135.00316
12/11,134.69571
12/12,134.57901
12/13,134.5873
12/14,134.44664
12/15,134.79889
12/16,135.3249
12/17,135.42981
12/18,135.18565
12/19,134.63072
12/20,135.64822
12/21,136.09549
12/22,136.05544
12/23,135.81749
12/24,136.0252
12/25,135.8625
12/26,137.05212
12/27,137.09138
12/28,137.23099
12/29,137.73366
12/30,137.64813
12/31,137.76485
