time,hdin
01/01,119.58353
01/02,119.056206
01/03,119.212944
01/04,119.089966
01/05,118.95601
01/06,118.79376
01/07,118.86429
01/08,119.40316
01/09,118.66682
01/10,119.421455
01/11,118.96846
01/12,118.8457
01/13,119.05392
01/14,119.01312
01/15,119.41769
01/16,119.68426
01/17,118.845215
01/18,118.91978
01/19,118.93368
01/20,118.222176
01/21,117.871704
01/22,117.62695
01/23,117.42104
01/24,117.52334
01/25,116.91209
01/26,116.787605
01/27,116.37769
01/28,116.202385
01/29,116.05709
01/30,115.93862
01/31,116.2629
02/01,116.14996
02/02,115.81324
02/03,115.63577
02/04,115.825066
02/05,116.127686
02/06,115.95048
02/07,115.3521
02/08,115.762665
02/09,116.24546
02/10,115.56261
02/11,115.48582
02/12,115.25921
02/13,114.96198
02/14,115.40678
02/15,115.43613
02/16,115.257454
02/17,115.71967
02/18,114.53498
02/19,115.09674
02/20,115.03833
02/21,115.29504
02/22,115.59577
02/23,114.91654
02/24,114.30716
02/25,114.69835
02/26,115.52784
02/27,115.26877
02/28,114.72724
02/29,110.84794
03/01,114.62474
03/02,114.76203
03/03,115.03152
03/04,114.439186
03/05,114.21588
03/06,114.20579
03/07,114.12281
03/08,114.43457
03/09,113.84533
03/10,114.28551
03/11,114.83663
03/12,115.06479
03/13,114.96165
03/14,114.774216
03/15,114.94579
03/16,115.59834
03/17,115.49432
03/18,115.66943
03/19,115.3917
03/20,115.2005
03/21,115.14732
03/22,115.30846
03/23,115.15205
03/24,115.35633
03/25,115.527985
03/26,115.09307
03/27,114.90649
03/28,115.4568
03/29,115.537895
03/30,115.399284
03/31,115.58549
04/01,115.66707
04/02,115.148964
04/03,115.513535
04/04,115.46721
04/05,115.03146
04/06,115.79754
04/07,115.486305
04/08,115.345085
04/09,115.242584
04/10,115.795166
04/11,115.77899
04/12,115.3479
04/13,115.45017
04/14,115.2417
04/15,115.19555
04/16,115.229774
04/17,115.41421
04/18,115.431885
04/19,115.358444
04/20,114.986855
04/21,115.38123
04/22,115.29035
04/23,115.53572
04/24,116.0532
04/25,115.94034
04/26,115.801575
04/27,116.048904
04/28,116.124245
04/29,115.76817
04/30,116.1453
05/01,116.52617
05/02,116.49222
05/03,116.05166
05/04,115.091835
05/05,115.077415
05/06,115.46063
05/07,116.04596
05/08,115.511406
05/09,115.10065
05/10,115.13093
05/11,115.066055
05/12,115.31914
05/13,115.58486
05/14,115.68318
05/15,115.47943
05/16,115.466484
05/17,115.31695
05/18,115.8099
05/19,115.46435
05/20,115.595985
05/21,115.54095
05/22,115.75211
05/23,116.42704
05/24,116.576195
05/25,116.35857
05/26,116.84941
05/27,117.29265
05/28,117.39516
05/29,116.89109
05/30,116.94158
05/31,116.84336
06/01,117.28479
06/02,117.35653
06/03,117.49817
06/04,117.58606
06/05,117.78965
06/06,118.172615
06/07,117.87845
06/08,117.81713
06/09,117.929016
06/10,117.87297
06/11,117.951324
06/12,118.49168
06/13,118.399605
06/14,118.41962
06/15,116.8293
06/16,116.64404
06/17,116.6713
06/18,116.744225
06/19,116.64988
06/20,116.09988
06/21,115.99035
06/22,115.66452
06/23,115.94295
06/24,116.32251
06/25,115.99177
06/26,115.30537
06/27,115.59088
