time,hdin
01/01,142.97734
01/02,142.61232
01/03,142.38531
01/04,142.4412
01/05,142.69734
01/06,142.87782
01/07,142.21242
01/08,141.91803
01/09,142.4871
01/10,142.2054
01/11,142.47386
01/12,142.59068
01/13,143.0065
01/14,142.96953
01/15,143.07803
01/16,142.42035
01/17,142.53268
01/18,143.15912
01/19,142.93544
01/20,142.58904
01/21,143.42941
01/22,143.16643
01/23,142.84003
01/24,143.39223
01/25,143.7777
01/26,143.66122
01/27,143.76364
01/28,144.35951
01/29,143.99762
01/30,144.70377
01/31,144.86545
02/01,144.79474
02/02,145.33572
02/03,145.62178
02/04,145.77989
02/05,145.8412
02/06,145.67746
02/07,145.97572
02/08,146.2058
02/09,146.26178
02/10,146.53839
02/11,146.9231
02/12,145.31795
02/13,145.81973
02/14,145.66898
02/15,144.80661
02/16,144.557
02/17,144.62357
02/18,145.25897
02/19,144.62576
02/20,145.18358
02/21,145.60736
02/22,146.07509
02/23,146.25754
02/24,146.63405
02/25,146.71898
02/26,146.16322
02/27,146.11697
02/28,145.75334
02/29,141.08905
03/01,145.95671
03/02,146.31691
03/03,146.47208
03/04,146.39531
03/05,145.99388
03/06,146.08739
03/07,145.96152
03/08,145.38853
03/09,145.95139
03/10,146.101
03/11,146.20493
03/12,146.73132
03/13,146.61487
03/14,146.818
03/15,146.62265
03/16,147.23753
03/17,147.16798
03/18,147.48451
03/19,147.5265
03/20,148.1902
03/21,148.18245
03/22,147.93266
03/23,147.87143
03/24,148.07095
03/25,148.5167
03/26,147.81097
03/27,147.79985
03/28,147.6793
03/29,147.81639
03/30,147.502
03/31,147.17194
04/01,147.08952
04/02,147.44919
04/03,147.35544
04/04,147.4555
04/05,148.19327
04/06,148.56778
04/07,148.17863
04/08,148.3301
04/09,148.65863
04/10,148.71947
04/11,148.18727
04/12,148.13107
04/13,148.01132
04/14,147.39867
04/15,147.31955
04/16,146.94267
04/17,146.90051
04/18,146.68088
04/19,146.15749
04/20,145.50073
04/21,145.57008
04/22,145.4711
04/23,145.35976
04/24,145.4706
04/25,145.62445
04/26,145.61818
04/27,145.34789
04/28,145.41689
04/29,145.5275
04/30,145.50372
05/01,145.30563
05/02,145.11102
05/03,144.93414
05/04,144.86671
05/05,144.59576
05/06,145.23935
05/07,145.38849
05/08,144.99416
05/09,144.609
05/10,144.66083
05/11,144.08914
05/12,143.60826
05/13,143.60832
05/14,143.38615
05/15,143.59743
05/16,143.38618
05/17,143.42426
05/18,143.70355
05/19,143.95554
05/20,144.18947
05/21,143.78215
05/22,143.75006
05/23,143.84264
05/24,143.91296
05/25,144.17772
05/26,144.25058
05/27,144.19954
05/28,144.43689
05/29,144.5741
05/30,144.2261
05/31,144.04886
06/01,143.85118
06/02,143.43971
06/03,143.26186
06/04,143.28854
06/05,142.79526
06/06,141.99579
06/07,141.79245
06/08,141.47742
06/09,141.45268
06/10,141.03804
06/11,140.49413
06/12,140.42302
06/13,140.31517
06/14,140.21814
06/15,139.68484
06/16,140.05968
06/17,140.07408
06/18,139.59964
06/19,139.85796
06/20,139.96545
06/21,139.90721
06/22,139.27586
06/23,139.53345
06/24,139.39476
06/25,139.03467
06/26,138.69148
06/27,138.62646
06/28,138.33965
06/29,138.31367
06/30,137.96092
07/01,137.809
07/02,137.26025
07/03,137.49588
07/04,137.14752
07/05,137.02693
07/06,136.86818
07/07,137.105
07/08,137.58937
07/09,137.59561
07/10,138.02017
07/11,137.9085
07/12,137.40912
07/13,137.26604
07/14,137.27235
07/15,137.45703
07/16,137.87329
07/17,137.42645
07/18,137.83052
07/19,138.48268
07/20,138.60678
07/21,137.96056
07/22,138.12334
07/23,138.22006
07/24,137.85457
07/25,138.16978
07/26,137.80554
07/27,137.47176
07/28,137.57573
07/29,137.111
07/30,136.44273
07/31,136.82004
08/01,137.24248
08/02,137.07297
08/03,136.9344
08/04,136.81642
08/05,137.02658
08/06,137.22731
08/07,137.3369
08/08,137.29518
08/09,136.8333
08/10,136.8655
08/11,136.56407
08/12,136.82454
08/13,136.77681
08/14,137.20523
08/15,137.01463
08/16,136.82939
08/17,136.68019
08/18,136.61534
08/19,136.69041
08/20,136.22862
08/21,136.39172
08/22,136.36601
08/23,135.95274
08/24,136.48537
08/25,137.08028
08/26,137.20854
08/27,137.51077
08/28,137.31303
08/29,137.51686
08/30,137.92458
08/31,137.83885
09/01,138.21478
09/02,138.26648
09/03,138.23083
09/04,138.1041
09/05,138.42178
09/06,138.57437
09/07,138.47316
09/08,138.57986
09/09,138.66583
09/10,138.58589
09/11,138.25813
09/12,138.37393
09/13,138.33247
09/14,138.31566
09/15,138.74431
09/16,138.74356
09/17,139.24876
09/18,139.70894
09/19,139.89784
09/20,139.91617
09/21,139.93176
09/22,139.71063
09/23,140.20135
09/24,139.7519
09/25,140.1857
09/26,140.48517
09/27,140.95615
09/28,140.57117
09/29,141.09116
09/30,141.75371
10/01,141.76256
10/02,141.93253
10/03,141.95723
10/04,141.57556
10/05,141.31152
10/06,142.16757
10/07,141.5002
10/08,141.49763
10/09,141.75275
10/10,141.41779
10/11,141.60887
10/12,141.92288
10/13,141.80484
10/14,141.76921
10/15,142.11554
10/16,141.7643
10/17,141.61476
10/18,141.66275
10/19,141.78378
10/20,141.79071
10/21,141.29216
10/22,141.79604
10/23,142.28728
10/24,141.71169
10/25,141.92097
10/26,142.66994
10/27,142.5296
10/28,142.73276
10/29,142.81506
10/30,143.50804
10/31,143.62529
11/01,143.62877
11/02,144.01714
11/03,144.08517
11/04,144.20297
11/05,144.13017
11/06,144.67755
11/07,144.31097
11/08,144.31253
11/09,144.32893
11/10,144.4892
11/11,144.12212
11/12,143.91653
11/13,143.99326
11/14,143.57005
11/15,143.76724
11/16,142.94096
11/17,142.96356
11/18,143.55164
11/19,143.37303
11/20,143.30707
11/21,143.15552
11/22,143.15385
11/23,142.94644
11/24,142.93295
11/25,143.03665
11/26,143.11023
11/27,143.11597
11/28,143.37373
11/29,143.3083
11/30,143.00073
12/01,143.4405
12/02,143.94377
12/03,143.3868
12/04,143.88406
12/05,143.87323
12/06,144.41455
12/07,144.00179
12/08,144.51024
12/09,144.84026
12/10,144.78151
12/11,144.5789
12/12,144.12224
12/13,144.44145
12/14,144.24236
12/15,144.01488
12/16,144.29338
12/17,143.959
12/18,143.58977
12/19,143.8288
12/20,144.04869
12/21,144.26952
12/22,144.31546
12/23,144.53578
12/24,144.72656
12/25,145.09409
12/26,144.74713
12/27,144.19565
12/28,143.99736
12/29,144.08646
12/30,144.25647
12/31,143.67693
