time,hdin
01/01,106.567406
01/02,106.16171
01/03,107.55305
01/04,105.47267
01/05,105.356636
01/06,105.38664
01/07,104.837326
01/08,105.34139
01/09,105.18707
01/10,105.667694
01/11,105.61155
01/12,106.13857
01/13,107.23463
01/14,106.50055
01/15,105.82804
01/16,105.85466
01/17,105.74368
01/18,106.02094
01/19,105.90205
01/20,105.62588
01/21,105.22581
01/22,105.325714
01/23,105.48115
01/24,105.1064
01/25,104.72236
01/26,104.71442
01/27,104.298035
01/28,103.48806
01/29,103.4212
01/30,104.28666
01/31,103.920586
02/01,103.66784
02/02,103.43879
02/03,103.61938
02/04,103.1534
02/05,103.27926
02/06,102.314606
02/07,102.588234
02/08,102.369644
02/09,102.78345
02/10,102.813644
02/11,102.4068
02/12,102.358734
02/13,102.04234
02/14,101.169525
02/15,101.72271
02/16,102.04441
02/17,101.942024
02/18,101.85871
02/19,101.16081
02/20,101.046295
02/21,101.875565
02/22,102.08587
02/23,101.51364
02/24,101.79469
02/25,102.020546
02/26,101.20034
02/27,101.361435
02/28,101.65849
02/29,102.8127
03/01,101.228004
03/02,101.995056
03/03,101.509575
03/04,100.67651
03/05,101.31094
03/06,100.904976
03/07,100.55054
03/08,100.748856
03/09,100.70529
03/10,100.72449
03/11,100.13418
03/12,99.857864
03/13,100.32589
03/14,99.999374
03/15,99.89752
03/16,99.756386
03/17,100.01569
03/18,99.50389
03/19,100.00851
03/20,99.82823
03/21,99.153275
03/22,98.86317
03/23,99.5894
03/24,99.132545
03/25,99.06377
03/26,99.32853
03/27,98.55775
03/28,98.869446
03/29,99.61437
03/30,99.44391
03/31,99.048874
04/01,98.68588
04/02,99.20483
04/03,99.215706
04/04,99.44921
04/05,99.19822
04/06,99.26891
04/07,99.29822
04/08,99.0267
04/09,99.15723
04/10,99.276955
04/11,98.918335
04/12,98.96187
04/13,99.49866
04/14,99.92036
04/15,100.00829
04/16,99.84486
04/17,99.3252
04/18,99.91248
04/19,100.85953
04/20,100.35751
04/21,100.6877
04/22,100.737114
04/23,101.06673
04/24,101.0523
04/25,101.15766
04/26,100.91882
04/27,101.0328
04/28,100.92971
04/29,100.50949
04/30,101.08311
05/01,100.49554
05/02,101.239174
05/03,101.150635
