time,hdin
01/01,144.86482
01/02,145.06398
01/03,144.92285
01/04,144.85458
01/05,145.20395
01/06,144.82184
01/07,145.29793
01/08,145.62271
01/09,145.9774
01/10,146.21115
01/11,146.09015
01/12,146.15602
01/13,146.30841
01/14,146.21661
01/15,146.61784
01/16,146.58351
01/17,146.34943
01/18,146.6324
01/19,146.4057
01/20,146.07277
01/21,145.65623
01/22,146.4073
01/23,145.6326
01/24,145.50745
01/25,145.6639
01/26,145.75175
01/27,145.7871
01/28,146.08955
01/29,146.48239
01/30,146.69176
01/31,146.75487
02/01,146.5469
02/02,147.16644
02/03,146.89626
02/04,146.83353
02/05,146.94545
02/06,146.88931
02/07,146.8374
02/08,146.86317
02/09,146.7899
02/10,147.44933
02/11,147.28484
02/12,147.13496
02/13,147.49806
02/14,147.43132
02/15,147.13371
02/16,146.97061
02/17,147.22313
02/18,147.31464
02/19,147.0319
02/20,146.89845
02/21,146.70757
02/22,146.64331
02/23,146.64601
02/24,146.85175
02/25,146.62901
02/26,146.74194
02/27,147.0449
02/28,146.6947
02/29,146.53842
03/01,146.60992
03/02,146.90013
03/03,146.85738
03/04,146.5507
03/05,147.17009
03/06,146.8021
03/07,146.79897
03/08,146.87094
03/09,146.45065
03/10,146.39667
03/11,146.88423
03/12,146.8008
03/13,146.56871
03/14,146.83632
03/15,147.12157
03/16,146.5888
03/17,147.08134
03/18,146.53355
03/19,146.4776
03/20,146.42926
03/21,146.49356
03/22,146.5188
03/23,146.19525
03/24,146.40999
03/25,145.82858
03/26,146.18881
03/27,145.96324
03/28,145.71887
03/29,146.02147
03/30,145.72792
03/31,145.65332
04/01,145.55923
04/02,145.33351
04/03,145.20782
04/04,144.75246
04/05,145.01472
04/06,144.87988
04/07,144.53416
04/08,144.05316
04/09,144.28242
04/10,144.54558
04/11,144.26715
04/12,144.47897
04/13,144.2873
04/14,144.43993
04/15,144.61327
04/16,144.22234
04/17,144.57811
04/18,144.56358
04/19,144.46333
04/20,144.42912
04/21,144.39284
04/22,144.55092
04/23,144.31854
04/24,143.98926
04/25,143.86272
04/26,143.71254
04/27,143.65303
04/28,143.31444
04/29,143.23137
04/30,143.41191
05/01,142.80093
05/02,142.88945
05/03,142.81961
05/04,142.39113
05/05,142.21649
05/06,142.2794
05/07,142.22911
05/08,142.48569
05/09,142.49579
05/10,142.54726
05/11,142.85759
05/12,142.40318
05/13,142.49202
05/14,142.24095
05/15,142.01086
05/16,142.09267
05/17,141.81067
05/18,141.5926
05/19,141.06241
05/20,141.11374
05/21,140.96417
05/22,140.6513
05/23,140.60777
05/24,140.40564
05/25,140.43399
05/26,140.3075
05/27,140.24739
05/28,139.94049
05/29,139.78246
05/30,139.64268
05/31,139.75131
