time,hdin
01/01,98.78614
01/02,98.48636
01/03,98.34699
01/04,98.990234
01/05,99.57422
01/06,99.368355
01/07,99.768875
01/08,99.63005
01/09,99.17016
01/10,99.28654
01/11,99.78871
01/12,98.580414
01/13,98.166176
01/14,98.66947
01/15,99.222015
01/16,99.879364
01/17,99.832146
01/18,99.876755
01/19,99.09612
01/20,98.94312
01/21,98.12123
01/22,97.76589
01/23,97.87785
01/24,97.621086
01/25,96.77164
01/26,96.84212
01/27,97.00209
01/28,97.742615
01/29,96.77511
01/30,96.416405
01/31,96.68413
02/01,96.84292
02/02,97.10834
02/03,96.900055
02/04,96.64848
02/05,96.55835
02/06,96.02901
02/07,96.04364
02/08,95.63093
02/09,95.59365
02/10,95.249245
02/11,94.69443
02/12,94.93377
02/13,94.10916
02/14,95.42727
02/15,94.74316
02/16,94.03325
02/17,94.02713
02/18,93.88515
02/19,93.989334
02/20,94.3358
02/21,93.994774
02/22,93.924965
02/23,94.087234
02/24,93.96039
02/25,93.58356
02/26,93.672104
02/27,93.463104
02/28,92.96269
02/29,93.60064
03/01,92.325836
03/02,91.64043
03/03,91.33551
03/04,92.89129
03/05,93.1663
03/06,92.6354
03/07,93.20444
03/08,91.97512
03/09,92.40404
03/10,92.97761
03/11,93.115944
03/12,93.20768
03/13,93.25885
03/14,93.6274
03/15,93.33391
03/16,93.58091
03/17,94.342316
03/18,94.07816
03/19,93.6545
03/20,93.34762
03/21,92.78497
03/22,93.41879
03/23,94.03102
03/24,93.59776
03/25,93.31819
03/26,93.1248
03/27,93.66317
03/28,93.38364
03/29,93.65999
03/30,92.81629
03/31,92.8683
04/01,92.64292
04/02,93.07364
04/03,92.99569
04/04,92.72056
04/05,93.24246
04/06,93.066795
04/07,93.19157
04/08,92.94681
04/09,92.67162
04/10,93.078445
04/11,93.07897
04/12,93.28957
04/13,93.237434
04/14,93.08668
04/15,93.212776
04/16,93.76508
04/17,93.60957
04/18,93.46587
04/19,94.169655
04/20,94.78546
04/21,94.741066
04/22,94.53994
04/23,94.97692
04/24,94.71845
04/25,95.3617
04/26,95.08184
04/27,95.013916
04/28,95.544815
04/29,96.096985
04/30,96.31484
05/01,95.591965
05/02,95.427986
05/03,95.893394
05/04,96.120255
05/05,96.00726
05/06,96.35439
05/07,96.64086
05/08,96.36186
05/09,96.62159
05/10,96.88703
05/11,96.23109
05/12,94.96726
05/13,95.16814
05/14,95.09314
05/15,96.04282
05/16,96.22653
05/17,95.643456
05/18,96.414154
05/19,97.22814
05/20,97.71789
05/21,97.92605
05/22,97.78986
05/23,97.58464
05/24,97.543526
05/25,97.76415
05/26,98.46008
05/27,98.6241
05/28,98.89916
05/29,99.031166
05/30,98.98682
05/31,99.78161
06/01,100.32731
06/02,99.980484
06/03,99.800644
06/04,99.5222
06/05,99.09792
06/06,99.026184
06/07,99.109955
06/08,99.11782
06/09,99.20188
06/10,99.264275
06/11,99.66614
06/12,99.94881
06/13,99.62125
06/14,100.477776
06/15,100.38764
06/16,99.52194
06/17,100.16199
06/18,99.982
06/19,99.30003
06/20,99.73467
06/21,101.25577
06/22,101.81231
06/23,101.339134
06/24,101.49347
06/25,101.32974
06/26,101.89804
06/27,101.95627
06/28,101.87962
06/29,101.93581
06/30,101.41914
07/01,101.123
07/02,101.08413
07/03,100.87212
07/04,101.085754
07/05,101.291405
07/06,101.433914
07/07,101.59357
07/08,101.16306
07/09,99.79812
07/10,99.15419
07/11,100.384605
07/12,99.42769
07/13,98.663475
07/14,98.86992
07/15,98.836525
07/16,97.64022
07/17,97.88802
07/18,99.30092
07/19,100.293755
07/20,100.180824
07/21,100.33513
07/22,101.02452
07/23,100.85161
07/24,100.518074
07/25,100.55499
07/26,100.11143
07/27,99.898254
07/28,100.08529
07/29,99.3214
07/30,99.475395
07/31,98.99619
08/01,98.52668
08/02,98.93738
08/03,98.897415
08/04,99.23152
08/05,99.52712
08/06,99.80655
08/07,99.12734
08/08,98.35839
08/09,98.80339
08/10,97.73422
08/11,97.23127
08/12,97.30025
08/13,97.75892
08/14,97.55113
08/15,96.72352
08/16,96.89726
08/17,97.25034
08/18,97.02924
08/19,97.4743
08/20,97.144875
08/21,97.748604
08/22,98.12375
08/23,98.34222
08/24,98.143326
08/25,99.30787
08/26,99.20337
08/27,98.6208
08/28,98.21339
08/29,98.20057
08/30,97.983925
08/31,97.20233
09/01,97.300674
09/02,96.880516
09/03,96.53074
09/04,97.09274
09/05,97.93966
09/06,98.25634
09/07,98.32486
09/08,98.62365
09/09,99.11501
09/10,99.54775
09/11,99.48309
09/12,98.87143
09/13,99.47646
09/14,100.124535
09/15,99.400665
09/16,99.71258
09/17,99.230286
09/18,99.2149
09/19,98.76322
09/20,98.40304
09/21,98.3073
09/22,98.64632
09/23,98.61131
09/24,99.181175
09/25,99.791626
09/26,98.808174
09/27,98.72443
09/28,99.39433
09/29,99.51037
09/30,99.224686
10/01,99.391396
10/02,99.0895
10/03,98.54159
10/04,99.655014
10/05,99.50582
10/06,99.06865
10/07,99.21005
10/08,99.57483
10/09,98.96315
10/10,98.80559
10/11,99.703896
10/12,99.10934
10/13,98.75489
10/14,98.41214
10/15,98.61336
10/16,99.80904
10/17,100.12712
10/18,99.98432
10/19,99.76256
10/20,100.363106
10/21,98.79509
10/22,99.06963
10/23,99.54765
10/24,100.25011
10/25,99.492
10/26,99.674965
10/27,98.91538
10/28,99.078156
10/29,99.01052
10/30,98.41719
10/31,98.358986
11/01,98.98371
11/02,99.44775
11/03,99.94481
11/04,99.03241
11/05,99.14865
11/06,100.26637
11/07,99.74638
11/08,99.42067
11/09,99.404205
11/10,99.69141
11/11,100.06813
11/12,99.974106
11/13,100.12969
11/14,99.92536
11/15,99.816025
11/16,98.93046
11/17,99.769135
11/18,100.09069
11/19,100.40721
11/20,99.60163
11/21,100.2337
11/22,100.27588
11/23,100.1323
11/24,99.80051
11/25,100.59601
11/26,100.280045
11/27,100.54897
11/28,100.786095
11/29,100.82063
11/30,100.78281
12/01,100.655754
12/02,100.109276
12/03,100.370865
12/04,100.39071
12/05,99.88631
12/06,100.34131
12/07,100.76856
12/08,100.5661
12/09,100.9085
12/10,101.9523
