time,hdin
01/01,125.35627
01/02,125.299095
01/03,124.63116
01/04,124.64709
01/05,124.87473
01/06,125.69118
01/07,126.14752
01/08,125.078896
01/09,124.566284
01/10,124.17862
01/11,124.71477
01/12,125.133354
01/13,125.45818
01/14,125.76567
01/15,125.513985
01/16,125.60466
01/17,125.924484
01/18,125.06284
01/19,125.444374
01/20,125.32979
01/21,125.6547
01/22,125.56266
01/23,126.09271
01/24,125.11539
01/25,124.61048
01/26,124.747826
01/27,125.50786
01/28,125.12847
01/29,125.18625
01/30,124.79219
01/31,124.82266
02/01,124.246895
02/02,123.82603
02/03,123.974724
02/04,124.12832
02/05,124.365166
02/06,124.45333
02/07,124.50129
02/08,124.52633
02/09,125.21141
02/10,124.57018
02/11,124.5083
02/12,124.485374
02/13,124.26804
02/14,124.22856
02/15,123.626564
02/16,123.50201
02/17,123.77735
02/18,123.28367
02/19,122.96343
02/20,123.02051
02/21,122.793976
02/22,123.157036
02/23,123.579346
02/24,123.15042
02/25,123.09454
02/26,122.85424
02/27,122.21162
02/28,122.9375
02/29,116.711205
03/01,122.6906
03/02,121.5113
03/03,121.38099
03/04,121.9653
03/05,121.42332
03/06,120.95017
03/07,121.6585
03/08,121.11157
03/09,120.837296
03/10,120.90804
03/11,120.866554
03/12,120.289
03/13,120.36434
03/14,120.41257
03/15,120.66941
03/16,119.90249
03/17,119.5734
03/18,119.52811
03/19,119.398926
03/20,119.18093
03/21,119.249626
03/22,119.270424
03/23,118.786316
03/24,118.68864
03/25,119.43275
03/26,119.427055
03/27,119.230385
03/28,118.93826
03/29,118.498245
03/30,118.31187
03/31,118.487114
04/01,118.13341
04/02,118.16846
04/03,118.591835
04/04,118.217415
04/05,118.311646
04/06,117.941925
04/07,117.540276
04/08,117.871124
04/09,117.51907
04/10,117.40476
04/11,116.94846
04/12,116.906975
04/13,116.60653
04/14,116.29638
04/15,116.48582
04/16,116.386185
04/17,115.95885
04/18,115.77465
04/19,115.92133
04/20,115.83082
04/21,115.71189
04/22,115.92954
04/23,115.003365
04/24,115.321526
04/25,115.29006
04/26,114.867424
04/27,114.85384
04/28,114.743576
04/29,114.69954
04/30,114.64656
05/01,114.15687
05/02,113.988045
05/03,113.95014
05/04,114.043015
05/05,114.15709
05/06,113.7404
05/07,113.13896
05/08,113.3605
05/09,113.36599
05/10,113.266014
05/11,112.96975
05/12,112.363686
05/13,112.49119
05/14,112.56042
05/15,112.47479
05/16,111.99416
05/17,111.95627
05/18,112.527145
05/19,111.87778
05/20,111.337456
05/21,111.760895
05/22,111.665535
05/23,111.94481
05/24,112.05393
05/25,111.83946
05/26,111.48495
05/27,111.39263
05/28,111.20853
05/29,111.01212
05/30,110.9104
05/31,110.682785
06/01,110.66374
06/02,111.045746
06/03,111.155975
06/04,111.36892
06/05,111.088
06/06,111.39805
06/07,111.11499
06/08,111.30756
06/09,111.38143
06/10,111.34185
06/11,111.60308
06/12,111.59817
06/13,111.67522
06/14,111.523605
06/15,112.103485
06/16,112.248474
06/17,112.186485
06/18,112.7154
06/19,112.64725
06/20,113.369194
06/21,113.82879
06/22,113.71677
06/23,114.205795
06/24,113.53494
06/25,114.577034
06/26,114.54992
06/27,114.25853
06/28,115.01112
06/29,114.76508
06/30,114.69952
07/01,115.098526
07/02,115.44842
07/03,115.302826
07/04,115.775024
07/05,116.334724
07/06,116.44024
07/07,116.93153
07/08,117.750626
07/09,118.01895
07/10,118.46122
07/11,118.55539
07/12,118.77343
07/13,119.59204
07/14,119.98378
07/15,120.361374
07/16,120.9369
07/17,121.15351
07/18,121.862404
07/19,122.21068
07/20,122.45431
07/21,122.47343
07/22,123.08573
07/23,122.87953
07/24,123.70731
07/25,124.0121
07/26,123.93354
07/27,123.797775
07/28,124.305305
07/29,124.28702
07/30,124.259995
07/31,124.4273
08/01,124.22758
08/02,124.812584
08/03,125.176506
08/04,125.44747
08/05,125.577805
08/06,125.37784
08/07,126.12105
08/08,126.17734
08/09,126.50948
08/10,126.50114
08/11,126.85086
08/12,127.07466
08/13,127.75948
08/14,128.44504
08/15,128.9206
08/16,129.25528
08/17,129.81508
08/18,130.048
08/19,130.14972
08/20,130.26443
08/21,130.05855
08/22,129.5597
08/23,130.15114
08/24,130.94818
08/25,129.91396
08/26,129.73976
08/27,130.02388
08/28,130.26411
08/29,131.04616
08/30,130.62589
08/31,130.79773
09/01,131.14314
09/02,130.53145
09/03,130.39062
09/04,130.99582
09/05,131.365
09/06,132.11378
09/07,132.58788
09/08,132.2148
09/09,131.05931
